Warming up READ with 50000 iterations...
INFO  23:35:09 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
Connected to cluster: cstar_perf TOWHRLAN5U
Datatacenter: datacenter1; Host: cassandra/172.31.3.64; Rack: rack1
INFO  23:35:09 New Cassandra host cassandra/172.31.3.64:9042 added
Sleeping 2s...
Running READ with 500 threads for 150000000 iteration
total ops , adj row/s,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr,  gc: #,  max ms,  sum ms,  sdv ms,      mb
3002317   ,    181642,  181642,  181642,  181642,     2.7,     2.7,     3.6,     4.0,     4.4,     5.7,   18.0,  0.01976,      0,       0,       0,       0,       0
3157660   ,    165828,  147803,  147803,  147803,     3.4,     2.7,     3.8,     9.4,   118.6,   119.9,   19.1,  0.01872,      1,     113,     113,       0,    8107
3344871   ,    178641,  178641,  178641,  178641,     2.8,     2.7,     3.7,     4.2,     4.9,    15.2,   20.1,  0.01793,      0,       0,       0,       0,       0
3533050   ,    179283,  179283,  179283,  179283,     2.8,     2.7,     3.6,     4.2,     8.5,    10.1,   21.2,  0.01702,      0,       0,       0,       0,       0
3697521   ,    179338,  156689,  156689,  156689,     3.2,     2.7,     3.7,     4.3,   135.8,   137.0,   22.2,  0.01620,      1,     129,     129,       0,    8110
3889135   ,    182016,  182016,  182016,  182016,     2.7,     2.7,     3.5,     4.0,     5.0,     8.9,   23.3,  0.01547,      0,       0,       0,       0,       0
4053391   ,    177541,  159222,  159222,  159222,     3.1,     2.7,     3.7,     4.4,   109.6,   111.2,   24.3,  0.01485,      1,     103,     103,       0,    8116
4239434   ,    177687,  177687,  177687,  177687,     2.8,     2.7,     3.6,     4.6,    17.0,    23.0,   25.4,  0.01421,      0,       0,       0,       0,       0
4400391   ,    179894,  156129,  156129,  156129,     3.2,     2.7,     3.6,     4.2,   139.0,   140.2,   26.4,  0.01363,      1,     133,     133,       0,    8109
4586254   ,    180709,  180709,  180709,  180709,     2.8,     2.7,     3.6,     4.0,     4.6,    10.2,   27.4,  0.01311,      0,       0,       0,       0,       0
4773428   ,    181524,  181524,  181524,  181524,     2.7,     2.7,     3.6,     4.0,     4.5,     5.5,   28.5,  0.01264,      0,       0,       0,       0,       0
4942116   ,    179503,  160693,  160693,  160693,     3.1,     2.7,     3.7,     4.4,   112.7,   115.0,   29.5,  0.01222,      1,     108,     108,       0,    8122
5127876   ,    180517,  180517,  180517,  180517,     2.8,     2.7,     3.6,     4.1,     4.5,     6.2,   30.5,  0.01180,      0,       0,       0,       0,       0
5295710   ,    181813,  160005,  160005,  160005,     3.1,     2.7,     3.5,     4.0,   129.7,   131.5,   31.6,  0.01141,      1,     125,     125,       0,    8111
5480802   ,    179616,  179616,  179616,  179616,     2.8,     2.7,     3.7,     4.2,     6.9,    21.2,   32.6,  0.01107,      0,       0,       0,       0,       0
5666750   ,    180956,  180956,  180956,  180956,     2.8,     2.7,     3.6,     4.1,     5.4,    13.5,   33.6,  0.01073,      1,     111,     111,       0,    8128
5852135   ,    179973,  162097,  162097,  162097,     3.1,     2.7,     3.6,     4.1,   116.5,   118.6,   34.8,  0.01041,      0,       0,       0,       0,       0
6035192   ,    174274,  174274,  174274,  174274,     2.9,     2.7,     3.8,     7.1,    11.6,    50.4,   35.8,  0.01011,      0,       0,       0,       0,       0
6202764   ,    181173,  162500,  162500,  162500,     3.1,     2.7,     3.6,     4.1,   109.6,   111.3,   36.9,  0.00982,      1,     104,     104,       0,    8114
6388715   ,    180361,  180361,  180361,  180361,     2.8,     2.7,     3.6,     4.0,     4.6,    12.3,   37.9,  0.00956,      0,       0,       0,       0,       0
6556456   ,    180965,  162671,  162671,  162671,     3.1,     2.7,     3.6,     4.1,   107.2,   108.9,   38.9,  0.00931,      1,     101,     101,       0,    8110
6743559   ,    181580,  181580,  181580,  181580,     2.7,     2.7,     3.5,     4.1,     7.5,     8.8,   40.0,  0.00907,      0,       0,       0,       0,       0
6927794   ,    181797,  181797,  181797,  181797,     2.7,     2.7,     3.5,     4.0,     5.8,     7.2,   41.0,  0.00885,      1,     106,     106,       0,    8125
7111903   ,    178261,  161482,  161482,  161482,     3.1,     2.7,     3.6,     4.2,   112.4,   114.2,   42.1,  0.00865,      0,       0,       0,       0,       0
7299949   ,    181906,  181906,  181906,  181906,     2.7,     2.7,     3.5,     4.0,     6.8,    10.2,   43.1,  0.00843,      0,       0,       0,       0,       0
7463708   ,    180536,  158648,  158648,  158648,     3.1,     2.7,     3.6,     4.3,   128.0,   129.2,   44.2,  0.00825,      1,     123,     123,       0,    8104
7649225   ,    180335,  180335,  180335,  180335,     2.8,     2.7,     3.6,     4.1,     6.9,    13.4,   45.2,  0.00806,      0,       0,       0,       0,       0
7810804   ,    179729,  156537,  156537,  156537,     3.2,     2.7,     3.6,     4.1,   137.0,   138.9,   46.2,  0.00788,      1,     131,     131,       0,    8103
7996630   ,    180535,  180535,  180535,  180535,     2.8,     2.7,     3.5,     4.0,     4.6,     5.8,   47.3,  0.00770,      0,       0,       0,       0,       0
8181843   ,    179600,  179600,  179600,  179600,     2.8,     2.7,     3.6,     4.2,     7.0,    15.5,   48.3,  0.00754,      0,       0,       0,       0,       0
8347587   ,    180973,  160769,  160769,  160769,     3.1,     2.7,     3.6,     4.1,   118.1,   119.8,   49.3,  0.00737,      1,     113,     113,       0,    8128
8532939   ,    180099,  180099,  180099,  180099,     2.8,     2.7,     3.6,     4.1,     6.1,    14.6,   50.4,  0.00723,      0,       0,       0,       0,       0
8698719   ,    179991,  160580,  160580,  160580,     3.1,     2.7,     3.6,     4.2,   115.6,   117.7,   51.4,  0.00708,      1,     110,     110,       0,    8118
8885082   ,    181190,  181190,  181190,  181190,     2.7,     2.7,     3.6,     4.0,     4.4,     5.5,   52.4,  0.00694,      0,       0,       0,       0,       0
9050310   ,    178905,  159951,  159951,  159951,     3.1,     2.7,     3.7,     4.6,   112.7,   115.4,   53.5,  0.00681,      1,     108,     108,       0,    8121
9237022   ,    181369,  181369,  181369,  181369,     2.7,     2.7,     3.5,     4.0,     4.5,     7.0,   54.5,  0.00667,      0,       0,       0,       0,       0
9423373   ,    180457,  180457,  180457,  180457,     2.8,     2.7,     3.6,     4.1,     8.6,    12.5,   55.5,  0.00655,      0,       0,       0,       0,       0
9588132   ,    178735,  159820,  159820,  159820,     3.1,     2.7,     3.6,     4.6,   112.9,   114.3,   56.5,  0.00643,      1,     108,     108,       0,    8116
9774283   ,    180936,  180936,  180936,  180936,     2.8,     2.7,     3.5,     4.0,     4.6,    23.4,   57.6,  0.00631,      0,       0,       0,       0,       0
9935309   ,    178857,  156178,  156178,  156178,     3.2,     2.7,     3.7,     5.0,   133.7,   135.1,   58.6,  0.00620,      1,     128,     128,       0,    8115
10120897  ,    180397,  180397,  180397,  180397,     2.8,     2.7,     3.6,     4.1,     6.4,    18.4,   59.6,  0.00609,      0,       0,       0,       0,       0
10304895  ,    180585,  180585,  180585,  180585,     2.8,     2.7,     3.6,     4.1,     7.9,    11.1,   60.7,  0.00599,      1,     124,     124,       0,    8115
10491255  ,    180865,  160969,  160969,  160969,     3.1,     2.7,     3.6,     4.1,   130.4,   132.1,   61.8,  0.00589,      0,       0,       0,       0,       0
10678248  ,    181287,  181287,  181287,  181287,     2.7,     2.7,     3.6,     4.0,     6.9,     8.2,   62.8,  0.00579,      0,       0,       0,       0,       0
10843664  ,    179499,  160214,  160214,  160214,     3.1,     2.7,     3.5,     4.1,   115.4,   116.6,   63.9,  0.00570,      1,     109,     109,       0,    8115
11028945  ,    179860,  179860,  179860,  179860,     2.8,     2.7,     3.6,     4.2,     9.4,    11.4,   64.9,  0.00561,      0,       0,       0,       0,       0
11194639  ,    181417,  160590,  160590,  160590,     3.1,     2.7,     3.5,     4.0,   122.1,   123.9,   65.9,  0.00552,      1,     117,     117,       0,    8118
11375994  ,    176133,  176133,  176133,  176133,     2.8,     2.7,     3.7,     4.5,    18.9,    22.1,   67.0,  0.00544,      0,       0,       0,       0,       0
11563752  ,    182082,  182082,  182082,  182082,     2.7,     2.7,     3.5,     4.0,     4.4,     8.9,   68.0,  0.00536,      0,       0,       0,       0,       0
11726780  ,    177882,  157934,  157934,  157934,     3.2,     2.7,     3.6,     4.4,   119.4,   121.2,   69.0,  0.00528,      1,     113,     113,       0,    8108
11913489  ,    181357,  181357,  181357,  181357,     2.7,     2.7,     3.5,     3.9,     4.5,     9.1,   70.1,  0.00520,      0,       0,       0,       0,       0
12076872  ,    179586,  158469,  158469,  158469,     3.1,     2.7,     3.6,     4.2,   125.1,   126.1,   71.1,  0.00513,      1,     120,     120,       0,    8120
12264007  ,    181975,  181975,  181975,  181975,     2.7,     2.7,     3.5,     4.0,     6.6,    10.5,   72.1,  0.00506,      0,       0,       0,       0,       0
12433724  ,    180335,  180335,  180335,  180335,     2.8,     2.7,     3.6,     4.2,     8.3,    11.6,   73.1,  0.00499,      1,     110,     110,       0,    8114
12618471  ,    179591,  161970,  161970,  161970,     3.1,     2.7,     3.6,     4.2,   115.2,   116.9,   74.2,  0.00492,      0,       0,       0,       0,       0
12809779  ,    181090,  181090,  181090,  181090,     2.8,     2.7,     3.6,     4.0,     4.6,    12.7,   75.3,  0.00485,      0,       0,       0,       0,       0
12975590  ,    180594,  160610,  160610,  160610,     3.1,     2.7,     3.6,     4.3,   117.7,   119.1,   76.3,  0.00479,      1,     112,     112,       0,    8115
13161252  ,    179485,  179485,  179485,  179485,     2.8,     2.7,     3.6,     4.2,     7.2,    14.2,   77.3,  0.00472,      0,       0,       0,       0,       0
13327594  ,    181644,  161324,  161324,  161324,     3.1,     2.7,     3.5,     4.1,   119.5,   121.5,   78.4,  0.00466,      1,     113,     113,       0,    8112
13513931  ,    181021,  181021,  181021,  181021,     2.7,     2.7,     3.6,     4.1,     6.5,    14.0,   79.4,  0.00460,      0,       0,       0,       0,       0
13700526  ,    180964,  180964,  180964,  180964,     2.7,     2.7,     3.6,     4.1,     6.5,     9.0,   80.4,  0.00454,      0,       0,       0,       0,       0
13865828  ,    179652,  160107,  160107,  160107,     3.1,     2.7,     3.6,     4.2,   116.6,   117.8,   81.5,  0.00449,      1,     111,     111,       0,    8118
14051614  ,    180539,  180539,  180539,  180539,     2.8,     2.7,     3.5,     4.0,     4.6,    25.8,   82.5,  0.00443,      0,       0,       0,       0,       0
14215666  ,    177767,  158121,  158121,  158121,     3.1,     2.7,     3.7,     4.8,   117.6,   119.0,   83.5,  0.00437,      1,     112,     112,       0,    8115
14399124  ,    178301,  178301,  178301,  178301,     2.8,     2.7,     3.7,     4.2,     9.3,    17.1,   84.5,  0.00432,      0,       0,       0,       0,       0
14569783  ,    179648,  179648,  179648,  179648,     2.8,     2.7,     3.6,     4.2,     7.5,    10.4,   85.5,  0.00427,      1,     119,     119,       0,    8112
14753929  ,    179085,  159955,  159955,  159955,     3.1,     2.7,     3.6,     4.3,   126.2,   128.2,   86.6,  0.00422,      0,       0,       0,       0,       0
14940645  ,    181978,  181137,  181137,  181137,     2.7,     2.7,     3.5,     4.0,     7.2,     8.7,   87.7,  0.00417,      0,       0,       0,       0,       0
15102715  ,    179326,  157355,  157355,  157355,     3.2,     2.7,     3.6,     4.3,   129.8,   131.5,   88.7,  0.00412,      1,     123,     123,       0,    8125
15287366  ,    179283,  179283,  179283,  179283,     2.8,     2.7,     3.6,     4.2,     9.2,    30.3,   89.7,  0.00407,      0,       0,       0,       0,       0
15452370  ,    179333,  160111,  160111,  160111,     3.1,     2.7,     3.7,     4.6,   113.7,   116.3,   90.8,  0.00402,      1,     108,     108,       0,    8108
15637570  ,    179852,  179852,  179852,  179852,     2.8,     2.7,     3.5,     4.1,     8.4,    13.8,   91.8,  0.00398,      0,       0,       0,       0,       0
15823888  ,    180720,  180720,  180720,  180720,     2.8,     2.7,     3.6,     4.0,     6.8,     7.9,   92.8,  0.00393,      0,       0,       0,       0,       0
15987400  ,    179113,  158518,  158518,  158518,     3.1,     2.7,     3.6,     4.5,   122.4,   124.7,   93.9,  0.00389,      1,     117,     117,       0,    8115
16171669  ,    179171,  179171,  179171,  179171,     2.8,     2.7,     3.6,     4.2,     7.5,     8.5,   94.9,  0.00385,      0,       0,       0,       0,       0
16335682  ,    178836,  159132,  159132,  159132,     3.1,     2.7,     3.6,     4.2,   117.8,   120.1,   95.9,  0.00380,      1,     111,     111,       0,    8115
16521003  ,    180924,  180221,  180221,  180221,     2.8,     2.7,     3.6,     4.1,     6.2,     7.5,   96.9,  0.00376,      0,       0,       0,       0,       0
16706771  ,    179380,  179380,  179380,  179380,     2.8,     2.7,     3.5,     4.2,     8.2,    10.1,   98.0,  0.00372,      1,     122,     122,       0,    8115
16889104  ,    176644,  157793,  157793,  157793,     3.2,     2.7,     3.7,     4.9,   127.1,   128.9,   99.1,  0.00369,      0,       0,       0,       0,       0
17073694  ,    179125,  179125,  179125,  179125,     2.8,     2.7,     3.6,     4.1,     7.4,    18.2,  100.2,  0.00365,      0,       0,       0,       0,       0
17234312  ,    174359,  155107,  155107,  155107,     3.2,     2.7,     3.7,     6.7,   120.0,   128.4,  101.2,  0.00361,      1,     114,     114,       0,    8112
17418380  ,    178787,  178787,  178787,  178787,     2.8,     2.7,     3.6,     4.2,     7.1,    13.0,  102.2,  0.00358,      0,       0,       0,       0,       0
17580976  ,    178253,  157102,  157102,  157102,     3.2,     2.7,     3.6,     5.2,   126.4,   128.6,  103.3,  0.00355,      1,     121,     121,       0,    8115
17766007  ,    179720,  179720,  179720,  179720,     2.8,     2.7,     3.6,     4.3,     6.7,     8.0,  104.3,  0.00351,      0,       0,       0,       0,       0
17949929  ,    178363,  178363,  178363,  178363,     2.8,     2.7,     3.6,     4.3,    21.8,    29.0,  105.3,  0.00348,      0,       0,       0,       0,       0
18111145  ,    176368,  155631,  155631,  155631,     3.2,     2.7,     3.7,     6.7,   125.0,   126.2,  106.4,  0.00344,      1,     120,     120,       0,    8118
18294676  ,    178372,  178372,  178372,  178372,     2.8,     2.7,     3.6,     4.3,     7.0,     8.1,  107.4,  0.00341,      0,       0,       0,       0,       0
18459965  ,    177050,  158804,  158804,  158804,     3.1,     2.7,     3.7,     6.5,   111.1,   113.5,  108.4,  0.00338,      1,     106,     106,       0,    8115
18644711  ,    179628,  179628,  179628,  179628,     2.8,     2.7,     3.6,     4.5,     8.4,    10.7,  109.5,  0.00335,      0,       0,       0,       0,       0
18828074  ,    177892,  177892,  177892,  177892,     2.8,     2.7,     3.6,     6.1,     8.0,    12.2,  110.5,  0.00332,      0,       0,       0,       0,       0
18991898  ,    177586,  158916,  158916,  158916,     3.1,     2.7,     3.7,     6.1,   111.4,   113.1,  111.5,  0.00329,      1,     107,     107,       0,    8115
19171750  ,    174731,  174731,  174731,  174731,     2.8,     2.7,     3.7,     5.3,    16.2,    23.7,  112.6,  0.00326,      0,       0,       0,       0,       0
19328615  ,    175345,  152186,  152186,  152186,     3.3,     2.7,     3.7,     6.7,   139.3,   140.8,  113.6,  0.00323,      1,     134,     134,       0,    8118
19512954  ,    179349,  179349,  179349,  179349,     2.8,     2.7,     3.6,     4.2,    11.9,    13.7,  114.6,  0.00321,      0,       0,       0,       0,       0
19695443  ,    177026,  177026,  177026,  177026,     2.8,     2.7,     3.6,     4.4,    11.4,    23.5,  115.6,  0.00318,      0,       0,       0,       0,       0
19857737  ,    180269,  157295,  157295,  157295,     3.2,     2.7,     3.6,     4.3,   135.1,   137.1,  116.7,  0.00315,      1,     129,     129,       0,    8115
20042185  ,    179357,  179357,  179357,  179357,     2.8,     2.7,     3.5,     4.2,    13.2,    14.6,  117.7,  0.00312,      0,       0,       0,       0,       0
20204901  ,    178944,  157709,  157709,  157709,     3.2,     2.7,     3.6,     4.4,   125.5,   128.0,  118.7,  0.00310,      1,     120,     120,       0,    8108
20389105  ,    178891,  178891,  178891,  178891,     2.8,     2.7,     3.6,     4.3,     6.8,    21.5,  119.8,  0.00307,      0,       0,       0,       0,       0
20552511  ,    177992,  177992,  177992,  177992,     2.8,     2.7,     3.6,     4.3,    15.6,    18.2,  120.7,  0.00304,      1,     120,     120,       0,    8118
20740188  ,    179401,  160558,  160558,  160558,     3.1,     2.7,     3.6,     4.1,   126.0,   127.8,  121.9,  0.00302,      0,       0,       0,       0,       0
20923916  ,    178127,  178127,  178127,  178127,     2.8,     2.7,     3.6,     4.3,    24.0,    29.7,  122.9,  0.00299,      0,       0,       0,       0,       0
21088837  ,    179473,  160003,  160003,  160003,     3.1,     2.7,     3.6,     4.3,   114.9,   117.1,  123.9,  0.00297,      1,     110,     110,       0,    8115
21273071  ,    178858,  178858,  178858,  178858,     2.8,     2.7,     3.6,     4.2,     7.6,     9.3,  124.9,  0.00294,      0,       0,       0,       0,       0
21434836  ,    175905,  156954,  156954,  156954,     3.2,     2.7,     3.7,     6.4,   114.7,   116.1,  126.0,  0.00292,      1,     109,     109,       0,    8115
21616801  ,    176802,  176802,  176802,  176802,     2.8,     2.7,     3.6,     4.4,    18.1,    27.2,  127.0,  0.00290,      0,       0,       0,       0,       0
21801772  ,    179418,  179418,  179418,  179418,     2.8,     2.7,     3.6,     4.3,    18.8,    22.5,  128.0,  0.00287,      0,       0,       0,       0,       0
21965414  ,    178592,  157910,  157910,  157910,     3.2,     2.7,     3.7,     5.1,   123.6,   125.2,  129.1,  0.00285,      1,     118,     118,       0,    8115
22149580  ,    179104,  179104,  179104,  179104,     2.8,     2.7,     3.6,     4.2,     8.3,    10.0,  130.1,  0.00283,      0,       0,       0,       0,       0
22314715  ,    178694,  159300,  159300,  159300,     3.1,     2.7,     3.6,     4.6,   115.3,   116.7,  131.1,  0.00280,      1,     110,     110,       0,    8116
22495066  ,    175323,  175323,  175323,  175323,     2.8,     2.7,     3.7,     6.2,    22.5,    27.5,  132.2,  0.00278,      0,       0,       0,       0,       0
22677680  ,    177307,  177307,  177307,  177307,     2.8,     2.7,     3.7,     4.7,     8.0,    14.0,  133.2,  0.00276,      0,       0,       0,       0,       0
22842394  ,    179503,  159893,  159893,  159893,     3.1,     2.7,     3.6,     4.8,   116.4,   118.8,  134.2,  0.00274,      1,     111,     111,       0,    8108
23025960  ,    178278,  178278,  178278,  178278,     2.8,     2.7,     3.6,     4.4,     8.3,    16.8,  135.3,  0.00272,      0,       0,       0,       0,       0
23190304  ,    177773,  158765,  158765,  158765,     3.1,     2.7,     3.7,     7.0,   114.5,   119.4,  136.3,  0.00270,      1,     110,     110,       0,    8121
23376070  ,    180648,  180648,  180648,  180648,     2.8,     2.7,     3.5,     4.4,     7.6,     8.9,  137.3,  0.00268,      0,       0,       0,       0,       0
23542055  ,    178337,  178337,  178337,  178337,     2.8,     2.7,     3.6,     4.8,     8.0,    20.2,  138.3,  0.00266,      1,     108,     108,       0,    8108
23723865  ,    176325,  159156,  159156,  159156,     3.1,     2.7,     3.7,     6.7,   114.4,   116.2,  139.4,  0.00264,      0,       0,       0,       0,       0
23906128  ,    176836,  176836,  176836,  176836,     2.8,     2.7,     3.6,     4.4,    17.6,    18.7,  140.4,  0.00263,      0,       0,       0,       0,       0
24070330  ,    179439,  159197,  159197,  159197,     3.1,     2.7,     3.7,     4.4,   120.1,   122.7,  141.5,  0.00261,      1,     114,     114,       0,    8122
24250897  ,    175592,  175592,  175592,  175592,     2.8,     2.7,     3.7,     4.6,    14.5,    21.7,  142.5,  0.00259,      0,       0,       0,       0,       0
24415260  ,    181467,  159386,  159386,  159386,     3.1,     2.7,     3.6,     4.1,   129.7,   132.5,  143.5,  0.00257,      1,     124,     124,       0,    8115
24600785  ,    181161,  180308,  180308,  180308,     2.8,     2.7,     3.6,     4.1,     7.5,     9.4,  144.5,  0.00256,      0,       0,       0,       0,       0
24785090  ,    177858,  177858,  177858,  177858,     2.8,     2.7,     3.6,     4.5,    19.9,    23.0,  145.6,  0.00254,      0,       0,       0,       0,       0
24948891  ,    179371,  158775,  158775,  158775,     3.1,     2.7,     3.6,     4.4,   121.4,   123.1,  146.6,  0.00252,      1,     116,     116,       0,    8118
25132063  ,    178139,  178139,  178139,  178139,     2.8,     2.7,     3.5,     4.1,    21.2,    23.5,  147.6,  0.00250,      0,       0,       0,       0,       0
25298915  ,    181481,  161839,  161839,  161839,     3.1,     2.7,     3.5,     4.2,   115.0,   116.9,  148.7,  0.00249,      1,     110,     110,       0,    8115
25484192  ,    180008,  180008,  180008,  180008,     2.8,     2.7,     3.6,     4.1,     6.9,     8.4,  149.7,  0.00247,      0,       0,       0,       0,       0
25671271  ,    181236,  181236,  181236,  181236,     2.7,     2.7,     3.5,     4.0,     7.1,     8.5,  150.7,  0.00245,      0,       0,       0,       0,       0
25832524  ,    176792,  156399,  156399,  156399,     3.2,     2.7,     3.6,     4.4,   122.3,   123.7,  151.8,  0.00244,      1,     118,     118,       0,    8108
26017095  ,    179443,  179443,  179443,  179443,     2.8,     2.7,     3.5,     4.1,    16.3,    30.1,  152.8,  0.00242,      0,       0,       0,       0,       0
26181712  ,    180224,  159396,  159396,  159396,     3.1,     2.7,     3.6,     4.3,   122.7,   126.1,  153.8,  0.00241,      1,     116,     116,       0,    8112
26365266  ,    178480,  178480,  178480,  178480,     2.8,     2.7,     3.6,     4.5,    14.5,    17.0,  154.9,  0.00239,      0,       0,       0,       0,       0
26532490  ,    175070,  175070,  175070,  175070,     2.8,     2.7,     3.6,     4.6,    24.9,    25.7,  155.8,  0.00238,      1,     112,     112,       0,    8118
26718020  ,    180387,  162353,  162353,  162353,     3.1,     2.7,     3.6,     4.2,   117.7,   119.5,  157.0,  0.00236,      0,       0,       0,       0,       0
26905348  ,    181504,  181504,  181504,  181504,     2.7,     2.7,     3.6,     4.1,     7.7,     9.1,  158.0,  0.00235,      0,       0,       0,       0,       0
27072020  ,    179685,  161453,  161453,  161453,     3.1,     2.7,     3.5,     4.2,   107.9,   109.6,  159.0,  0.00234,      1,     103,     103,       0,    8118
27257619  ,    180499,  180499,  180499,  180499,     2.8,     2.7,     3.6,     4.2,     8.4,    12.3,  160.0,  0.00232,      0,       0,       0,       0,       0
27425697  ,    181247,  162833,  162833,  162833,     3.1,     2.7,     3.6,     4.2,   108.3,   110.3,  161.1,  0.00231,      1,     103,     103,       0,    8115
27613236  ,    180633,  180633,  180633,  180633,     2.8,     2.7,     3.6,     4.1,     7.1,     8.7,  162.1,  0.00229,      0,       0,       0,       0,       0
27799222  ,    180181,  180181,  180181,  180181,     2.8,     2.7,     3.6,     4.1,     7.0,    19.0,  163.1,  0.00228,      0,       0,       0,       0,       0
27964835  ,    181270,  160634,  160634,  160634,     3.1,     2.7,     3.5,     4.3,   120.6,   122.4,  164.2,  0.00227,      1,     116,     116,       0,    8122
28151871  ,    179739,  179739,  179739,  179739,     2.8,     2.7,     3.6,     4.3,     7.9,     9.0,  165.2,  0.00225,      0,       0,       0,       0,       0
28316928  ,    180291,  160164,  160164,  160164,     3.1,     2.7,     3.6,     4.3,   118.5,   120.2,  166.3,  0.00224,      1,     113,     113,       0,    8102
28503114  ,    180983,  180983,  180983,  180983,     2.7,     2.7,     3.5,     4.0,     8.6,    16.9,  167.3,  0.00222,      0,       0,       0,       0,       0
28668916  ,    178686,  178686,  178686,  178686,     2.8,     2.7,     3.7,     4.4,     7.8,    13.1,  168.2,  0.00221,      1,     109,     109,       0,    8115
28854386  ,    180330,  162939,  162939,  162939,     3.1,     2.7,     3.6,     4.3,   113.4,   115.1,  169.3,  0.00220,      0,       0,       0,       0,       0
29040661  ,    180797,  180797,  180797,  180797,     2.8,     2.7,     3.6,     4.2,     7.9,     8.6,  170.4,  0.00219,      0,       0,       0,       0,       0
29205016  ,    179987,  159490,  159490,  159490,     3.1,     2.7,     3.6,     4.4,   120.8,   123.2,  171.4,  0.00217,      1,     116,     116,       0,    8118
29390070  ,    179809,  179809,  179809,  179809,     2.8,     2.7,     3.6,     4.2,     8.0,     9.1,  172.4,  0.00216,      0,       0,       0,       0,       0
29554022  ,    178525,  158861,  158861,  158861,     3.1,     2.7,     3.6,     4.4,   117.4,   119.1,  173.5,  0.00215,      1,     112,     112,       0,    8118
29738102  ,    178955,  178955,  178955,  178955,     2.8,     2.7,     3.6,     4.3,    10.9,    12.0,  174.5,  0.00213,      0,       0,       0,       0,       0
29923713  ,    179994,  179994,  179994,  179994,     2.8,     2.7,     3.6,     4.2,    10.5,    13.2,  175.5,  0.00212,      0,       0,       0,       0,       0
30085943  ,    178224,  157446,  157446,  157446,     3.2,     2.7,     3.6,     6.8,   123.3,   137.8,  176.6,  0.00211,      1,     116,     116,       0,    8115
