Warming up READ with 50000 iterations...
INFO  22:51:29 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
Connected to cluster: cstar_perf TOWHRLAN5U
Datatacenter: datacenter1; Host: cassandra/172.31.3.64; Rack: rack1
INFO  22:51:29 New Cassandra host cassandra/172.31.3.64:9042 added
Sleeping 2s...
Running READ with 500 threads for 150000000 iteration
total ops , adj row/s,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr,  gc: #,  max ms,  sum ms,  sdv ms,      mb
74789770  ,    180068,  180068,  180068,  180068,     2.8,     2.7,     3.5,     4.1,    10.6,    12.9,  438.6,  0.00103,      0,       0,       0,       0,       0
74954841  ,    176845,  158773,  158773,  158773,     3.1,     2.7,     3.7,     6.7,   109.0,   110.2,  439.6,  0.00103,      1,     104,     104,       0,    8092
75140940  ,    180835,  180835,  180835,  180835,     2.8,     2.7,     3.6,     4.1,     7.1,     8.7,  440.6,  0.00103,      0,       0,       0,       0,       0
75326896  ,    179511,  179511,  179511,  179511,     2.8,     2.7,     3.6,     4.3,     7.0,    11.9,  441.7,  0.00103,      0,       0,       0,       0,       0
75491714  ,    178266,  159880,  159880,  159880,     3.1,     2.7,     3.7,     5.1,   109.4,   111.7,  442.7,  0.00102,      1,     105,     105,       0,    8132
75675724  ,    178952,  178952,  178952,  178952,     2.8,     2.7,     3.6,     4.5,     8.3,     9.5,  443.7,  0.00102,      0,       0,       0,       0,       0
75842246  ,    180757,  161637,  161637,  161637,     3.1,     2.7,     3.6,     4.5,   112.4,   114.3,  444.8,  0.00102,      1,     107,     107,       0,    8115
76026047  ,    178695,  178695,  178695,  178695,     2.8,     2.7,     3.6,     4.2,    10.1,    43.5,  445.8,  0.00102,      0,       0,       0,       0,       0
76209826  ,    178273,  178273,  178273,  178273,     2.8,     2.7,     3.6,     4.4,    13.8,    23.0,  446.8,  0.00101,      0,       0,       0,       0,       0
76375202  ,    179047,  160160,  160160,  160160,     3.1,     2.7,     3.7,     4.7,   112.0,   113.5,  447.8,  0.00101,      1,     106,     106,       0,    8115
76560928  ,    180455,  180455,  180455,  180455,     2.8,     2.7,     3.6,     4.0,     8.6,    10.2,  448.9,  0.00101,      0,       0,       0,       0,       0
76724797  ,    176587,  158930,  158930,  158930,     3.1,     2.7,     3.6,     5.0,   106.1,   108.0,  449.9,  0.00101,      1,     101,     101,       0,    8115
76909597  ,    179469,  179469,  179469,  179469,     2.8,     2.6,     3.4,     3.9,    29.1,    31.5,  450.9,  0.00101,      0,       0,       0,       0,       0
77083683  ,    182318,  180203,  180203,  180203,     2.8,     2.7,     3.5,     4.0,    13.7,    14.8,  451.9,  0.00100,      1,     101,     101,       0,    8115
77268730  ,    179646,  163343,  163343,  163343,     3.0,     2.7,     3.6,     4.3,   106.8,   108.9,  453.0,  0.00100,      0,       0,       0,       0,       0
77456172  ,    181815,  181815,  181815,  181815,     2.7,     2.7,     3.5,     4.0,     4.8,    13.3,  454.1,  0.00100,      0,       0,       0,       0,       0
77621448  ,    178817,  160289,  160289,  160289,     3.1,     2.7,     3.6,     4.3,   110.5,   112.0,  455.1,  0.00100,      1,     105,     105,       0,    8115
77806499  ,    179436,  179436,  179436,  179436,     2.8,     2.7,     3.6,     4.1,    13.4,    17.2,  456.1,  0.00100,      0,       0,       0,       0,       0
77975093  ,    182870,  163536,  163536,  163536,     3.0,     2.7,     3.5,     4.1,   112.8,   113.7,  457.2,  0.00099,      1,     107,     107,       0,    8115
78160483  ,    180245,  180245,  180245,  180245,     2.8,     2.7,     3.6,     4.2,    10.3,    20.4,  458.2,  0.00099,      0,       0,       0,       0,       0
78349307  ,    182955,  182955,  182955,  182955,     2.7,     2.7,     3.5,     3.9,     4.5,    11.7,  459.2,  0.00099,      0,       0,       0,       0,       0
78516407  ,    180195,  162023,  162023,  162023,     3.1,     2.7,     3.6,     4.2,   106.6,   108.1,  460.2,  0.00099,      1,     101,     101,       0,    8115
78704288  ,    182293,  182293,  182293,  182293,     2.7,     2.7,     3.5,     4.0,     4.5,     5.7,  461.3,  0.00099,      0,       0,       0,       0,       0
78871567  ,    180543,  162232,  162232,  162232,     3.1,     2.7,     3.6,     4.2,   108.7,   110.8,  462.3,  0.00098,      1,     104,     104,       0,    8115
79059238  ,    182243,  182243,  182243,  182243,     2.7,     2.7,     3.5,     4.0,     4.6,    11.5,  463.3,  0.00098,      0,       0,       0,       0,       0
79226514  ,    180710,  162190,  162190,  162190,     3.1,     2.7,     3.6,     4.4,   109.1,   111.3,  464.4,  0.00098,      1,     104,     104,       0,    8115
79412483  ,    180684,  180684,  180684,  180684,     2.8,     2.7,     3.6,     4.0,     4.6,     6.4,  465.4,  0.00098,      0,       0,       0,       0,       0
79600523  ,    182322,  182322,  182322,  182322,     2.7,     2.7,     3.5,     4.0,     7.0,     8.2,  466.4,  0.00098,      0,       0,       0,       0,       0
79765557  ,    180081,  160044,  160044,  160044,     3.1,     2.7,     3.6,     4.3,   118.1,   120.4,  467.5,  0.00098,      1,     112,     112,       0,    8118
79953568  ,    182722,  182722,  182722,  182722,     2.7,     2.7,     3.5,     3.9,     4.4,     6.8,  468.5,  0.00097,      0,       0,       0,       0,       0
80118814  ,    178691,  160183,  160183,  160183,     3.1,     2.7,     3.7,     4.3,   111.5,   113.9,  469.5,  0.00097,      1,     105,     105,       0,    8118
80305810  ,    180977,  180977,  180977,  180977,     2.8,     2.7,     3.6,     4.1,     6.8,     8.1,  470.6,  0.00097,      0,       0,       0,       0,       0
80494134  ,    182620,  182620,  182620,  182620,     2.7,     2.7,     3.5,     3.9,     4.8,     6.1,  471.6,  0.00097,      0,       0,       0,       0,       0
80662491  ,    180850,  162897,  162897,  162897,     3.1,     2.7,     3.6,     4.3,   106.2,   107.6,  472.6,  0.00097,      1,     101,     101,       0,    8112
80849310  ,    182351,  181468,  181468,  181468,     2.7,     2.7,     3.5,     4.1,     7.3,     8.9,  473.7,  0.00096,      0,       0,       0,       0,       0
81017230  ,    180615,  162908,  162908,  162908,     3.1,     2.7,     3.6,     4.3,   104.8,   106.1,  474.7,  0.00096,      1,      99,      99,       0,    8112
81203472  ,    180777,  180777,  180777,  180777,     2.8,     2.7,     3.6,     4.2,     6.5,    16.1,  475.7,  0.00096,      0,       0,       0,       0,       0
81368448  ,    179804,  159898,  159898,  159898,     3.1,     2.7,     3.6,     4.2,   117.8,   119.6,  476.7,  0.00096,      1,     112,     112,       0,    8105
81555424  ,    181819,  181819,  181819,  181819,     2.7,     2.7,     3.5,     4.1,     6.8,     7.9,  477.8,  0.00096,      0,       0,       0,       0,       0
81742709  ,    181059,  181059,  181059,  181059,     2.7,     2.7,     3.5,     4.0,     6.8,    10.4,  478.8,  0.00096,      0,       0,       0,       0,       0
81909486  ,    179251,  160885,  160885,  160885,     3.1,     2.7,     3.6,     4.8,   109.6,   111.6,  479.8,  0.00095,      1,     104,     104,       0,    8125
82095919  ,    181290,  181290,  181290,  181290,     2.7,     2.7,     3.5,     4.0,     9.2,    11.0,  480.9,  0.00095,      0,       0,       0,       0,       0
82265330  ,    182971,  164275,  164275,  164275,     3.0,     2.7,     3.5,     4.1,   108.3,   110.6,  481.9,  0.00095,      1,     103,     103,       0,    8115
82448813  ,    178033,  178033,  178033,  178033,     2.8,     2.7,     3.7,     4.5,    12.3,    29.7,  482.9,  0.00095,      0,       0,       0,       0,       0
82636623  ,    182081,  182081,  182081,  182081,     2.7,     2.7,     3.5,     4.0,     6.7,     7.6,  484.0,  0.00095,      0,       0,       0,       0,       0
82805107  ,    181150,  163213,  163213,  163213,     3.1,     2.7,     3.6,     4.2,   105.6,   108.0,  485.0,  0.00095,      1,     100,     100,       0,    8115
82990609  ,    180346,  180346,  180346,  180346,     2.8,     2.7,     3.6,     4.1,     8.0,    10.9,  486.0,  0.00094,      0,       0,       0,       0,       0
83158085  ,    179151,  162095,  162095,  162095,     3.1,     2.7,     3.7,     4.7,   102.5,   104.2,  487.1,  0.00094,      1,      96,      96,       0,    8112
83344165  ,    180775,  180775,  180775,  180775,     2.8,     2.7,     3.6,     4.1,     9.4,    11.3,  488.1,  0.00094,      0,       0,       0,       0,       0
83510300  ,    179536,  161125,  161125,  161125,     3.1,     2.7,     3.6,     4.3,   109.7,   111.7,  489.1,  0.00094,      1,     104,     104,       0,    8119
83694523  ,    179049,  179049,  179049,  179049,     2.8,     2.7,     3.7,     4.3,     9.3,    26.4,  490.1,  0.00094,      0,       0,       0,       0,       0
83880115  ,    179871,  179871,  179871,  179871,     2.8,     2.7,     3.6,     4.3,     7.4,    10.3,  491.2,  0.00093,      0,       0,       0,       0,       0
84047303  ,    181532,  162242,  162242,  162242,     3.1,     2.7,     3.6,     4.1,   112.6,   113.6,  492.2,  0.00093,      1,     107,     107,       0,    8115
84232163  ,    179819,  179819,  179819,  179819,     2.8,     2.7,     3.6,     4.3,     8.1,    30.0,  493.2,  0.00093,      0,       0,       0,       0,       0
84381170  ,    176528,  144484,  144484,  144484,     3.4,     2.7,     3.8,     6.6,   190.7,   191.9,  494.3,  0.00093,      1,     110,     110,       0,    8112
84565324  ,    179136,  179136,  179136,  179136,     2.8,     2.7,     3.6,     4.4,     8.2,     9.4,  495.3,  0.00093,      0,       0,       0,       0,       0
84627536  ,    180886,  180886,  180886,  180886,     2.8,     2.7,     3.5,     4.1,     4.5,     6.0,  495.6,  0.00092,      0,       0,       0,       0,       0
84792433  ,    161709,   44786,   44786,   44786,    11.1,     2.7,     3.7,     6.7,  2666.7,  2668.8,  499.3,  0.00092,      1,      91,      91,       0,    8124
84977104  ,    179327,  179327,  179327,  179327,     2.8,     2.7,     3.6,     4.3,     7.1,    97.1,  500.4,  0.00094,      0,       0,       0,       0,       0
85162106  ,    179199,  179199,  179199,  179199,     2.8,     2.7,     3.7,     4.5,     7.5,     9.3,  501.4,  0.00094,      0,       0,       0,       0,       0
85327328  ,    178517,  160242,  160242,  160242,     3.1,     2.7,     3.7,     4.6,   109.3,   110.6,  502.4,  0.00094,      1,     104,     104,       0,    8118
85511696  ,    179013,  179013,  179013,  179013,     2.8,     2.7,     3.7,     4.4,     7.4,     9.2,  503.4,  0.00094,      0,       0,       0,       0,       0
85674756  ,    177038,  158099,  158099,  158099,     3.1,     2.7,     3.8,     6.1,   114.0,   115.0,  504.5,  0.00094,      1,     109,     109,       0,    8115
85856289  ,    176597,  176597,  176597,  176597,     2.8,     2.7,     3.7,     4.8,    22.2,    34.9,  505.5,  0.00093,      0,       0,       0,       0,       0
86039931  ,    178244,  178244,  178244,  178244,     2.8,     2.7,     3.7,     4.6,     8.1,    13.6,  506.5,  0.00093,      0,       0,       0,       0,       0
86205137  ,    178714,  160380,  160380,  160380,     3.1,     2.7,     3.7,     4.5,   109.4,   111.7,  507.6,  0.00093,      1,     105,     105,       0,    8108
86387110  ,    177005,  177005,  177005,  177005,     2.8,     2.7,     3.7,     5.0,    10.0,    11.1,  508.6,  0.00093,      0,       0,       0,       0,       0
86554210  ,    178583,  162121,  162121,  162121,     3.1,     2.7,     3.7,     4.5,    98.1,   100.2,  509.6,  0.00093,      2,   14776,   14869,    7342,    8418
86739661  ,    180308,  180308,  180308,  180308,     2.8,     2.7,     3.5,     4.1,     9.3,    16.4,  510.7,  0.00093,      0,       0,       0,       0,       0
86923602  ,    178538,  178538,  178538,  178538,     2.8,     2.7,     3.6,     4.4,     9.0,    11.5,  511.7,  0.00092,      0,       0,       0,       0,       0
87090362  ,    179985,  161713,  161713,  161713,     3.1,     2.7,     3.6,     4.7,   108.5,   110.5,  512.7,  0.00092,      1,     102,     102,       0,    8105
87275532  ,    179033,  179033,  179033,  179033,     2.8,     2.7,     3.6,     4.8,     7.8,     9.2,  513.8,  0.00092,      0,       0,       0,       0,       0
87443076  ,    180671,  162405,  162405,  162405,     3.1,     2.7,     3.6,     4.5,   107.4,   108.8,  514.8,  0.00092,      1,     102,     102,       0,    8115
87627531  ,    178526,  178526,  178526,  178526,     2.8,     2.7,     3.7,     4.6,     7.5,    10.8,  515.8,  0.00092,      0,       0,       0,       0,       0
87792841  ,    177895,  159359,  159359,  159359,     3.1,     2.7,     3.6,     7.0,   111.0,   113.6,  516.9,  0.00092,      1,     106,     106,       0,    8115
87977978  ,    180028,  180028,  180028,  180028,     2.8,     2.7,     3.5,     4.2,    10.5,    12.5,  517.9,  0.00091,      0,       0,       0,       0,       0
88166187  ,    183607,  182664,  182664,  182664,     2.7,     2.7,     3.5,     3.9,     7.8,     9.6,  518.9,  0.00091,      0,       0,       0,       0,       0
88332168  ,    180035,  160824,  160824,  160824,     3.1,     2.7,     3.6,     4.4,   113.6,   115.8,  519.9,  0.00091,      1,     109,     109,       0,    8122
88516729  ,    179160,  179160,  179160,  179160,     2.8,     2.7,     3.6,     4.2,     8.2,    10.7,  521.0,  0.00091,      0,       0,       0,       0,       0
88683165  ,    179277,  161466,  161466,  161466,     3.1,     2.7,     3.6,     4.2,   106.5,   107.4,  522.0,  0.00091,      1,     100,     100,       0,    8118
88868129  ,    179836,  179836,  179836,  179836,     2.8,     2.7,     3.6,     4.2,     7.1,     9.2,  523.0,  0.00091,      0,       0,       0,       0,       0
89055352  ,    181497,  181497,  181497,  181497,     2.7,     2.7,     3.5,     4.0,     6.6,     9.7,  524.1,  0.00090,      0,       0,       0,       0,       0
89221323  ,    180704,  160936,  160936,  160936,     3.1,     2.7,     3.5,     4.4,   115.7,   117.3,  525.1,  0.00090,      1,     110,     110,       0,    8105
89406881  ,    180356,  180356,  180356,  180356,     2.8,     2.7,     3.6,     4.2,     6.8,     9.0,  526.1,  0.00090,      0,       0,       0,       0,       0
89575004  ,    180444,  163117,  163117,  163117,     3.1,     2.7,     3.6,     4.2,   103.0,   104.5,  527.2,  0.00090,      1,      96,      96,       0,    8118
89760109  ,    179192,  179192,  179192,  179192,     2.8,     2.7,     3.6,     4.3,     7.8,     9.0,  528.2,  0.00090,      0,       0,       0,       0,       0
89930440  ,    180819,  180819,  180819,  180819,     2.8,     2.7,     3.6,     4.3,     7.0,     7.9,  529.1,  0.00090,      0,       0,       0,       0,       0
90116418  ,    180665,  164656,  164656,  164656,     3.0,     2.7,     3.6,     4.4,   103.6,   105.2,  530.3,  0.00089,      1,      99,      99,       0,    8115
90302173  ,    180111,  180111,  180111,  180111,     2.8,     2.7,     3.6,     4.4,     7.2,     8.4,  531.3,  0.00089,      0,       0,       0,       0,       0
90469225  ,    178481,  161966,  161966,  161966,     3.1,     2.7,     3.6,     6.1,    99.0,   101.0,  532.3,  0.00089,      1,      94,      94,       0,    8115
90653244  ,    178918,  178918,  178918,  178918,     2.8,     2.7,     3.6,     4.4,     7.5,     9.0,  533.4,  0.00089,      0,       0,       0,       0,       0
90817705  ,    178602,  159504,  159504,  159504,     3.1,     2.7,     3.7,     4.8,   113.5,   115.2,  534.4,  0.00089,      1,     108,     108,       0,    8115
91000981  ,    178193,  178193,  178193,  178193,     2.8,     2.7,     3.6,     4.5,    11.2,    19.0,  535.4,  0.00089,      0,       0,       0,       0,       0
91185717  ,    179232,  179232,  179232,  179232,     2.8,     2.7,     3.6,     4.4,     9.8,    13.6,  536.4,  0.00088,      0,       0,       0,       0,       0
91353179  ,    179675,  162362,  162362,  162362,     3.1,     2.7,     3.6,     4.4,   102.4,   104.4,  537.5,  0.00088,      1,      97,      97,       0,    8115
91536454  ,    178072,  178072,  178072,  178072,     2.8,     2.7,     3.6,     4.1,    15.7,    17.2,  538.5,  0.00088,      0,       0,       0,       0,       0
91704116  ,    179836,  162610,  162610,  162610,     3.1,     2.7,     3.5,     4.2,   102.2,   104.2,  539.5,  0.00088,      1,      98,      98,       0,    8115
91890017  ,    182022,  180596,  180596,  180596,     2.8,     2.7,     3.5,     4.0,    10.6,    12.0,  540.6,  0.00088,      0,       0,       0,       0,       0
92070237  ,    180084,  180084,  180084,  180084,     2.8,     2.7,     3.6,     4.0,    12.6,    14.1,  541.6,  0.00088,      0,       0,       0,       0,       0
92254539  ,    178933,  163356,  163356,  163356,     3.0,     2.7,     3.6,     4.3,   101.5,   103.7,  542.7,  0.00087,      1,      97,      97,       0,    8115
92440481  ,    180387,  180387,  180387,  180387,     2.8,     2.7,     3.5,     4.0,    15.7,    16.7,  543.7,  0.00087,      0,       0,       0,       0,       0
92606368  ,    179440,  160791,  160791,  160791,     3.1,     2.7,     3.6,     4.4,   110.3,   111.9,  544.8,  0.00087,      1,     105,     105,       0,    8115
92795884  ,    184184,  184184,  184184,  184184,     2.7,     2.6,     3.5,     3.9,     4.5,     5.5,  545.8,  0.00087,      0,       0,       0,       0,       0
92963095  ,    181799,  162151,  162151,  162151,     3.1,     2.7,     3.5,     4.1,   114.4,   116.2,  546.8,  0.00087,      1,     108,     108,       0,    8115
93148046  ,    179717,  179717,  179717,  179717,     2.8,     2.7,     3.6,     4.0,    11.5,    12.5,  547.8,  0.00087,      0,       0,       0,       0,       0
93336180  ,    182614,  182614,  182614,  182614,     2.7,     2.7,     3.5,     3.9,     7.2,     9.3,  548.9,  0.00087,      0,       0,       0,       0,       0
93502880  ,    179994,  161749,  161749,  161749,     3.1,     2.7,     3.6,     4.2,   108.7,   110.2,  549.9,  0.00086,      1,     103,     103,       0,    8119
93689662  ,    181376,  181376,  181376,  181376,     2.7,     2.7,     3.5,     4.0,     6.4,     7.8,  550.9,  0.00086,      0,       0,       0,       0,       0
93854560  ,    181231,  159875,  159875,  159875,     3.1,     2.7,     3.6,     4.1,   124.9,   126.5,  552.0,  0.00086,      1,     121,     121,       0,    8108
94041850  ,    181968,  181968,  181968,  181968,     2.7,     2.7,     3.5,     4.0,     7.0,    11.1,  553.0,  0.00086,      0,       0,       0,       0,       0
94210401  ,    180444,  180444,  180444,  180444,     2.8,     2.7,     3.6,     4.1,     8.8,    14.1,  553.9,  0.00086,      0,       0,       0,       0,       0
94396083  ,    180477,  163781,  163781,  163781,     3.0,     2.7,     3.6,     4.3,   108.0,   110.0,  555.1,  0.00086,      1,     103,     103,       0,    8115
94582094  ,    180410,  180410,  180410,  180410,     2.8,     2.7,     3.6,     4.1,     6.2,     9.0,  556.1,  0.00086,      0,       0,       0,       0,       0
94749927  ,    180424,  162750,  162750,  162750,     3.1,     2.7,     3.6,     4.3,   103.9,   105.1,  557.1,  0.00085,      1,      99,      99,       0,    8108
94936433  ,    181125,  181125,  181125,  181125,     2.7,     2.7,     3.6,     4.1,     7.4,     8.9,  558.2,  0.00085,      0,       0,       0,       0,       0
95102434  ,    180295,  161059,  161059,  161059,     3.1,     2.7,     3.6,     4.4,   113.5,   115.7,  559.2,  0.00085,      1,     108,     108,       0,    8125
95288512  ,    180885,  180885,  180885,  180885,     2.7,     2.7,     3.6,     4.1,     6.8,     8.2,  560.2,  0.00085,      0,       0,       0,       0,       0
95475547  ,    181339,  181339,  181339,  181339,     2.7,     2.7,     3.6,     4.1,     7.3,    10.0,  561.2,  0.00085,      0,       0,       0,       0,       0
95645017  ,    180783,  163392,  163392,  163392,     3.0,     2.7,     3.6,     4.4,   104.1,   106.1,  562.3,  0.00085,      1,      99,      99,       0,    8108
95830826  ,    180524,  180524,  180524,  180524,     2.8,     2.7,     3.6,     4.1,     7.4,     8.7,  563.3,  0.00085,      0,       0,       0,       0,       0
95998684  ,    179650,  162559,  162559,  162559,     3.1,     2.7,     3.6,     4.5,   101.8,   104.2,  564.3,  0.00084,      1,      97,      97,       0,    8125
96182027  ,    178070,  178070,  178070,  178070,     2.8,     2.7,     3.7,     4.5,    10.5,    20.3,  565.4,  0.00084,      0,       0,       0,       0,       0
96351392  ,    178509,  178509,  178509,  178509,     2.8,     2.7,     3.6,     4.5,     7.8,     9.2,  566.3,  0.00084,      0,       0,       0,       0,       0
96536298  ,    179184,  162403,  162403,  162403,     3.1,     2.7,     3.6,     4.6,   110.4,   112.6,  567.5,  0.00084,      1,     105,     105,       0,    8112
96721154  ,    179257,  179257,  179257,  179257,     2.8,     2.7,     3.6,     4.4,    11.6,    22.2,  568.5,  0.00084,      0,       0,       0,       0,       0
96886687  ,    179175,  160238,  160238,  160238,     3.1,     2.7,     3.7,     4.8,   113.2,   115.6,  569.5,  0.00084,      1,     109,     109,       0,    8105
97072572  ,    178284,  178284,  178284,  178284,     2.8,     2.7,     3.6,     4.7,     9.0,    28.5,  570.6,  0.00084,      0,       0,       0,       0,       0
97236722  ,    177203,  159087,  159087,  159087,     3.1,     2.7,     3.7,     5.9,   108.8,   111.1,  571.6,  0.00083,      1,     103,     103,       0,    8131
97420110  ,    176808,  176808,  176808,  176808,     2.8,     2.7,     3.7,     5.0,    10.4,    11.8,  572.6,  0.00083,      0,       0,       0,       0,       0
97605091  ,    179483,  179483,  179483,  179483,     2.8,     2.7,     3.6,     4.2,     7.7,    26.3,  573.7,  0.00083,      0,       0,       0,       0,       0
97766067  ,    176175,  156263,  156263,  156263,     3.2,     2.7,     3.7,     6.8,   122.0,   124.4,  574.7,  0.00083,      1,     114,     114,       0,    8112
97949504  ,    178251,  178251,  178251,  178251,     2.8,     2.7,     3.6,     4.2,     8.8,    17.3,  575.7,  0.00083,      0,       0,       0,       0,       0
98108197  ,    173271,  153930,  153930,  153930,     3.2,     2.7,     3.6,     4.9,   119.0,   121.0,  576.8,  0.00083,      1,     113,     113,       0,    8115
98291793  ,    178514,  178514,  178514,  178514,     2.8,     2.7,     3.6,     4.3,    11.8,    41.0,  577.8,  0.00083,      0,       0,       0,       0,       0
98476002  ,    178756,  178756,  178756,  178756,     2.8,     2.7,     3.6,     4.5,     9.5,    17.4,  578.8,  0.00083,      0,       0,       0,       0,       0
98637851  ,    175186,  156818,  156818,  156818,     3.2,     2.7,     3.6,     4.3,   112.2,   113.4,  579.8,  0.00083,      1,     107,     107,       0,    8095
98821186  ,    178100,  178100,  178100,  178100,     2.8,     2.7,     3.6,     4.2,    13.5,    15.1,  580.9,  0.00083,      0,       0,       0,       0,       0
98987305  ,    180066,  161104,  161104,  161104,     3.1,     2.7,     3.5,     4.1,   111.5,   113.7,  581.9,  0.00082,      1,     107,     107,       0,    8138
99174193  ,    181512,  181512,  181512,  181512,     2.7,     2.7,     3.5,     4.0,     9.0,    11.2,  582.9,  0.00082,      0,       0,       0,       0,       0
99348327  ,    181290,  181290,  181290,  181290,     2.7,     2.7,     3.5,     3.9,     4.6,    28.1,  583.9,  0.00082,      0,       0,       0,       0,       0
99535249  ,    179484,  159850,  159850,  159850,     3.1,     2.7,     3.6,     4.5,   130.9,   143.3,  585.1,  0.00082,      1,     125,     125,       0,    8102
99721692  ,    180503,  180503,  180503,  180503,     2.8,     2.7,     3.6,     4.2,     8.2,    14.0,  586.1,  0.00082,      0,       0,       0,       0,       0
99886644  ,    180073,  160044,  160044,  160044,     3.1,     2.7,     3.6,     4.3,   118.6,   120.9,  587.1,  0.00082,      1,     111,     111,       0,    8121
100070983 ,    179138,  179138,  179138,  179138,     2.8,     2.7,     3.6,     4.2,    18.8,    23.4,  588.2,  0.00082,      0,       0,       0,       0,       0
100237159 ,    178959,  161150,  161150,  161150,     3.1,     2.7,     3.7,     4.4,   106.9,   108.5,  589.2,  0.00081,      1,     102,     102,       0,    8122
100423013 ,    180665,  180665,  180665,  180665,     2.8,     2.7,     3.6,     4.0,     7.1,    11.6,  590.2,  0.00081,      0,       0,       0,       0,       0
100609923 ,    181210,  181210,  181210,  181210,     2.7,     2.7,     3.5,     4.0,     7.2,    24.5,  591.3,  0.00081,      0,       0,       0,       0,       0
100776255 ,    179194,  160974,  160974,  160974,     3.1,     2.7,     3.7,     4.7,   108.2,   109.9,  592.3,  0.00081,      1,     102,     102,       0,    8108
100963339 ,    181833,  181833,  181833,  181833,     2.7,     2.7,     3.5,     4.0,     6.6,     8.4,  593.3,  0.00081,      0,       0,       0,       0,       0
101132446 ,    181635,  163575,  163575,  163575,     3.0,     2.7,     3.6,     4.2,   107.0,   108.2,  594.3,  0.00081,      1,     101,     101,       0,    8115
101318016 ,    181005,  181005,  181005,  181005,     2.7,     2.7,     3.5,     4.0,     7.0,    28.9,  595.4,  0.00081,      0,       0,       0,       0,       0
101489035 ,    179481,  179481,  179481,  179481,     2.8,     2.7,     3.6,     4.2,     7.5,    13.1,  596.3,  0.00081,      0,       0,       0,       0,       0
101674607 ,    180290,  164415,  164415,  164415,     3.0,     2.7,     3.6,     4.3,   103.8,   104.7,  597.5,  0.00080,      1,      98,      98,       0,    8115
101859230 ,    179045,  179045,  179045,  179045,     2.8,     2.7,     3.6,     4.4,     7.5,    10.8,  598.5,  0.00080,      0,       0,       0,       0,       0
102025153 ,    179661,  160934,  160934,  160934,     3.1,     2.7,     3.6,     4.5,   110.7,   112.7,  599.5,  0.00080,      1,     106,     106,       0,    8111
102209099 ,    178736,  178736,  178736,  178736,     2.8,     2.7,     3.7,     4.3,     7.1,     9.2,  600.5,  0.00080,      0,       0,       0,       0,       0
102374724 ,    178230,  160697,  160697,  160697,     3.1,     2.7,     3.6,     4.4,   105.0,   106.1,  601.6,  0.00080,      1,     100,     100,       0,    8118
102558499 ,    178727,  178727,  178727,  178727,     2.8,     2.7,     3.7,     4.3,     8.5,    10.4,  602.6,  0.00080,      0,       0,       0,       0,       0
102745498 ,    181288,  181288,  181288,  181288,     2.7,     2.7,     3.5,     4.2,     7.5,     9.0,  603.6,  0.00080,      0,       0,       0,       0,       0
102913562 ,    180170,  162991,  162991,  162991,     3.1,     2.7,     3.5,     4.5,   102.0,   104.2,  604.7,  0.00079,      1,      98,      98,       0,    8115
103098288 ,    179538,  179538,  179538,  179538,     2.8,     2.7,     3.6,     4.1,     7.9,    26.4,  605.7,  0.00079,      0,       0,       0,       0,       0
103264987 ,    180642,  161717,  161717,  161717,     3.1,     2.7,     3.6,     4.5,   111.7,   113.5,  606.7,  0.00079,      1,     107,     107,       0,    8118
103447637 ,    177412,  177412,  177412,  177412,     2.8,     2.7,     3.6,     5.3,    19.3,    23.3,  607.8,  0.00079,      0,       0,       0,       0,       0
103630120 ,    178524,  178524,  178524,  178524,     2.8,     2.7,     3.7,     4.7,     8.2,     9.5,  608.8,  0.00079,      0,       0,       0,       0,       0
103815535 ,    180054,  163118,  163118,  163118,     3.1,     2.7,     3.6,     6.1,   110.0,   111.6,  609.9,  0.00079,      1,     105,     105,       0,    8108
103998587 ,    177540,  177540,  177540,  177540,     2.8,     2.7,     3.7,     6.2,    14.0,    30.2,  610.9,  0.00079,      0,       0,       0,       0,       0
104165991 ,    180173,  162472,  162472,  162472,     3.1,     2.7,     3.6,     4.5,   105.4,   107.1,  612.0,  0.00079,      1,     100,     100,       0,    8125
104353189 ,    180601,  180601,  180601,  180601,     2.8,     2.7,     3.5,     5.9,     7.3,     8.3,  613.0,  0.00078,      0,       0,       0,       0,       0
104521039 ,    181257,  162641,  162641,  162641,     3.1,     2.7,     3.6,     4.7,   109.7,   111.1,  614.0,  0.00078,      1,     105,     105,       0,    8105
104705741 ,    179408,  179408,  179408,  179408,     2.8,     2.7,     3.6,     4.5,     8.1,    16.8,  615.1,  0.00078,      0,       0,       0,       0,       0
104889002 ,    177556,  177556,  177556,  177556,     2.8,     2.7,     3.7,     5.6,    14.9,    17.5,  616.1,  0.00078,      0,       0,       0,       0,       0
105053863 ,    177298,  159799,  159799,  159799,     3.1,     2.7,     3.6,     5.1,   105.9,   107.7,  617.1,  0.00078,      1,     100,     100,       0,    8118
105239215 ,    180111,  180111,  180111,  180111,     2.8,     2.7,     3.6,     4.2,    10.2,    11.9,  618.2,  0.00078,      0,       0,       0,       0,       0
105405797 ,    179745,  161600,  161600,  161600,     3.1,     2.7,     3.6,     4.3,   107.5,   108.9,  619.2,  0.00078,      1,     103,     103,       0,    8115
