Warming up READ with 50000 iterations...
INFO  22:18:38 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
Connected to cluster: cstar_perf TOWHRLAN5U
Datatacenter: datacenter1; Host: cassandra/172.31.3.64; Rack: rack1
INFO  22:18:38 New Cassandra host cassandra/172.31.3.64:9042 added
Sleeping 2s...
Running READ with 500 threads for 150000000 iteration
total ops , adj row/s,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr,  gc: #,  max ms,  sum ms,  sdv ms,      mb
54546032  ,    174987,  174987,  174987,  174987,     2.8,     2.7,     3.7,     4.6,     7.3,     8.8,  330.0,  0.00097,      0,       0,       0,       0,       0
54707681  ,    175163,  156775,  156775,  156775,     3.2,     2.7,     3.8,     4.9,   111.9,   113.0,  331.0,  0.00097,      1,     107,     107,       0,    8115
54886878  ,    173455,  173455,  173455,  173455,     2.9,     2.7,     3.9,     5.7,     7.2,     9.3,  332.1,  0.00096,      0,       0,       0,       0,       0
55047185  ,    173836,  155663,  155663,  155663,     3.2,     2.8,     3.8,     6.5,   111.7,   113.6,  333.1,  0.00096,      1,     107,     107,       0,    8116
55225830  ,    173624,  173624,  173624,  173624,     2.9,     2.8,     3.8,     4.4,     7.5,     9.1,  334.1,  0.00096,      0,       0,       0,       0,       0
55405337  ,    174126,  174126,  174126,  174126,     2.9,     2.8,     3.8,     4.7,     7.4,     8.8,  335.2,  0.00096,      0,       0,       0,       0,       0
55564967  ,    173121,  154802,  154802,  154802,     3.2,     2.8,     3.9,     6.2,   113.0,   114.5,  336.2,  0.00095,      1,     107,     107,       0,    8112
55741143  ,    171438,  171438,  171438,  171438,     2.9,     2.8,     3.8,     5.0,    11.0,    18.2,  337.2,  0.00095,      0,       0,       0,       0,       0
55900983  ,    174035,  155136,  155136,  155136,     3.2,     2.8,     3.7,     4.8,   115.0,   117.0,  338.3,  0.00095,      1,     111,     111,       0,    8119
56081411  ,    175544,  175544,  175544,  175544,     2.8,     2.7,     3.7,     4.4,     7.8,    11.6,  339.3,  0.00095,      0,       0,       0,       0,       0
56263064  ,    176371,  176371,  176371,  176371,     2.8,     2.7,     3.7,     4.3,     7.2,     8.0,  340.3,  0.00094,      0,       0,       0,       0,       0
56423501  ,    173888,  155725,  155725,  155725,     3.2,     2.8,     3.8,     5.0,   111.5,   113.0,  341.3,  0.00094,      1,     107,     107,       0,    8116
56604481  ,    176039,  176039,  176039,  176039,     2.8,     2.7,     3.7,     4.4,     6.9,     9.0,  342.4,  0.00094,      0,       0,       0,       0,       0
56764851  ,    172588,  154903,  154903,  154903,     3.2,     2.8,     3.9,     6.3,   109.6,   111.4,  343.4,  0.00094,      1,     105,     105,       0,    8116
56945277  ,    175370,  175370,  175370,  175370,     2.8,     2.7,     3.8,     4.7,     7.1,     8.1,  344.4,  0.00093,      0,       0,       0,       0,       0
57125345  ,    174447,  174447,  174447,  174447,     2.9,     2.8,     3.7,     4.4,     7.5,    14.4,  345.5,  0.00093,      0,       0,       0,       0,       0
57283876  ,    173052,  153914,  153914,  153914,     3.2,     2.7,     3.8,     7.0,   117.7,   121.3,  346.5,  0.00093,      1,     109,     109,       0,    8115
57462878  ,    174011,  174011,  174011,  174011,     2.9,     2.8,     3.8,     4.8,     7.5,    15.3,  347.5,  0.00093,      0,       0,       0,       0,       0
57620909  ,    172575,  153484,  153484,  153484,     3.2,     2.8,     3.8,     6.7,   116.7,   118.1,  348.6,  0.00092,      1,     111,     111,       0,    8116
57801465  ,    175582,  175582,  175582,  175582,     2.8,     2.7,     3.6,     4.3,    10.9,    12.7,  349.6,  0.00092,      0,       0,       0,       0,       0
57980237  ,    173486,  173486,  173486,  173486,     2.9,     2.8,     3.8,     4.4,    11.5,    15.7,  350.6,  0.00092,      0,       0,       0,       0,       0
58138663  ,    173755,  153671,  153671,  153671,     3.2,     2.8,     3.8,     4.6,   123.1,   124.5,  351.6,  0.00092,      1,     118,     118,       0,    8112
58318238  ,    174700,  174700,  174700,  174700,     2.8,     2.8,     3.7,     4.4,     7.0,     8.5,  352.7,  0.00091,      0,       0,       0,       0,       0
58480172  ,    176716,  157091,  157091,  157091,     3.2,     2.7,     3.7,     4.4,   117.7,   122.4,  353.7,  0.00091,      1,     113,     113,       0,    8126
58661277  ,    175805,  175805,  175805,  175805,     2.8,     2.8,     3.7,     4.3,     6.9,     8.9,  354.7,  0.00091,      0,       0,       0,       0,       0
58841585  ,    174901,  174901,  174901,  174901,     2.8,     2.7,     3.8,     4.5,     7.8,     9.0,  355.8,  0.00091,      0,       0,       0,       0,       0
59001393  ,    174396,  154760,  154760,  154760,     3.2,     2.8,     3.8,     4.9,   119.4,   120.9,  356.8,  0.00090,      1,     114,     114,       0,    8109
59182897  ,    176412,  176412,  176412,  176412,     2.8,     2.7,     3.6,     4.3,     7.3,    11.6,  357.8,  0.00090,      0,       0,       0,       0,       0
59344339  ,    174917,  156658,  156658,  156658,     3.2,     2.7,     3.7,     6.4,   110.9,   112.9,  358.9,  0.00090,      1,     107,     107,       0,    8115
59524354  ,    175005,  175005,  175005,  175005,     2.8,     2.7,     3.7,     4.2,     7.9,    12.4,  359.9,  0.00090,      0,       0,       0,       0,       0
59700838  ,    175733,  175733,  175733,  175733,     2.8,     2.7,     3.7,     4.4,     8.1,    10.1,  360.9,  0.00089,      1,     106,     106,       0,    8116
59880663  ,    174571,  158032,  158032,  158032,     3.2,     2.8,     3.8,     4.5,   111.1,   112.6,  362.0,  0.00089,      0,       0,       0,       0,       0
60061694  ,    175158,  175158,  175158,  175158,     2.8,     2.7,     3.7,     4.5,     8.0,    10.1,  363.1,  0.00089,      0,       0,       0,       0,       0
60221538  ,    172850,  155091,  155091,  155091,     3.2,     2.8,     3.8,     6.4,   109.2,   110.8,  364.1,  0.00089,      1,     103,     103,       0,    8116
60400780  ,    174220,  174220,  174220,  174220,     2.9,     2.8,     3.8,     4.7,     7.5,    10.2,  365.1,  0.00088,      0,       0,       0,       0,       0
60561121  ,    172805,  155505,  155505,  155505,     3.2,     2.8,     3.8,     6.7,   106.4,   108.1,  366.2,  0.00088,      1,     101,     101,       0,    8122
60740872  ,    174706,  174706,  174706,  174706,     2.8,     2.8,     3.7,     4.6,     7.5,    10.0,  367.2,  0.00088,      0,       0,       0,       0,       0
60920952  ,    173981,  173981,  173981,  173981,     2.9,     2.7,     3.8,     5.8,     7.7,    14.4,  368.2,  0.00088,      0,       0,       0,       0,       0
61082922  ,    174862,  157269,  157269,  157269,     3.2,     2.8,     3.8,     5.2,   107.0,   108.2,  369.2,  0.00087,      1,     102,     102,       0,    8112
61262019  ,    173986,  173986,  173986,  173986,     2.9,     2.8,     3.7,     4.7,     7.7,     9.6,  370.3,  0.00087,      0,       0,       0,       0,       0
61422851  ,    173656,  156132,  156132,  156132,     3.2,     2.8,     3.8,     6.3,   107.3,   109.4,  371.3,  0.00087,      1,     102,     102,       0,    8109
61600206  ,    172528,  172528,  172528,  172528,     2.9,     2.8,     3.8,     4.7,     8.0,    15.5,  372.3,  0.00087,      0,       0,       0,       0,       0
61779618  ,    174315,  174315,  174315,  174315,     2.9,     2.7,     3.8,     4.6,     8.0,    13.9,  373.4,  0.00087,      0,       0,       0,       0,       0
61939266  ,    172802,  155004,  155004,  155004,     3.2,     2.7,     3.8,     6.9,   109.6,   111.8,  374.4,  0.00086,      1,     105,     105,       0,    8116
62116744  ,    172413,  172413,  172413,  172413,     2.9,     2.8,     3.8,     5.0,     8.5,     9.6,  375.4,  0.00086,      0,       0,       0,       0,       0
62278945  ,    173983,  157134,  157134,  157134,     3.2,     2.8,     3.8,     4.8,   104.5,   106.6,  376.5,  0.00086,      1,      99,      99,       0,    8115
62458794  ,    174861,  174861,  174861,  174861,     2.8,     2.7,     3.7,     4.7,     7.5,    10.4,  377.5,  0.00086,      0,       0,       0,       0,       0
62639674  ,    174487,  174487,  174487,  174487,     2.9,     2.7,     3.7,     4.6,    13.3,    14.5,  378.5,  0.00085,      0,       0,       0,       0,       0
62800363  ,    174915,  155882,  155882,  155882,     3.2,     2.7,     3.8,     4.9,   115.5,   117.7,  379.6,  0.00085,      1,     109,     109,       0,    8122
62979318  ,    174126,  174126,  174126,  174126,     2.9,     2.8,     3.7,     4.4,    11.8,    13.1,  380.6,  0.00085,      0,       0,       0,       0,       0
63138876  ,    174414,  154971,  154971,  154971,     3.2,     2.7,     3.7,     4.5,   118.6,   120.3,  381.6,  0.00085,      1,     114,     114,       0,    8112
63318755  ,    174911,  174911,  174911,  174911,     2.8,     2.7,     3.7,     4.4,     8.8,    19.0,  382.6,  0.00085,      0,       0,       0,       0,       0
63499973  ,    175848,  175848,  175848,  175848,     2.8,     2.7,     3.7,     4.3,     7.9,    20.8,  383.7,  0.00084,      0,       0,       0,       0,       0
63661477  ,    175060,  156038,  156038,  156038,     3.2,     2.8,     3.7,     5.0,   116.5,   117.9,  384.7,  0.00084,      1,     110,     110,       0,    8115
63841584  ,    175116,  175116,  175116,  175116,     2.8,     2.7,     3.7,     4.4,     7.5,     8.8,  385.7,  0.00084,      0,       0,       0,       0,       0
64004135  ,    175279,  157731,  157731,  157731,     3.2,     2.8,     3.7,     4.4,   107.0,   108.4,  386.8,  0.00084,      1,     102,     102,       0,    8116
64184518  ,    174678,  174678,  174678,  174678,     2.9,     2.8,     3.7,     4.5,     8.3,    18.1,  387.8,  0.00083,      0,       0,       0,       0,       0
64365804  ,    164365,  164365,  164365,  164365,     3.0,     2.7,     3.8,     4.8,    75.0,    76.0,  388.9,  0.00083,      0,       0,       0,       0,       0
64524572  ,    171856,  153965,  153965,  153965,     3.2,     2.8,     3.8,     8.3,   111.3,   112.9,  389.9,  0.00084,      1,     103,     103,       0,    8116
64704991  ,    175568,  175568,  175568,  175568,     2.8,     2.7,     3.7,     4.4,     7.3,    12.3,  391.0,  0.00084,      0,       0,       0,       0,       0
64867702  ,    175334,  157944,  157944,  157944,     3.2,     2.7,     3.7,     4.3,   106.3,   109.0,  392.0,  0.00084,      1,     102,     102,       0,    8115
65048410  ,    175701,  175701,  175701,  175701,     2.8,     2.7,     3.7,     4.3,     6.9,     9.6,  393.0,  0.00084,      0,       0,       0,       0,       0
65222774  ,    174692,  174692,  174692,  174692,     2.8,     2.7,     3.7,     4.3,    13.6,    21.5,  394.0,  0.00084,      1,     104,     104,       0,    8116
65403837  ,    175919,  159309,  159309,  159309,     3.1,     2.8,     3.7,     4.4,   110.6,   112.0,  395.2,  0.00083,      0,       0,       0,       0,       0
65581379  ,    172344,  172344,  172344,  172344,     2.9,     2.7,     3.8,     4.5,    24.7,    26.7,  396.2,  0.00083,      0,       0,       0,       0,       0
65743233  ,    175915,  157094,  157094,  157094,     3.2,     2.7,     3.7,     4.5,   113.7,   115.0,  397.2,  0.00083,      1,     108,     108,       0,    8116
65924614  ,    176513,  176513,  176513,  176513,     2.8,     2.7,     3.7,     4.2,     7.1,     8.7,  398.2,  0.00083,      0,       0,       0,       0,       0
66086102  ,    174740,  156644,  156644,  156644,     3.2,     2.7,     3.8,     4.5,   110.9,   113.0,  399.3,  0.00083,      1,     105,     105,       0,    8116
66267091  ,    175961,  175961,  175961,  175961,     2.8,     2.7,     3.7,     4.3,     7.0,     7.7,  400.3,  0.00083,      0,       0,       0,       0,       0
66449323  ,    175338,  175338,  175338,  175338,     2.8,     2.8,     3.7,     4.4,     7.2,     8.2,  401.3,  0.00082,      0,       0,       0,       0,       0
66610753  ,    174892,  156369,  156369,  156369,     3.2,     2.8,     3.8,     4.5,   113.1,   114.7,  402.4,  0.00082,      1,     107,     107,       0,    8115
66787696  ,    172105,  172105,  172105,  172105,     2.9,     2.8,     3.8,     4.6,    10.3,    24.0,  403.4,  0.00082,      0,       0,       0,       0,       0
66943900  ,    176389,  151387,  151387,  151387,     3.3,     2.7,     3.7,     4.4,   149.7,   152.1,  404.4,  0.00082,      1,     144,     144,       0,    8116
67123535  ,    174853,  174853,  174853,  174853,     2.8,     2.8,     3.7,     4.4,     7.0,    12.4,  405.5,  0.00082,      0,       0,       0,       0,       0
67303582  ,    174657,  174657,  174657,  174657,     2.9,     2.8,     3.7,     4.3,     7.3,    14.5,  406.5,  0.00081,      0,       0,       0,       0,       0
67458908  ,    176127,  150676,  150676,  150676,     3.3,     2.7,     3.7,     4.4,   152.5,   154.8,  407.5,  0.00081,      1,     147,     147,       0,    8115
67638827  ,    175185,  175185,  175185,  175185,     2.8,     2.8,     3.7,     4.4,     7.0,     8.7,  408.5,  0.00081,      0,       0,       0,       0,       0
67790944  ,    173141,  147114,  147114,  147114,     3.4,     2.7,     3.8,     6.7,   159.5,   161.5,  409.6,  0.00081,      1,     154,     154,       0,    8116
67969076  ,    173364,  173364,  173364,  173364,     2.9,     2.8,     3.8,     4.6,     7.8,     9.0,  410.6,  0.00081,      0,       0,       0,       0,       0
68147769  ,    173385,  173385,  173385,  173385,     2.9,     2.8,     3.8,     4.4,     7.1,     8.7,  411.6,  0.00081,      0,       0,       0,       0,       0
68301340  ,    172526,  148972,  148972,  148972,     3.3,     2.8,     3.8,     6.0,   144.4,   146.5,  412.7,  0.00080,      1,     138,     138,       0,    8112
68481156  ,    174187,  174187,  174187,  174187,     2.9,     2.7,     3.8,     5.1,     7.7,    10.5,  413.7,  0.00080,      0,       0,       0,       0,       0
68634675  ,    172582,  148120,  148120,  148120,     3.4,     2.8,     3.9,     6.6,   151.2,   153.3,  414.7,  0.00080,      1,     145,     145,       0,    8122
68813869  ,    174335,  174335,  174335,  174335,     2.9,     2.8,     3.8,     4.6,     7.3,     9.4,  415.8,  0.00080,      0,       0,       0,       0,       0
68994396  ,    173703,  173703,  173703,  173703,     2.9,     2.7,     3.7,     5.2,    10.8,    29.2,  416.8,  0.00080,      0,       0,       0,       0,       0
69152007  ,    173911,  152735,  152735,  152735,     3.3,     2.8,     3.8,     6.3,   129.3,   130.7,  417.8,  0.00079,      1,     124,     124,       0,    8112
69330152  ,    173400,  173400,  173400,  173400,     2.9,     2.8,     3.8,     4.7,     7.5,    21.7,  418.9,  0.00079,      0,       0,       0,       0,       0
69490024  ,    175052,  154313,  154313,  154313,     3.2,     2.7,     3.8,     5.2,   126.1,   128.1,  419.9,  0.00079,      1,     121,     121,       0,    8116
69667219  ,    171531,  171531,  171531,  171531,     2.9,     2.8,     3.9,     6.6,     8.9,    32.9,  420.9,  0.00079,      0,       0,       0,       0,       0
69847152  ,    174693,  174693,  174693,  174693,     2.8,     2.7,     3.7,     4.6,     8.5,    10.2,  422.0,  0.00079,      0,       0,       0,       0,       0
70009437  ,    176205,  157349,  157349,  157349,     3.2,     2.7,     3.7,     4.4,   114.4,   115.4,  423.0,  0.00079,      1,     109,     109,       0,    8116
70190180  ,    174213,  174213,  174213,  174213,     2.9,     2.8,     3.7,     4.4,    13.5,    14.6,  424.0,  0.00078,      0,       0,       0,       0,       0
70351797  ,    175478,  156900,  156900,  156900,     3.2,     2.7,     3.8,     4.7,   111.8,   113.8,  425.1,  0.00078,      1,     107,     107,       0,    8116
70530626  ,    173614,  173614,  173614,  173614,     2.9,     2.8,     3.8,     4.4,     7.6,    18.1,  426.1,  0.00078,      0,       0,       0,       0,       0
70710022  ,    174004,  174004,  174004,  174004,     2.9,     2.8,     3.7,     4.5,     9.1,    22.8,  427.1,  0.00078,      0,       0,       0,       0,       0
70870402  ,    173942,  155528,  155528,  155528,     3.2,     2.8,     3.8,     4.8,   112.9,   114.6,  428.2,  0.00078,      1,     108,     108,       0,    8116
71049798  ,    174377,  174377,  174377,  174377,     2.9,     2.8,     3.8,     4.7,     7.3,     8.5,  429.2,  0.00077,      0,       0,       0,       0,       0
71211294  ,    175051,  156554,  156554,  156554,     3.2,     2.7,     3.7,     4.5,   112.7,   118.7,  430.2,  0.00077,      1,     112,     112,       0,    8116
71388138  ,    171970,  171970,  171970,  171970,     2.9,     2.8,     3.8,     5.2,    17.1,    23.4,  431.2,  0.00077,      0,       0,       0,       0,       0
71565867  ,    172507,  172507,  172507,  172507,     2.9,     2.8,     3.8,     5.1,     8.1,    29.1,  432.3,  0.00077,      0,       0,       0,       0,       0
71724469  ,    173316,  153853,  153853,  153853,     3.2,     2.8,     3.8,     7.1,   119.1,   120.8,  433.3,  0.00077,      1,     114,     114,       0,    8116
71903610  ,    174175,  174175,  174175,  174175,     2.9,     2.7,     3.8,     4.8,     7.8,    11.0,  434.3,  0.00077,      0,       0,       0,       0,       0
72064160  ,    174835,  155723,  155723,  155723,     3.2,     2.8,     3.7,     4.8,   116.9,   117.9,  435.4,  0.00076,      1,     111,     111,       0,    8116
72242700  ,    173704,  173704,  173704,  173704,     2.9,     2.8,     3.7,     4.7,     7.6,    18.0,  436.4,  0.00076,      0,       0,       0,       0,       0
72422994  ,    174700,  174700,  174700,  174700,     2.8,     2.7,     3.7,     4.6,     8.1,    35.8,  437.4,  0.00076,      0,       0,       0,       0,       0
72582206  ,    173683,  154485,  154485,  154485,     3.2,     2.8,     3.8,     6.4,   117.2,   120.1,  438.5,  0.00076,      1,     113,     113,       0,    8116
72760188  ,    173287,  173287,  173287,  173287,     2.9,     2.8,     3.8,     4.8,     8.0,     9.5,  439.5,  0.00076,      0,       0,       0,       0,       0
72917357  ,    174408,  152567,  152567,  152567,     3.3,     2.8,     3.8,     5.0,   133.6,   135.1,  440.5,  0.00076,      1,     127,     127,       0,    8115
73096703  ,    174517,  174517,  174517,  174517,     2.9,     2.7,     3.7,     4.6,     7.3,     8.6,  441.5,  0.00075,      0,       0,       0,       0,       0
73275598  ,    172741,  172741,  172741,  172741,     2.9,     2.8,     3.8,     5.2,     8.0,    20.6,  442.6,  0.00075,      0,       0,       0,       0,       0
73417383  ,    170281,  137639,  137639,  137639,     3.6,     2.8,     3.9,     5.7,   201.9,   203.9,  443.6,  0.00075,      1,     127,     127,       0,    8115
73525097  ,    172319,  172319,  172319,  172319,     2.9,     2.8,     3.8,     5.0,     7.2,     8.0,  444.2,  0.00075,      0,       0,       0,       0,       0
73699917  ,    169975,   50097,   50097,   50097,    10.0,     2.8,     3.9,     6.7,  2464.6,  2466.4,  447.7,  0.00075,      0,       0,       0,       0,       0
73856133  ,    170887,  151678,  151678,  151678,     3.3,     2.8,     3.9,     6.5,   119.1,   121.1,  448.8,  0.00075,      1,     113,     113,       0,    8125
74031603  ,    170839,  170839,  170839,  170839,     2.9,     2.8,     3.9,     5.4,     8.2,    12.1,  449.8,  0.00075,      0,       0,       0,       0,       0
74186232  ,    171535,  149973,  149973,  149973,     3.3,     2.8,     3.9,     6.4,   133.5,   136.0,  450.8,  0.00075,      1,     128,     128,       0,    8115
74364418  ,    173420,  173420,  173420,  173420,     2.9,     2.8,     3.8,     4.8,     7.5,     9.4,  451.8,  0.00075,      0,       0,       0,       0,       0
74541551  ,    172010,  172010,  172010,  172010,     2.9,     2.8,     3.8,     4.6,     7.9,     8.8,  452.9,  0.00075,      0,       0,       0,       0,       0
74699026  ,    173051,  152947,  152947,  152947,     3.3,     2.8,     3.8,     5.1,   123.3,   124.9,  453.9,  0.00075,      1,     118,     118,       0,    8115
74876023  ,    172096,  172096,  172096,  172096,     2.9,     2.8,     3.8,     4.8,     7.7,     8.9,  454.9,  0.00074,      0,       0,       0,       0,       0
75033422  ,    171206,  152824,  152824,  152824,     3.3,     2.8,     3.9,     5.9,   114.3,   115.3,  456.0,  0.00074,      1,     108,     108,       0,    8116
75209126  ,    170898,  170898,  170898,  170898,     2.9,     2.8,     3.9,     4.7,     8.1,    37.1,  457.0,  0.00074,      0,       0,       0,       0,       0
75385784  ,    170790,  170790,  170790,  170790,     2.9,     2.8,     3.8,     6.5,     8.3,    12.8,  458.0,  0.00074,      0,       0,       0,       0,       0
75547052  ,    173566,  156527,  156527,  156527,     3.2,     2.8,     3.8,     4.8,   105.3,   107.2,  459.0,  0.00074,      2,   15945,   16045,    7923,   13625
75725851  ,    173066,  173066,  173066,  173066,     2.9,     2.8,     3.8,     6.1,     7.9,    10.0,  460.1,  0.00074,      0,       0,       0,       0,       0
75888371  ,    172738,  156840,  156840,  156840,     3.2,     2.8,     3.8,     4.8,    99.5,   100.9,  461.1,  0.00074,      1,      94,      94,       0,    8116
76066949  ,    173726,  173726,  173726,  173726,     2.9,     2.7,     3.8,     4.8,     9.2,    10.3,  462.1,  0.00074,      0,       0,       0,       0,       0
76246001  ,    173809,  173809,  173809,  173809,     2.9,     2.7,     3.7,     4.3,    15.2,    17.4,  463.2,  0.00073,      0,       0,       0,       0,       0
76409631  ,    175534,  158607,  158607,  158607,     3.1,     2.8,     3.7,     4.5,   103.4,   105.7,  464.2,  0.00073,      1,      98,      98,       0,    8115
76587087  ,    172563,  172563,  172563,  172563,     2.9,     2.8,     3.8,     4.4,    16.9,    20.5,  465.2,  0.00073,      0,       0,       0,       0,       0
76749262  ,    173441,  156937,  156937,  156937,     3.2,     2.7,     3.8,     4.7,   102.2,   107.5,  466.3,  0.00073,      1,      97,      97,       0,    8116
76930110  ,    175853,  175853,  175853,  175853,     2.8,     2.7,     3.7,     4.3,    11.2,    13.8,  467.3,  0.00073,      0,       0,       0,       0,       0
77112341  ,    177709,  176871,  176871,  176871,     2.8,     2.7,     3.7,     4.2,     7.7,     9.8,  468.3,  0.00073,      0,       0,       0,       0,       0
77276610  ,    176100,  159477,  159477,  159477,     3.1,     2.7,     3.7,     4.3,   100.6,   103.1,  469.4,  0.00073,      1,      95,      95,       0,    8122
77457614  ,    175985,  175985,  175985,  175985,     2.8,     2.7,     3.6,     4.2,     7.1,    25.4,  470.4,  0.00073,      0,       0,       0,       0,       0
77609297  ,    174920,  147175,  147175,  147175,     3.4,     2.8,     3.7,     4.6,   167.2,   169.0,  471.4,  0.00072,      2,      96,     161,      16,    8110
77791287  ,    177036,  175431,  175431,  175431,     2.8,     2.7,     3.7,     4.3,    12.0,    13.2,  472.5,  0.00072,      0,       0,       0,       0,       0
77965777  ,    175501,  175501,  175501,  175501,     2.8,     2.7,     3.7,     4.2,     8.0,     9.6,  473.4,  0.00072,      0,       0,       0,       0,       0
78145365  ,    174452,  167162,  167162,  167162,     3.0,     2.8,     3.8,     4.6,    48.4,    50.6,  474.5,  0.00072,      1,      43,      43,       0,    8150
78325342  ,    174256,  174256,  174256,  174256,     2.9,     2.8,     3.8,     4.4,     7.0,     9.2,  475.6,  0.00072,      0,       0,       0,       0,       0
78486937  ,    174065,  156575,  156575,  156575,     3.2,     2.8,     3.8,     5.3,   106.7,   108.0,  476.6,  0.00072,      1,     101,     101,       0,    8085
78668111  ,    176157,  176157,  176157,  176157,     2.8,     2.7,     3.7,     4.2,     7.7,    26.0,  477.6,  0.00072,      0,       0,       0,       0,       0
78829602  ,    173384,  156493,  156493,  156493,     3.2,     2.8,     3.8,     5.7,   103.5,   105.1,  478.6,  0.00072,      1,      98,      98,       0,    8127
79009905  ,    175235,  175235,  175235,  175235,     2.8,     2.7,     3.7,     4.4,     8.0,    10.4,  479.7,  0.00071,      0,       0,       0,       0,       0
79184512  ,    169207,  169207,  169207,  169207,     2.9,     2.8,     3.8,     4.4,    36.6,    39.3,  480.7,  0.00071,      0,       0,       0,       0,       0
79347083  ,    174929,  157806,  157806,  157806,     3.2,     2.7,     3.7,     4.6,   104.8,   106.7,  481.7,  0.00071,      1,      99,      99,       0,    8118
79526060  ,    174000,  174000,  174000,  174000,     2.9,     2.8,     3.7,     4.5,    10.0,    11.2,  482.8,  0.00071,      0,       0,       0,       0,       0
79686910  ,    173258,  156083,  156083,  156083,     3.2,     2.8,     3.8,     6.3,   107.0,   110.6,  483.8,  0.00071,      1,     100,     100,       0,    8111
79866508  ,    174687,  174687,  174687,  174687,     2.8,     2.7,     3.7,     4.5,     9.0,    28.0,  484.8,  0.00071,      0,       0,       0,       0,       0
80044875  ,    173166,  173166,  173166,  173166,     2.9,     2.8,     3.8,     4.6,     8.4,    14.6,  485.9,  0.00071,      0,       0,       0,       0,       0
80205334  ,    172801,  155723,  155723,  155723,     3.2,     2.8,     3.8,     6.2,   105.9,   107.2,  486.9,  0.00071,      1,     101,     101,       0,    8112
80382734  ,    172419,  172419,  172419,  172419,     2.9,     2.8,     3.8,     6.3,     8.3,    20.2,  487.9,  0.00071,      0,       0,       0,       0,       0
80543333  ,    173555,  155996,  155996,  155996,     3.2,     2.7,     3.8,     5.7,   108.6,   110.4,  488.9,  0.00070,      1,     103,     103,       0,    8119
80720901  ,    172805,  172805,  172805,  172805,     2.9,     2.8,     3.8,     4.8,     8.8,     9.9,  490.0,  0.00070,      0,       0,       0,       0,       0
80898913  ,    172899,  172899,  172899,  172899,     2.9,     2.8,     3.9,     4.7,     7.7,     9.8,  491.0,  0.00070,      0,       0,       0,       0,       0
81057133  ,    171152,  153363,  153363,  153363,     3.2,     2.8,     3.9,     7.1,   111.1,   113.7,  492.0,  0.00070,      1,     105,     105,       0,    8116
81235584  ,    173497,  173497,  173497,  173497,     2.9,     2.8,     3.8,     4.4,     9.5,    22.7,  493.1,  0.00070,      0,       0,       0,       0,       0
81396102  ,    174435,  155869,  155869,  155869,     3.2,     2.8,     3.7,     4.4,   113.0,   115.0,  494.1,  0.00070,      1,     108,     108,       0,    8115
81574927  ,    173881,  173881,  173881,  173881,     2.9,     2.8,     3.8,     4.4,    10.0,    15.9,  495.1,  0.00070,      0,       0,       0,       0,       0
81755501  ,    175062,  175062,  175062,  175062,     2.8,     2.7,     3.7,     4.6,     7.5,    13.4,  496.2,  0.00069,      0,       0,       0,       0,       0
81918500  ,    177372,  158096,  158096,  158096,     3.2,     2.7,     3.6,     4.4,   115.3,   117.0,  497.2,  0.00069,      1,     110,     110,       0,    8122
82098631  ,    174303,  174303,  174303,  174303,     2.9,     2.7,     3.8,     4.5,     9.5,    11.7,  498.2,  0.00069,      0,       0,       0,       0,       0
82261078  ,    174885,  156761,  156761,  156761,     3.2,     2.7,     3.7,     5.1,   110.9,   112.6,  499.3,  0.00069,      1,     106,     106,       0,    8115
82441340  ,    174906,  174906,  174906,  174906,     2.8,     2.7,     3.7,     4.4,     7.2,    20.1,  500.3,  0.00069,      0,       0,       0,       0,       0
82622258  ,    175254,  175254,  175254,  175254,     2.8,     2.8,     3.6,     4.5,     7.8,    20.2,  501.3,  0.00069,      0,       0,       0,       0,       0
82782423  ,    173763,  155278,  155278,  155278,     3.2,     2.8,     3.8,     5.6,   112.5,   113.8,  502.3,  0.00069,      1,     107,     107,       0,    8115
82960926  ,    173614,  173614,  173614,  173614,     2.9,     2.8,     3.8,     4.7,     7.2,     9.3,  503.4,  0.00069,      0,       0,       0,       0,       0
83120852  ,    172926,  155278,  155278,  155278,     3.2,     2.8,     3.9,     6.2,   108.6,   110.6,  504.4,  0.00068,      1,     103,     103,       0,    8109
83300143  ,    174379,  174379,  174379,  174379,     2.9,     2.8,     3.8,     4.6,     7.5,    10.3,  505.4,  0.00068,      0,       0,       0,       0,       0
83480616  ,    174836,  174836,  174836,  174836,     2.8,     2.7,     3.8,     4.6,     7.1,     9.6,  506.5,  0.00068,      0,       0,       0,       0,       0
83640457  ,    173632,  155090,  155090,  155090,     3.2,     2.8,     3.8,     6.4,   113.3,   114.6,  507.5,  0.00068,      1,     109,     109,       0,    8115
83819971  ,    174544,  174544,  174544,  174544,     2.9,     2.8,     3.7,     4.5,     7.2,     8.7,  508.5,  0.00068,      0,       0,       0,       0,       0
83979965  ,    173553,  154510,  154510,  154510,     3.2,     2.8,     3.8,     6.5,   116.4,   117.4,  509.6,  0.00068,      1,     111,     111,       0,    8122
84158746  ,    173899,  173899,  173899,  173899,     2.9,     2.8,     3.8,     4.4,     7.9,    10.0,  510.6,  0.00068,      0,       0,       0,       0,       0
