Warming up READ with 50000 iterations...
INFO  22:35:09 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
Connected to cluster: cstar_perf TOWHRLAN5U
Datatacenter: datacenter1; Host: cassandra/172.31.3.64; Rack: rack1
INFO  22:35:09 New Cassandra host cassandra/172.31.3.64:9042 added
Sleeping 2s...
Running READ with 500 threads for 150000000 iteration
total ops , adj row/s,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr,  gc: #,  max ms,  sum ms,  sdv ms,      mb
11344997  ,    179985,  179985,  179985,  179985,     2.8,     2.7,     3.6,     4.2,     8.2,    15.7,   66.7,  0.00478,      0,       0,       0,       0,       0
11530754  ,    180024,  180024,  180024,  180024,     2.8,     2.7,     3.5,     4.1,     8.3,    10.3,   67.7,  0.00471,      0,       0,       0,       0,       0
11696285  ,    180366,  160419,  160419,  160419,     3.1,     2.7,     3.6,     4.4,   116.7,   118.7,   68.8,  0.00464,      1,     112,     112,       0,    8112
11882203  ,    180305,  180305,  180305,  180305,     2.8,     2.7,     3.6,     4.1,     7.4,     8.5,   69.8,  0.00457,      0,       0,       0,       0,       0
12044595  ,    175410,  156665,  156665,  156665,     3.2,     2.7,     3.7,     6.1,   114.2,   116.1,   70.8,  0.00451,      1,     109,     109,       0,    8114
12227735  ,    178000,  178000,  178000,  178000,     2.8,     2.7,     3.7,     4.3,     8.9,    21.4,   71.9,  0.00445,      0,       0,       0,       0,       0
12413020  ,    179378,  179378,  179378,  179378,     2.8,     2.7,     3.5,     4.2,    15.0,    16.1,   72.9,  0.00438,      0,       0,       0,       0,       0
12576637  ,    178366,  158643,  158643,  158643,     3.1,     2.7,     3.7,     4.9,   117.2,   119.1,   73.9,  0.00432,      1,     112,     112,       0,    8115
12760209  ,    177811,  177811,  177811,  177811,     2.8,     2.7,     3.6,     4.2,    16.6,    27.9,   75.0,  0.00426,      0,       0,       0,       0,       0
12926832  ,    180802,  161538,  161538,  161538,     3.1,     2.7,     3.6,     4.2,   113.5,   115.8,   76.0,  0.00420,      1,     109,     109,       0,    8115
13110946  ,    178933,  178933,  178933,  178933,     2.8,     2.7,     3.5,     4.2,    14.5,    15.7,   77.0,  0.00415,      0,       0,       0,       0,       0
13279316  ,    181510,  163357,  163357,  163357,     3.0,     2.7,     3.6,     4.1,   106.2,   108.7,   78.1,  0.00409,      1,     101,     101,       0,    8115
13465602  ,    180820,  180820,  180820,  180820,     2.8,     2.7,     3.6,     4.1,     8.9,    15.9,   79.1,  0.00405,      0,       0,       0,       0,       0
13650944  ,    179724,  179724,  179724,  179724,     2.8,     2.7,     3.6,     4.1,    11.0,    18.4,   80.1,  0.00400,      0,       0,       0,       0,       0
13816420  ,    180252,  160502,  160502,  160502,     3.1,     2.7,     3.6,     4.4,   115.4,   117.8,   81.2,  0.00395,      1,     110,     110,       0,    8115
14000410  ,    178741,  178741,  178741,  178741,     2.8,     2.7,     3.6,     4.2,    16.1,    32.8,   82.2,  0.00390,      0,       0,       0,       0,       0
14167687  ,    179505,  161209,  161209,  161209,     3.1,     2.7,     3.6,     4.6,   109.5,   110.9,   83.2,  0.00385,      1,     105,     105,       0,    8115
14353329  ,    180355,  180355,  180355,  180355,     2.8,     2.7,     3.6,     4.1,     7.8,     9.9,   84.3,  0.00380,      0,       0,       0,       0,       0
14539911  ,    180527,  180527,  180527,  180527,     2.8,     2.7,     3.6,     4.1,     7.8,     9.1,   85.3,  0.00376,      0,       0,       0,       0,       0
14706639  ,    179622,  161688,  161688,  161688,     3.1,     2.7,     3.6,     4.4,   105.8,   108.2,   86.3,  0.00371,      1,     101,     101,       0,    8115
14890081  ,    177998,  177998,  177998,  177998,     2.8,     2.7,     3.7,     4.6,     9.1,    12.0,   87.3,  0.00367,      0,       0,       0,       0,       0
15058984  ,    179414,  160830,  160830,  160830,     3.1,     2.7,     3.7,     4.5,   111.5,   113.6,   88.4,  0.00363,      1,     106,     106,       0,    8121
15243229  ,    179055,  179055,  179055,  179055,     2.8,     2.7,     3.7,     4.4,     8.0,    10.3,   89.4,  0.00358,      0,       0,       0,       0,       0
15419332  ,    179081,  179081,  179081,  179081,     2.8,     2.7,     3.6,     4.3,    13.2,    29.1,   90.4,  0.00354,      1,     103,     103,       0,    8108
15603950  ,    179230,  162586,  162586,  162586,     3.1,     2.7,     3.6,     4.4,   108.4,   110.0,   91.5,  0.00350,      0,       0,       0,       0,       0
15789444  ,    179935,  179935,  179935,  179935,     2.8,     2.7,     3.6,     4.2,     7.5,     8.6,   92.6,  0.00346,      0,       0,       0,       0,       0
15955559  ,    180313,  161138,  161138,  161138,     3.1,     2.7,     3.6,     4.3,   112.5,   113.8,   93.6,  0.00342,      1,     107,     107,       0,    8115
16141922  ,    179077,  179077,  179077,  179077,     2.8,     2.7,     3.6,     4.6,     9.2,    10.0,   94.6,  0.00339,      0,       0,       0,       0,       0
16308496  ,    180554,  161546,  161546,  161546,     3.1,     2.7,     3.5,     4.4,   112.0,   113.3,   95.7,  0.00335,      1,     107,     107,       0,    8118
16492768  ,    178785,  178785,  178785,  178785,     2.8,     2.7,     3.6,     4.4,     9.2,    22.8,   96.7,  0.00332,      0,       0,       0,       0,       0
16677488  ,    179098,  179098,  179098,  179098,     2.8,     2.7,     3.6,     4.3,     8.0,     9.5,   97.7,  0.00328,      0,       0,       0,       0,       0
16839678  ,    176491,  156516,  156516,  156516,     3.2,     2.7,     3.7,     8.5,   120.5,   121.9,   98.8,  0.00325,      1,     114,     114,       0,    8111
17022822  ,    177835,  177835,  177835,  177835,     2.8,     2.7,     3.6,     4.5,    10.2,    24.0,   99.8,  0.00321,      0,       0,       0,       0,       0
17187755  ,    178776,  159947,  159947,  159947,     3.1,     2.7,     3.7,     4.8,   112.2,   113.5,  100.8,  0.00318,      1,     107,     107,       0,    8115
17371214  ,    178262,  178262,  178262,  178262,     2.8,     2.7,     3.7,     4.6,     9.1,    19.9,  101.9,  0.00315,      0,       0,       0,       0,       0
17553453  ,    176512,  176512,  176512,  176512,     2.8,     2.7,     3.6,     5.1,    13.9,    33.3,  102.9,  0.00312,      0,       0,       0,       0,       0
17719259  ,    181181,  160650,  160650,  160650,     3.1,     2.7,     3.6,     4.2,   120.7,   122.5,  103.9,  0.00309,      1,     114,     114,       0,    8115
17905560  ,    180701,  180701,  180701,  180701,     2.8,     2.7,     3.5,     4.2,     8.0,     9.1,  105.0,  0.00306,      0,       0,       0,       0,       0
18069305  ,    178758,  158584,  158584,  158584,     3.1,     2.7,     3.6,     4.6,   120.2,   121.7,  106.0,  0.00303,      1,     115,     115,       0,    8115
18255722  ,    181150,  181150,  181150,  181150,     2.7,     2.7,     3.5,     4.0,    13.6,    14.9,  107.0,  0.00300,      0,       0,       0,       0,       0
18421782  ,    177893,  159390,  159390,  159390,     3.1,     2.7,     3.7,     4.7,   111.8,   114.3,  108.1,  0.00298,      1,     106,     106,       0,    8115
18607475  ,    183383,  180350,  180350,  180350,     2.8,     2.6,     3.5,     4.1,    19.5,    20.5,  109.1,  0.00295,      0,       0,       0,       0,       0
18792811  ,    179712,  179712,  179712,  179712,     2.8,     2.6,     3.6,     4.1,    17.0,    22.6,  110.1,  0.00293,      0,       0,       0,       0,       0
18960865  ,    180900,  162957,  162957,  162957,     3.1,     2.7,     3.5,     4.3,   105.7,   108.2,  111.2,  0.00290,      1,     100,     100,       0,    8115
19148783  ,    182493,  182493,  182493,  182493,     2.7,     2.7,     3.5,     4.0,     8.4,    18.1,  112.2,  0.00288,      0,       0,       0,       0,       0
19317894  ,    181563,  163733,  163733,  163733,     3.0,     2.7,     3.6,     4.3,   104.9,   106.9,  113.2,  0.00286,      1,     100,     100,       0,    8122
19504620  ,    181294,  181294,  181294,  181294,     2.7,     2.7,     3.6,     4.1,     8.4,     9.5,  114.3,  0.00284,      0,       0,       0,       0,       0
19691983  ,    181694,  181694,  181694,  181694,     2.7,     2.7,     3.6,     4.1,     7.1,    15.3,  115.3,  0.00281,      0,       0,       0,       0,       0
19857878  ,    180255,  160759,  160759,  160759,     3.1,     2.7,     3.6,     4.3,   114.8,   120.1,  116.3,  0.00279,      1,     109,     109,       0,    8096
20045481  ,    182399,  182399,  182399,  182399,     2.7,     2.6,     3.5,     4.1,     8.8,    11.2,  117.3,  0.00277,      0,       0,       0,       0,       0
20213198  ,    181358,  162592,  162592,  162592,     3.1,     2.7,     3.6,     4.1,   110.6,   111.6,  118.4,  0.00275,      1,     105,     105,       0,    8124
20399820  ,    181259,  181259,  181259,  181259,     2.7,     2.7,     3.5,     4.0,     8.3,     9.3,  119.4,  0.00273,      0,       0,       0,       0,       0
20567053  ,    179897,  161751,  161751,  161751,     3.1,     2.7,     3.7,     4.4,   107.7,   109.7,  120.4,  0.00271,      1,     102,     102,       0,    8118
20753233  ,    178356,  178356,  178356,  178356,     2.8,     2.7,     3.6,     4.3,    23.9,    31.6,  121.5,  0.00268,      0,       0,       0,       0,       0
20937980  ,    179097,  179097,  179097,  179097,     2.8,     2.7,     3.6,     4.3,    10.9,    12.6,  122.5,  0.00266,      0,       0,       0,       0,       0
21105013  ,    180159,  161981,  161981,  161981,     3.1,     2.7,     3.6,     4.2,   107.8,   109.2,  123.5,  0.00264,      1,     102,     102,       0,    8115
21293211  ,    182698,  182698,  182698,  182698,     2.7,     2.6,     3.5,     4.1,     8.9,    13.7,  124.6,  0.00262,      0,       0,       0,       0,       0
21462455  ,    179287,  161111,  161111,  161111,     3.1,     2.6,     3.7,     6.1,   110.2,   111.8,  125.6,  0.00260,      1,     105,     105,       0,    8115
21646450  ,    178745,  178745,  178745,  178745,     2.8,     2.7,     3.7,     4.4,     8.4,    10.2,  126.7,  0.00258,      0,       0,       0,       0,       0
21828768  ,    176714,  176714,  176714,  176714,     2.8,     2.7,     3.6,     4.4,    21.5,    28.7,  127.7,  0.00256,      0,       0,       0,       0,       0
21994607  ,    180081,  160764,  160764,  160764,     3.1,     2.7,     3.6,     4.4,   114.2,   115.8,  128.7,  0.00254,      1,     109,     109,       0,    8115
22179684  ,    179762,  179762,  179762,  179762,     2.8,     2.7,     3.6,     4.2,    11.3,    13.7,  129.7,  0.00252,      0,       0,       0,       0,       0
22344690  ,    178578,  159715,  159715,  159715,     3.1,     2.7,     3.7,     4.6,   112.4,   114.5,  130.8,  0.00250,      1,     108,     108,       0,    8115
22527168  ,    177107,  177107,  177107,  177107,     2.8,     2.7,     3.7,     4.3,    15.9,    21.6,  131.8,  0.00248,      0,       0,       0,       0,       0
22702797  ,    178972,  178972,  178972,  178972,     2.8,     2.7,     3.6,     4.7,     9.0,    15.3,  132.8,  0.00246,      1,     106,     106,       0,    8115
22888106  ,    179814,  162825,  162825,  162825,     3.1,     2.7,     3.6,     4.5,   110.9,   112.5,  133.9,  0.00244,      0,       0,       0,       0,       0
23073206  ,    179039,  179039,  179039,  179039,     2.8,     2.7,     3.6,     4.3,     9.8,    20.1,  135.0,  0.00242,      0,       0,       0,       0,       0
23239675  ,    179230,  160444,  160444,  160444,     3.1,     2.7,     3.6,     4.6,   113.1,   117.1,  136.0,  0.00240,      1,     108,     108,       0,    8115
23424347  ,    179377,  179377,  179377,  179377,     2.8,     2.7,     3.6,     4.3,     8.1,     9.8,  137.0,  0.00239,      0,       0,       0,       0,       0
23589577  ,    178630,  160210,  160210,  160210,     3.1,     2.7,     3.7,     4.7,   109.5,   111.7,  138.1,  0.00237,      1,     105,     105,       0,    8115
23774118  ,    179321,  179321,  179321,  179321,     2.8,     2.7,     3.6,     4.2,    10.8,    12.6,  139.1,  0.00235,      0,       0,       0,       0,       0
23957697  ,    176624,  176624,  176624,  176624,     2.8,     2.7,     3.7,     4.5,    16.7,    30.4,  140.1,  0.00233,      0,       0,       0,       0,       0
24123170  ,    180012,  160452,  160452,  160452,     3.1,     2.7,     3.6,     4.4,   116.1,   119.2,  141.2,  0.00232,      1,     110,     110,       0,    8115
24309122  ,    180679,  180679,  180679,  180679,     2.8,     2.6,     3.6,     4.2,    10.7,    12.0,  142.2,  0.00230,      0,       0,       0,       0,       0
24475748  ,    181568,  161637,  161637,  161637,     3.1,     2.7,     3.6,     4.5,   116.5,   118.4,  143.2,  0.00229,      1,     112,     112,       0,    8108
24660448  ,    179501,  179501,  179501,  179501,     2.8,     2.7,     3.6,     4.2,     9.0,    13.8,  144.3,  0.00227,      0,       0,       0,       0,       0
24845292  ,    179200,  179200,  179200,  179200,     2.8,     2.7,     3.6,     4.1,    22.2,    25.4,  145.3,  0.00225,      0,       0,       0,       0,       0
25009345  ,    177732,  159210,  159210,  159210,     3.1,     2.7,     3.7,     5.1,   111.2,   113.2,  146.3,  0.00224,      1,     106,     106,       0,    8128
25193895  ,    179247,  179247,  179247,  179247,     2.8,     2.7,     3.6,     4.3,     8.4,    12.4,  147.3,  0.00222,      0,       0,       0,       0,       0
25358234  ,    178597,  159332,  159332,  159332,     3.1,     2.7,     3.7,     4.6,   114.4,   115.9,  148.4,  0.00221,      1,     110,     110,       0,    8108
25542468  ,    178903,  178903,  178903,  178903,     2.8,     2.7,     3.6,     4.4,    10.1,    15.1,  149.4,  0.00219,      0,       0,       0,       0,       0
25708717  ,    179177,  161249,  161249,  161249,     3.1,     2.7,     3.6,     4.5,   106.7,   108.8,  150.4,  0.00218,      1,     102,     102,       0,    8111
25890470  ,    176615,  176615,  176615,  176615,     2.8,     2.7,     3.7,     4.5,    14.0,    15.7,  151.5,  0.00216,      0,       0,       0,       0,       0
26074996  ,    178940,  178940,  178940,  178940,     2.8,     2.7,     3.6,     4.2,    15.7,    24.8,  152.5,  0.00215,      0,       0,       0,       0,       0
26243010  ,    179734,  161939,  161939,  161939,     3.1,     2.7,     3.6,     4.6,   106.7,   108.7,  153.5,  0.00213,      1,     102,     102,       0,    8118
26427765  ,    179505,  179505,  179505,  179505,     2.8,     2.7,     3.7,     4.3,     7.2,    17.6,  154.6,  0.00212,      0,       0,       0,       0,       0
26595030  ,    180762,  162270,  162270,  162270,     3.1,     2.7,     3.6,     4.3,   108.9,   110.7,  155.6,  0.00211,      1,     103,     103,       0,    8113
26780276  ,    180045,  180045,  180045,  180045,     2.8,     2.7,     3.6,     4.3,     8.0,     8.9,  156.6,  0.00209,      0,       0,       0,       0,       0
26967927  ,    181876,  181876,  181876,  181876,     2.7,     2.7,     3.5,     4.0,     7.8,    17.1,  157.7,  0.00208,      0,       0,       0,       0,       0
27134928  ,    179903,  161648,  161648,  161648,     3.1,     2.7,     3.6,     4.3,   107.8,   109.6,  158.7,  0.00207,      1,     104,     104,       0,    8112
27320075  ,    178395,  178395,  178395,  178395,     2.8,     2.7,     3.6,     4.2,    10.2,    12.0,  159.7,  0.00206,      0,       0,       0,       0,       0
27485489  ,    178934,  160281,  160281,  160281,     3.1,     2.7,     3.7,     4.5,   111.4,   113.0,  160.8,  0.00204,      1,     106,     106,       0,    8115
27671726  ,    180775,  180775,  180775,  180775,     2.8,     2.7,     3.6,     4.2,     8.3,     9.8,  161.8,  0.00203,      0,       0,       0,       0,       0
27847437  ,    178107,  178107,  178107,  178107,     2.8,     2.7,     3.7,     4.3,     9.0,    18.1,  162.8,  0.00202,      1,     108,     108,       0,    8118
28032227  ,    179407,  162143,  162143,  162143,     3.1,     2.7,     3.7,     4.6,   113.3,   116.2,  163.9,  0.00200,      0,       0,       0,       0,       0
28217278  ,    179473,  179473,  179473,  179473,     2.8,     2.7,     3.6,     4.3,    10.1,    20.1,  164.9,  0.00199,      0,       0,       0,       0,       0
28379811  ,    177466,  157371,  157371,  157371,     3.2,     2.7,     3.7,     7.5,   121.0,   122.6,  166.0,  0.00198,      1,     114,     114,       0,    8115
28563023  ,    178014,  178014,  178014,  178014,     2.8,     2.7,     3.7,     4.5,     8.6,    10.3,  167.0,  0.00197,      0,       0,       0,       0,       0
28728592  ,    179646,  160524,  160524,  160524,     3.1,     2.7,     3.6,     4.8,   113.5,   116.0,  168.0,  0.00196,      1,     108,     108,       0,    8115
28912831  ,    178967,  178967,  178967,  178967,     2.8,     2.7,     3.6,     4.3,    13.3,    15.7,  169.1,  0.00194,      0,       0,       0,       0,       0
29097915  ,    179253,  179253,  179253,  179253,     2.8,     2.7,     3.6,     4.2,    14.2,    17.2,  170.1,  0.00193,      0,       0,       0,       0,       0
29259457  ,    175964,  156618,  156618,  156618,     3.2,     2.7,     3.7,     6.6,   117.1,   118.9,  171.1,  0.00192,      1,     111,     111,       0,    8108
29442012  ,    177327,  177327,  177327,  177327,     2.8,     2.7,     3.7,     4.2,     8.6,    20.3,  172.2,  0.00191,      0,       0,       0,       0,       0
29607902  ,    179506,  160908,  160908,  160908,     3.1,     2.7,     3.6,     4.9,   109.9,   111.6,  173.2,  0.00190,      1,     105,     105,       0,    8122
29794651  ,    181360,  181360,  181360,  181360,     2.7,     2.7,     3.5,     4.1,     7.1,     9.6,  174.2,  0.00189,      0,       0,       0,       0,       0
29978868  ,    178560,  178560,  178560,  178560,     2.8,     2.7,     3.6,     4.5,     8.7,    18.9,  175.3,  0.00188,      0,       0,       0,       0,       0
30143803  ,    178292,  158969,  158969,  158969,     3.1,     2.7,     3.7,     4.5,   115.3,   117.8,  176.3,  0.00187,      1,     111,     111,       0,    8122
