Warming up READ with 50000 iterations...
INFO  23:08:42 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
Connected to cluster: cstar_perf TOWHRLAN5U
Datatacenter: datacenter1; Host: cassandra/172.31.3.64; Rack: rack1
INFO  23:08:42 New Cassandra host cassandra/172.31.3.64:9042 added
Sleeping 2s...
Running READ with 500 threads for 150000000 iteration
total ops , adj row/s,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr,  gc: #,  max ms,  sum ms,  sdv ms,      mb
11046231  ,    177630,  177630,  177630,  177630,     2.8,     2.7,     3.6,     4.2,    17.3,    26.8,   64.7,  0.00524,      0,       0,       0,       0,       0
11212776  ,    181652,  161280,  161280,  161280,     3.1,     2.7,     3.6,     4.1,   119.1,   120.4,   65.7,  0.00516,      1,     113,     113,       0,    8122
11396765  ,    178436,  178436,  178436,  178436,     2.8,     2.7,     3.7,     4.2,    19.1,    32.6,   66.8,  0.00508,      0,       0,       0,       0,       0
11584421  ,    181844,  181844,  181844,  181844,     2.7,     2.7,     3.5,     4.0,     4.5,    10.0,   67.8,  0.00500,      0,       0,       0,       0,       0
11746764  ,    178589,  157307,  157307,  157307,     3.2,     2.7,     3.7,     4.6,   125.9,   127.8,   68.8,  0.00493,      1,     120,     120,       0,    8116
11933415  ,    181363,  181363,  181363,  181363,     2.7,     2.7,     3.6,     4.0,     4.5,     5.4,   69.8,  0.00485,      0,       0,       0,       0,       0
12104160  ,    181543,  162108,  162108,  162108,     3.1,     2.7,     3.6,     4.2,   116.5,   118.4,   70.9,  0.00478,      1,     111,     111,       0,    8115
12291806  ,    182142,  182142,  182142,  182142,     2.7,     2.7,     3.5,     4.0,     6.8,     8.3,   71.9,  0.00472,      0,       0,       0,       0,       0
12457736  ,    180367,  160665,  160665,  160665,     3.1,     2.7,     3.6,     4.1,   116.4,   117.9,   73.0,  0.00465,      1,     110,     110,       0,    8109
12641414  ,    178221,  178221,  178221,  178221,     2.8,     2.7,     3.6,     4.1,    20.1,    24.7,   74.0,  0.00459,      0,       0,       0,       0,       0
12829207  ,    180665,  180665,  180665,  180665,     2.8,     2.7,     3.6,     4.1,     5.2,    15.3,   75.0,  0.00452,      0,       0,       0,       0,       0
12996250  ,    180915,  160330,  160330,  160330,     3.1,     2.7,     3.6,     4.3,   121.6,   123.1,   76.1,  0.00446,      1,     116,     116,       0,    8126
13182412  ,    180641,  180641,  180641,  180641,     2.8,     2.7,     3.6,     4.1,     6.2,    20.0,   77.1,  0.00440,      0,       0,       0,       0,       0
13346261  ,    181357,  158870,  158870,  158870,     3.1,     2.7,     3.6,     4.2,   130.9,   133.9,   78.1,  0.00434,      1,     125,     125,       0,    8115
13532704  ,    181077,  181077,  181077,  181077,     2.7,     2.7,     3.5,     4.0,     8.3,     9.5,   79.2,  0.00429,      0,       0,       0,       0,       0
13711329  ,    182347,  182347,  182347,  182347,     2.7,     2.6,     3.5,     4.0,     6.4,    10.8,   80.1,  0.00423,      1,      99,      99,       0,    8109
13898837  ,    180895,  164830,  164830,  164830,     3.0,     2.7,     3.6,     4.2,   104.6,   106.1,   81.3,  0.00418,      0,       0,       0,       0,       0
14086421  ,    181767,  181767,  181767,  181767,     2.7,     2.7,     3.6,     4.0,     6.3,    14.6,   82.3,  0.00413,      0,       0,       0,       0,       0
14252242  ,    182230,  160420,  160420,  160420,     3.1,     2.7,     3.5,     4.1,   127.2,   128.8,   83.3,  0.00408,      1,     121,     121,       0,    8113
14439716  ,    182004,  182004,  182004,  182004,     2.7,     2.7,     3.5,     4.1,     6.9,     9.1,   84.4,  0.00403,      0,       0,       0,       0,       0
14606033  ,    180169,  161215,  161215,  161215,     3.1,     2.7,     3.6,     4.3,   112.5,   114.6,   85.4,  0.00399,      1,     108,     108,       0,    8125
14791699  ,    180053,  180053,  180053,  180053,     2.8,     2.7,     3.6,     4.2,    11.2,    13.4,   86.4,  0.00394,      0,       0,       0,       0,       0
14977999  ,    180220,  180220,  180220,  180220,     2.8,     2.7,     3.6,     4.0,    11.8,    13.5,   87.5,  0.00389,      0,       0,       0,       0,       0
15143252  ,    180894,  160114,  160114,  160114,     3.1,     2.7,     3.6,     4.2,   122.3,   124.2,   88.5,  0.00384,      1,     117,     117,       0,    8108
15329637  ,    180686,  180686,  180686,  180686,     2.8,     2.7,     3.6,     4.1,     7.0,     7.9,   89.5,  0.00380,      0,       0,       0,       0,       0
15496041  ,    179000,  161107,  161107,  161107,     3.1,     2.7,     3.7,     4.4,   105.9,   107.4,   90.6,  0.00376,      1,     101,     101,       0,    8115
15681901  ,    180464,  180464,  180464,  180464,     2.8,     2.7,     3.6,     4.1,     6.5,    16.2,   91.6,  0.00371,      0,       0,       0,       0,       0
15847727  ,    180651,  160578,  160578,  160578,     3.1,     2.7,     3.6,     4.2,   117.7,   118.8,   92.6,  0.00367,      1,     111,     111,       0,    8119
16034961  ,    181878,  181878,  181878,  181878,     2.7,     2.7,     3.5,     4.1,     7.9,     9.4,   93.7,  0.00363,      0,       0,       0,       0,       0
16220679  ,    179710,  179710,  179710,  179710,     2.8,     2.7,     3.6,     4.1,    14.0,    24.5,   94.7,  0.00359,      0,       0,       0,       0,       0
16388958  ,    181347,  163001,  163001,  163001,     3.1,     2.7,     3.6,     4.2,   108.0,   112.0,   95.7,  0.00355,      1,     102,     102,       0,    8119
16575655  ,    181347,  181347,  181347,  181347,     2.7,     2.7,     3.6,     4.3,     7.7,    10.7,   96.8,  0.00351,      0,       0,       0,       0,       0
16744511  ,    181941,  163547,  163547,  163547,     3.0,     2.7,     3.6,     4.2,   107.9,   109.2,   97.8,  0.00348,      1,     103,     103,       0,    8112
16929615  ,    179716,  179716,  179716,  179716,     2.8,     2.7,     3.6,     4.3,     7.2,    16.6,   98.8,  0.00344,      0,       0,       0,       0,       0
17099675  ,    179198,  162134,  162134,  162134,     3.1,     2.7,     3.6,     6.7,   103.1,   104.8,   99.9,  0.00341,      1,      99,      99,       0,    8119
17285914  ,    180629,  180629,  180629,  180629,     2.7,     2.7,     3.5,     4.0,     6.8,    14.5,  100.9,  0.00337,      0,       0,       0,       0,       0
17469625  ,    177752,  177752,  177752,  177752,     2.8,     2.7,     3.7,     4.7,    14.1,    30.4,  101.9,  0.00334,      0,       0,       0,       0,       0
17635733  ,    179311,  160037,  160037,  160037,     3.1,     2.7,     3.7,     5.7,   114.7,   117.1,  103.0,  0.00331,      1,     108,     108,       0,    8119
17820208  ,    179012,  179012,  179012,  179012,     2.8,     2.7,     3.6,     4.4,     8.0,     9.3,  104.0,  0.00327,      0,       0,       0,       0,       0
17983615  ,    176155,  158279,  158279,  158279,     3.1,     2.7,     3.7,     6.0,   108.7,   110.5,  105.0,  0.00324,      1,     103,     103,       0,    8117
18168557  ,    179608,  179608,  179608,  179608,     2.8,     2.7,     3.7,     4.3,     7.7,    10.2,  106.1,  0.00321,      0,       0,       0,       0,       0
18348252  ,    179645,  179645,  179645,  179645,     2.8,     2.7,     3.6,     4.2,    11.1,    14.7,  107.1,  0.00318,      1,     105,     105,       0,    8115
18530138  ,    176326,  159867,  159867,  159867,     3.1,     2.7,     3.6,     7.9,   110.0,   112.1,  108.2,  0.00315,      0,       0,       0,       0,       0
18715945  ,    179895,  179895,  179895,  179895,     2.8,     2.7,     3.6,     4.2,     8.0,    15.6,  109.2,  0.00313,      0,       0,       0,       0,       0
18880457  ,    180465,  159273,  159273,  159273,     3.1,     2.7,     3.6,     4.5,   124.3,   125.3,  110.3,  0.00310,      1,     120,     120,       0,    8115
19065818  ,    180081,  180081,  180081,  180081,     2.8,     2.7,     3.6,     4.6,     7.5,    14.1,  111.3,  0.00307,      0,       0,       0,       0,       0
19231228  ,    179208,  160232,  160232,  160232,     3.1,     2.7,     3.6,     5.4,   113.1,   114.8,  112.3,  0.00304,      1,     106,     106,       0,    8116
19415742  ,    179233,  179233,  179233,  179233,     2.8,     2.7,     3.6,     4.5,     7.6,     8.6,  113.4,  0.00301,      0,       0,       0,       0,       0
19597101  ,    175781,  175781,  175781,  175781,     2.8,     2.7,     3.7,     6.9,    18.7,    30.4,  114.4,  0.00298,      0,       0,       0,       0,       0
19763657  ,    180388,  161361,  161361,  161361,     3.1,     2.7,     3.6,     4.5,   112.5,   114.4,  115.4,  0.00296,      1,     108,     108,       0,    8116
19952470  ,    178947,  178947,  178947,  178947,     2.8,     2.7,     3.6,     4.4,    10.4,    25.6,  116.5,  0.00294,      0,       0,       0,       0,       0
20117633  ,    178528,  158942,  158942,  158942,     3.1,     2.7,     3.7,     6.7,   116.6,   118.2,  117.5,  0.00291,      1,     112,     112,       0,    8115
20302456  ,    179552,  179552,  179552,  179552,     2.8,     2.7,     3.6,     4.2,     8.3,     9.2,  118.5,  0.00289,      0,       0,       0,       0,       0
20470910  ,    180439,  180439,  180439,  180439,     2.8,     2.6,     3.5,     4.5,    10.3,    13.1,  119.5,  0.00286,      1,     125,     125,       0,    8115
20651234  ,    174759,  155517,  155517,  155517,     3.2,     2.7,     3.7,     4.6,   131.4,   133.6,  120.6,  0.00284,      0,       0,       0,       0,       0
20835685  ,    178886,  178886,  178886,  178886,     2.8,     2.7,     3.6,     4.3,    12.8,    28.3,  121.7,  0.00282,      0,       0,       0,       0,       0
20999365  ,    179824,  158592,  158592,  158592,     3.1,     2.7,     3.6,     4.2,   125.1,   127.3,  122.7,  0.00280,      1,     119,     119,       0,    8115
21185374  ,    180784,  180784,  180784,  180784,     2.8,     2.7,     3.6,     4.1,     6.8,     8.3,  123.7,  0.00277,      0,       0,       0,       0,       0
21352283  ,    180440,  161801,  161801,  161801,     3.1,     2.7,     3.6,     4.3,   110.2,   111.6,  124.8,  0.00275,      1,     105,     105,       0,    8115
21538134  ,    180513,  180513,  180513,  180513,     2.8,     2.7,     3.6,     4.1,     6.7,    13.2,  125.8,  0.00273,      0,       0,       0,       0,       0
21725648  ,    181525,  181525,  181525,  181525,     2.7,     2.7,     3.5,     4.0,     6.5,     8.1,  126.8,  0.00271,      0,       0,       0,       0,       0
21889622  ,    179788,  158777,  158777,  158777,     3.1,     2.7,     3.6,     4.3,   123.9,   126.1,  127.9,  0.00268,      1,     117,     117,       0,    8115
22076932  ,    182123,  182123,  182123,  182123,     2.7,     2.7,     3.5,     4.0,     7.0,    10.0,  128.9,  0.00266,      0,       0,       0,       0,       0
22246148  ,    182187,  163865,  163865,  163865,     3.0,     2.7,     3.5,     4.2,   106.8,   108.6,  129.9,  0.00264,      1,     102,     102,       0,    8112
22427470  ,    176099,  176099,  176099,  176099,     2.8,     2.7,     3.6,     4.8,    17.8,    26.2,  130.9,  0.00262,      0,       0,       0,       0,       0
22598743  ,    181538,  181538,  181538,  181538,     2.7,     2.7,     3.5,     4.0,     6.6,    10.7,  131.9,  0.00261,      1,     111,     111,       0,    8119
22785756  ,    181463,  163577,  163577,  163577,     3.0,     2.7,     3.6,     4.1,   116.7,   119.1,  133.0,  0.00259,      0,       0,       0,       0,       0
22972697  ,    181010,  181010,  181010,  181010,     2.7,     2.7,     3.6,     4.3,     7.5,     9.4,  134.1,  0.00257,      0,       0,       0,       0,       0
23140235  ,    181599,  162482,  162482,  162482,     3.1,     2.7,     3.6,     4.1,   112.1,   113.9,  135.1,  0.00255,      1,     107,     107,       0,    8115
23325399  ,    179783,  179783,  179783,  179783,     2.8,     2.7,     3.6,     4.2,     7.7,    12.5,  136.1,  0.00253,      0,       0,       0,       0,       0
23492815  ,    181437,  161317,  161317,  161317,     3.1,     2.7,     3.6,     4.2,   118.8,   120.3,  137.2,  0.00251,      1,     114,     114,       0,    8115
23679260  ,    178329,  178329,  178329,  178329,     2.8,     2.7,     3.6,     4.3,    16.9,    27.0,  138.2,  0.00250,      0,       0,       0,       0,       0
23862643  ,    177277,  177277,  177277,  177277,     2.8,     2.7,     3.7,     4.3,    13.7,    14.8,  139.2,  0.00248,      0,       0,       0,       0,       0
24029317  ,    179597,  161535,  161535,  161535,     3.1,     2.7,     3.6,     4.7,   107.5,   109.3,  140.3,  0.00246,      1,     102,     102,       0,    8109
24215445  ,    180794,  180794,  180794,  180794,     2.8,     2.7,     3.6,     4.2,     9.1,    15.4,  141.3,  0.00244,      0,       0,       0,       0,       0
24380008  ,    178870,  159250,  159250,  159250,     3.1,     2.7,     3.6,     5.5,   116.4,   118.1,  142.3,  0.00243,      1,     111,     111,       0,    8122
24564970  ,    179442,  179442,  179442,  179442,     2.8,     2.7,     3.6,     4.5,     7.9,    10.5,  143.4,  0.00241,      0,       0,       0,       0,       0
24729409  ,    178586,  158645,  158645,  158645,     3.1,     2.7,     3.6,     4.7,   119.7,   122.0,  144.4,  0.00239,      1,     115,     115,       0,    8119
24912629  ,    177729,  177729,  177729,  177729,     2.8,     2.7,     3.7,     5.3,    17.2,    19.5,  145.4,  0.00237,      0,       0,       0,       0,       0
25096215  ,    177173,  177173,  177173,  177173,     2.8,     2.7,     3.7,     6.0,     7.7,     9.1,  146.5,  0.00236,      0,       0,       0,       0,       0
25260749  ,    178576,  159538,  159538,  159538,     3.1,     2.7,     3.7,     6.2,   113.5,   115.3,  147.5,  0.00234,      1,     108,     108,       0,    8109
25445983  ,    180024,  180024,  180024,  180024,     2.8,     2.7,     3.6,     4.5,     7.4,     9.3,  148.5,  0.00233,      0,       0,       0,       0,       0
25610630  ,    178308,  159499,  159499,  159499,     3.1,     2.7,     3.7,     6.2,   112.5,   117.9,  149.6,  0.00231,      1,     107,     107,       0,    8125
25793593  ,    177699,  177699,  177699,  177699,     2.8,     2.7,     3.6,     4.5,    10.1,    30.2,  150.6,  0.00230,      0,       0,       0,       0,       0
25978020  ,    178687,  178687,  178687,  178687,     2.8,     2.7,     3.7,     4.6,     8.4,    15.2,  151.6,  0.00228,      0,       0,       0,       0,       0
26142767  ,    179553,  159629,  159629,  159629,     3.1,     2.7,     3.6,     4.5,   118.1,   119.8,  152.7,  0.00227,      1,     113,     113,       0,    8109
26326409  ,    178074,  178074,  178074,  178074,     2.8,     2.7,     3.7,     4.8,     8.2,    19.6,  153.7,  0.00225,      0,       0,       0,       0,       0
26489319  ,    178071,  158039,  158039,  158039,     3.2,     2.7,     3.7,     7.6,   119.0,   120.7,  154.7,  0.00224,      1,     114,     114,       0,    8119
26671542  ,    175434,  175434,  175434,  175434,     2.8,     2.7,     3.6,     4.2,    13.0,    18.1,  155.8,  0.00222,      0,       0,       0,       0,       0
26854461  ,    181971,  181971,  181971,  181971,     2.8,     2.6,     3.5,     4.1,    17.9,    20.3,  156.8,  0.00221,      1,     110,     110,       0,    8112
27038205  ,    178150,  160649,  160649,  160649,     3.1,     2.7,     3.7,     4.5,   115.9,   118.3,  157.9,  0.00220,      0,       0,       0,       0,       0
27224644  ,    180626,  180626,  180626,  180626,     2.8,     2.7,     3.6,     4.1,     6.8,     8.3,  158.9,  0.00219,      0,       0,       0,       0,       0
27392473  ,    181861,  162313,  162313,  162313,     3.1,     2.7,     3.5,     4.1,   114.6,   116.6,  160.0,  0.00217,      1,     109,     109,       0,    8119
27578856  ,    182111,  182111,  182111,  182111,     2.7,     2.7,     3.5,     4.0,     4.4,     5.4,  161.0,  0.00216,      0,       0,       0,       0,       0
27747202  ,    178570,  158434,  158434,  158434,     3.1,     2.7,     3.6,     4.4,   122.6,   124.1,  162.1,  0.00215,      1,     118,     118,       0,    8112
27932754  ,    180219,  180219,  180219,  180219,     2.8,     2.7,     3.6,     4.2,     7.7,    14.7,  163.1,  0.00213,      0,       0,       0,       0,       0
28119598  ,    180287,  180287,  180287,  180287,     2.8,     2.7,     3.6,     4.2,     7.5,    10.7,  164.1,  0.00212,      0,       0,       0,       0,       0
28285003  ,    180615,  160265,  160265,  160265,     3.1,     2.7,     3.6,     4.2,   119.5,   121.2,  165.2,  0.00211,      1,     114,     114,       0,    8116
28471136  ,    180676,  180676,  180676,  180676,     2.8,     2.7,     3.6,     4.1,     6.6,     9.3,  166.2,  0.00209,      0,       0,       0,       0,       0
28640050  ,    181574,  163571,  163571,  163571,     3.0,     2.7,     3.6,     4.2,   105.9,   108.2,  167.2,  0.00208,      1,     101,     101,       0,    8112
28828515  ,    182096,  182096,  182096,  182096,     2.7,     2.7,     3.5,     4.0,     7.0,    12.3,  168.3,  0.00207,      0,       0,       0,       0,       0
28994646  ,    180942,  160097,  160097,  160097,     3.1,     2.7,     3.6,     4.2,   123.7,   126.0,  169.3,  0.00206,      1,     118,     118,       0,    8115
29179242  ,    179315,  179315,  179315,  179315,     2.8,     2.7,     3.6,     4.3,     8.6,    26.2,  170.3,  0.00205,      0,       0,       0,       0,       0
29364109  ,    179002,  179002,  179002,  179002,     2.8,     2.7,     3.6,     4.1,    13.6,    42.6,  171.4,  0.00203,      0,       0,       0,       0,       0
29528177  ,    179277,  158926,  158926,  158926,     3.1,     2.7,     3.7,     5.8,   121.0,   123.1,  172.4,  0.00202,      1,     113,     113,       0,    8109
29715502  ,    181878,  181878,  181878,  181878,     2.7,     2.7,     3.6,     4.1,     7.1,     9.4,  173.4,  0.00201,      0,       0,       0,       0,       0
29881649  ,    180959,  160297,  160297,  160297,     3.1,     2.7,     3.6,     4.7,   121.7,   123.3,  174.5,  0.00200,      1,     116,     116,       0,    8125
30067767  ,    180820,  180820,  180820,  180820,     2.8,     2.7,     3.6,     4.1,     7.8,     9.2,  175.5,  0.00199,      0,       0,       0,       0,       0
30254393  ,    180744,  180744,  180744,  180744,     2.8,     2.7,     3.5,     4.2,     8.4,     9.6,  176.5,  0.00198,      0,       0,       0,       0,       0
