INFO  17:04:38 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  17:04:38 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up insert with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Generating batches with [1..1] partitions and [1..1] rows (of [1..1] total rows in the partitions)
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [insert, likelyquery0] with 250 threads for 5000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
likelyquery0,   1199984,     316,     316,     316,   697.3,   639.2,  1089.5,  1282.8,  1429.6,  1566.5, 3887.0,  0.01348,      0,      0,       0,       0,       0,       0
total,       1599154,     417,     417,     417,   598.8,   577.3,  1049.1,  1252.7,  1410.2,  1566.5, 3887.0,  0.01348,      0,      0,       0,       0,       0,       0
insert,       407112,     102,     102,     102,   293.1,   284.3,   436.3,   514.1,   607.3,   676.9, 3964.8,  0.01322,      0,      0,       0,       0,       0,       0
likelyquery0,   1224431,     314,     314,     314,   700.6,   683.5,   979.6,  1107.4,  1238.3,  1366.8, 3964.8,  0.01322,      0,      0,       0,       0,       0,       0
total,       1631543,     417,     417,     417,   600.7,   617.4,   952.9,  1088.2,  1219.6,  1366.8, 3964.8,  0.01322,      0,      0,       0,       0,       0,       0
insert,       414867,     108,     108,     108,   288.9,   269.2,   464.5,   569.7,   659.7,   737.6, 4036.3,  0.01296,      0,      0,       0,       0,       0,       0
likelyquery0,   1246936,     314,     314,     314,   696.5,   651.6,  1053.5,  1225.8,  1390.0,  1586.0, 4036.3,  0.01296,      0,      0,       0,       0,       0,       0
total,       1661803,     423,     423,     423,   592.1,   580.2,  1015.5,  1207.3,  1386.2,  1586.0, 4036.3,  0.01296,      0,      0,       0,       0,       0,       0
insert,       422527,     110,     110,     110,   282.9,   260.3,   475.3,   564.4,   694.0,   743.8, 4106.2,  0.01272,      0,      0,       0,       0,       0,       0
likelyquery0,   1269221,     319,     319,     319,   686.3,   628.2,  1086.2,  1252.9,  1428.2,  1556.3, 4106.2,  0.01272,      0,      0,       0,       0,       0,       0
total,       1691748,     429,     429,     429,   583.1,   566.1,  1043.4,  1228.9,  1392.9,  1556.3, 4106.2,  0.01272,      0,      0,       0,       0,       0,       0
insert,       432060,     105,     105,     105,   287.6,   275.4,   442.6,   543.2,   681.1,   783.2, 4196.9,  0.01249,      0,      0,       0,       0,       0,       0
likelyquery0,   1298059,     318,     318,     318,   690.5,   659.0,  1007.1,  1236.3,  1419.8,  1615.5, 4196.9,  0.01249,      0,      0,       0,       0,       0,       0
total,       1730119,     423,     423,     423,   590.4,   593.6,   961.9,  1205.9,  1399.1,  1615.5, 4196.9,  0.01249,      0,      0,       0,       0,       0,       0
insert,       440053,     102,     102,     102,   290.2,   270.6,   468.3,   574.3,   680.1,   775.0, 4275.0,  0.01226,      0,      0,       0,       0,       0,       0
likelyquery0,   1322704,     315,     315,     315,   698.5,   653.3,  1071.9,  1249.4,  1446.9,  1573.2, 4275.0,  0.01226,      0,      0,       0,       0,       0,       0
total,       1762757,     418,     418,     418,   598.5,   585.4,  1028.2,  1219.9,  1439.0,  1573.2, 4275.0,  0.01226,      0,      0,       0,       0,       0,       0
insert,       446797,     112,     112,     112,   281.6,   267.8,   431.8,   515.7,   672.3,   704.7, 4335.1,  0.01205,      0,      0,       0,       0,       0,       0
likelyquery0,   1342026,     321,     321,     321,   679.5,   658.5,   975.0,  1128.0,  1265.7,  1362.3, 4335.1,  0.01205,      0,      0,       0,       0,       0,       0
total,       1788823,     434,     434,     434,   576.6,   580.3,   938.6,  1104.1,  1252.4,  1362.3, 4335.1,  0.01205,      0,      0,       0,       0,       0,       0
insert,       456348,     100,     100,     100,   295.3,   275.7,   475.7,   578.8,   679.8,   754.2, 4430.2,  0.01184,      0,      0,       0,       0,       0,       0
likelyquery0,   1371760,     313,     313,     313,   705.4,   661.6,  1061.4,  1231.5,  1387.0,  1518.9, 4430.3,  0.01184,      0,      0,       0,       0,       0,       0
total,       1828108,     413,     413,     413,   605.7,   597.8,  1028.8,  1204.8,  1374.4,  1518.9, 4430.3,  0.01184,      0,      0,       0,       0,       0,       0
insert,       464662,     109,     109,     109,   280.1,   265.8,   426.6,   521.7,   607.0,   711.8, 4506.3,  0.01166,      0,      0,       0,       0,       0,       0
likelyquery0,   1396608,     327,     327,     327,   669.9,   640.4,   981.2,  1155.5,  1304.7,  1409.0, 4506.3,  0.01166,      0,      0,       0,       0,       0,       0
total,       1861270,     436,     436,     436,   572.2,   571.1,   949.0,  1117.2,  1291.3,  1409.0, 4506.3,  0.01166,      0,      0,       0,       0,       0,       0
insert,       476259,     116,     116,     116,   271.8,   252.5,   437.4,   540.2,   656.0,   775.1, 4606.6,  0.01151,      0,      0,       0,       0,       0,       0
likelyquery0,   1430095,     334,     334,     334,   655.9,   609.9,  1008.2,  1167.7,  1300.7,  1416.0, 4606.6,  0.01151,      0,      0,       0,       0,       0,       0
total,       1906354,     449,     449,     449,   557.1,   546.6,   969.8,  1142.9,  1291.8,  1416.0, 4606.6,  0.01151,      0,      0,       0,       0,       0,       0
insert,       484625,     109,     109,     109,   281.7,   267.9,   435.9,   544.4,   713.7,   859.6, 4683.3,  0.01133,      0,      0,       0,       0,       0,       0
likelyquery0,   1454869,     323,     323,     323,   678.1,   652.6,   977.8,  1194.0,  1477.3,  1607.8, 4683.3,  0.01133,      0,      0,       0,       0,       0,       0
total,       1939494,     432,     432,     432,   578.1,   583.8,   940.4,  1145.0,  1453.6,  1607.8, 4683.3,  0.01133,      0,      0,       0,       0,       0,       0
insert,       492656,     106,     106,     106,   280.9,   261.6,   457.2,   580.0,   648.3,   737.9, 4759.2,  0.01115,      0,      0,       0,       0,       0,       0
likelyquery0,   1479860,     329,     329,     329,   669.7,   618.7,  1047.7,  1222.0,  1433.4,  1617.6, 4759.2,  0.01115,      0,      0,       0,       0,       0,       0
total,       1972516,     435,     435,     435,   575.1,   562.2,  1005.2,  1194.6,  1417.6,  1617.6, 4759.2,  0.01115,      0,      0,       0,       0,       0,       0
insert,       500199,     110,     110,     110,   278.5,   268.7,   417.7,   504.4,   589.0,   626.7, 4827.5,  0.01099,      0,      0,       0,       0,       0,       0
likelyquery0,   1502106,     326,     326,     326,   672.2,   653.2,   958.0,  1099.2,  1210.2,  1355.8, 4827.5,  0.01099,      0,      0,       0,       0,       0,       0
total,       2002305,     436,     436,     436,   572.5,   593.3,   922.5,  1081.3,  1201.7,  1355.8, 4827.5,  0.01099,      0,      0,       0,       0,       0,       0
insert,       506333,     106,     106,     106,   274.6,   260.3,   423.6,   527.5,   654.6,   751.7, 4885.4,  0.01084,      0,      0,       0,       0,       0,       0
likelyquery0,   1521641,     338,     338,     338,   654.6,   619.9,   977.3,  1151.4,  1311.3,  1434.8, 4885.4,  0.01084,      0,      0,       0,       0,       0,       0
total,       2027974,     443,     443,     443,   563.8,   560.1,   939.4,  1123.1,  1309.6,  1434.8, 4885.4,  0.01084,      0,      0,       0,       0,       0,       0
insert,       515442,     112,     112,     112,   275.3,   257.5,   444.1,   545.3,   672.1,   716.2, 4966.8,  0.01070,      0,      0,       0,       0,       0,       0
likelyquery0,   1548608,     331,     331,     331,   660.3,   623.0,  1002.6,  1175.8,  1328.8,  1555.0, 4966.9,  0.01070,      0,      0,       0,       0,       0,       0
total,       2064050,     443,     443,     443,   563.1,   552.3,   964.6,  1154.2,  1315.4,  1555.0, 4966.9,  0.01070,      0,      0,       0,       0,       0,       0
insert,       523182,     112,     112,     112,   276.0,   261.9,   428.8,   552.1,   719.9,   796.6, 5036.0,  0.01056,      0,      0,       0,       0,       0,       0
likelyquery0,   1571526,     331,     331,     331,   663.6,   632.2,   979.3,  1178.6,  1404.1,  1520.4, 5036.0,  0.01056,      0,      0,       0,       0,       0,       0
total,       2094708,     443,     443,     443,   565.7,   567.6,   945.9,  1131.6,  1391.5,  1520.4, 5036.0,  0.01056,      0,      0,       0,       0,       0,       0
insert,       528302,     108,     108,     108,   278.2,   265.0,   428.0,   521.0,   663.3,   700.2, 5083.3,  0.01042,      0,      0,       0,       0,       0,       0
likelyquery0,   1587328,     335,     335,     335,   655.3,   627.3,   956.8,  1130.8,  1290.4,  1460.3, 5083.3,  0.01042,      0,      0,       0,       0,       0,       0
total,       2115630,     443,     443,     443,   563.0,   564.1,   918.8,  1105.9,  1280.6,  1460.3, 5083.3,  0.01042,      0,      0,       0,       0,       0,       0
insert,       535672,     108,     108,     108,   276.3,   261.2,   430.5,   522.0,   685.2,   731.0, 5151.5,  0.01029,      0,      0,       0,       0,       0,       0
likelyquery0,   1610192,     335,     335,     335,   657.5,   623.1,   979.4,  1148.2,  1329.0,  1479.1, 5151.5,  0.01029,      0,      0,       0,       0,       0,       0
total,       2145864,     443,     443,     443,   564.6,   560.5,   947.4,  1120.7,  1311.1,  1479.1, 5151.5,  0.01029,      0,      0,       0,       0,       0,       0
insert,       545004,     115,     115,     115,   275.6,   256.5,   442.4,   560.0,   705.6,   814.5, 5232.5,  0.01017,      0,      0,       0,       0,       0,       0
likelyquery0,   1637102,     332,     332,     332,   658.0,   612.6,  1009.4,  1235.0,  1468.4,  1609.6, 5232.5,  0.01017,      0,      0,       0,       0,       0,       0
total,       2182106,     447,     447,     447,   559.5,   552.8,   968.2,  1183.1,  1449.6,  1609.6, 5232.5,  0.01017,      0,      0,       0,       0,       0,       0
insert,       550894,     111,     111,     111,   270.2,   255.6,   413.8,   493.4,   632.9,   684.5, 5285.7,  0.01006,      0,      0,       0,       0,       0,       0
likelyquery0,   1655250,     341,     341,     341,   643.4,   603.8,   948.1,  1117.1,  1264.0,  1374.8, 5285.7,  0.01006,      0,      0,       0,       0,       0,       0
total,       2206144,     452,     452,     452,   551.9,   547.1,   914.3,  1095.8,  1257.7,  1374.8, 5285.7,  0.01006,      0,      0,       0,       0,       0,       0
insert,       558185,     106,     106,     106,   286.2,   271.9,   445.5,   549.2,   685.4,   778.1, 5354.8,  0.00992,      0,      0,       0,       0,       0,       0
likelyquery0,   1677450,     321,     321,     321,   683.9,   654.4,  1008.4,  1208.4,  1370.5,  1467.0, 5354.8,  0.00992,      0,      0,       0,       0,       0,       0
total,       2235635,     427,     427,     427,   585.6,   585.0,   966.8,  1171.9,  1349.3,  1467.0, 5354.8,  0.00992,      0,      0,       0,       0,       0,       0
insert,       564288,     111,     111,     111,   272.5,   244.3,   478.0,   582.2,   673.2,   752.6, 5409.7,  0.00980,      0,      0,       0,       0,       0,       0
likelyquery0,   1695866,     335,     335,     335,   656.9,   585.5,  1082.3,  1262.0,  1422.3,  1599.1, 5409.7,  0.00980,      0,      0,       0,       0,       0,       0
total,       2260154,     446,     446,     446,   561.2,   535.8,  1033.0,  1234.5,  1413.5,  1599.1, 5409.7,  0.00980,      0,      0,       0,       0,       0,       0
insert,       574420,     110,     110,     110,   274.4,   259.3,   425.6,   540.3,   657.7,   802.2, 5502.1,  0.00969,      0,      0,       0,       0,       0,       0
likelyquery0,   1726679,     333,     333,     333,   657.0,   628.1,   968.4,  1140.0,  1281.8,  1437.6, 5502.1,  0.00969,      0,      0,       0,       0,       0,       0
total,       2301099,     443,     443,     443,   562.3,   559.8,   930.0,  1116.8,  1270.0,  1437.6, 5502.1,  0.00969,      0,      0,       0,       0,       0,       0
insert,       580823,     114,     114,     114,   270.8,   248.6,   461.2,   587.1,   713.2,   849.7, 5558.4,  0.00959,      0,      0,       0,       0,       0,       0
likelyquery0,   1745747,     339,     339,     339,   651.9,   596.8,  1073.0,  1271.1,  1446.4,  1665.1, 5558.4,  0.00959,      0,      0,       0,       0,       0,       0
total,       2326570,     453,     453,     453,   556.1,   544.6,  1018.6,  1244.7,  1437.1,  1665.1, 5558.4,  0.00959,      0,      0,       0,       0,       0,       0
insert,       587139,     116,     116,     116,   271.8,   262.0,   423.2,   498.0,   573.2,   629.2, 5612.7,  0.00948,      0,      0,       0,       0,       0,       0
likelyquery0,   1763388,     325,     325,     325,   669.5,   657.7,   942.6,  1068.8,  1177.5,  1277.2, 5612.7,  0.00948,      0,      0,       0,       0,       0,       0
total,       2350527,     441,     441,     441,   564.6,   580.7,   913.3,  1047.1,  1174.1,  1277.2, 5612.7,  0.00948,      0,      0,       0,       0,       0,       0
insert,       594029,     110,     110,     110,   271.2,   250.7,   439.2,   569.2,   718.7,   886.8, 5675.6,  0.00937,      0,      0,       0,       0,       0,       0
likelyquery0,   1784496,     336,     336,     336,   656.9,   608.3,  1029.9,  1227.7,  1375.4,  1566.4, 5675.6,  0.00937,      0,      0,       0,       0,       0,       0
total,       2378525,     445,     445,     445,   562.0,   545.0,   981.0,  1196.8,  1354.3,  1566.4, 5675.6,  0.00937,      0,      0,       0,       0,       0,       0
insert,       601289,     103,     103,     103,   284.3,   276.4,   412.1,   482.6,   674.4,   830.2, 5745.8,  0.00924,      0,      0,       0,       0,       0,       0
likelyquery0,   1807336,     325,     325,     325,   679.4,   664.6,   937.8,  1083.3,  1274.5,  1442.7, 5745.8,  0.00924,      0,      0,       0,       0,       0,       0
total,       2408625,     429,     429,     429,   584.1,   608.6,   908.5,  1061.9,  1264.5,  1442.7, 5745.8,  0.00924,      0,      0,       0,       0,       0,       0
insert,       610383,     114,     114,     114,   264.8,   242.2,   446.0,   545.2,   628.8,   712.9, 5825.3,  0.00918,      0,      0,       0,       0,       0,       0
likelyquery0,   1834799,     346,     346,     346,   634.8,   576.5,  1008.4,  1168.3,  1313.5,  1414.9, 5825.3,  0.00918,      0,      0,       0,       0,       0,       0
total,       2445182,     460,     460,     460,   542.7,   526.9,   973.3,  1143.1,  1297.0,  1414.9, 5825.3,  0.00918,      0,      0,       0,       0,       0,       0
insert,       615766,     120,     120,     120,   270.2,   254.5,   429.6,   523.5,   607.2,   667.7, 5870.2,  0.00909,      0,      0,       0,       0,       0,       0
likelyquery0,   1849653,     331,     331,     331,   657.2,   626.3,   973.9,  1106.2,  1256.3,  1350.8, 5870.2,  0.00909,      0,      0,       0,       0,       0,       0
total,       2465419,     451,     451,     451,   554.3,   551.2,   941.6,  1082.1,  1228.6,  1350.8, 5870.2,  0.00909,      0,      0,       0,       0,       0,       0
insert,       625347,     112,     112,     112,   274.3,   259.7,   428.7,   508.5,   608.0,   683.3, 5955.4,  0.00900,      0,      0,       0,       0,       0,       0
likelyquery0,   1878184,     335,     335,     335,   656.5,   628.5,   962.3,  1124.8,  1268.1,  1410.5, 5955.5,  0.00900,      0,      0,       0,       0,       0,       0
total,       2503531,     447,     447,     447,   560.4,   560.6,   930.4,  1099.7,  1257.7,  1410.5, 5955.5,  0.00900,      0,      0,       0,       0,       0,       0
insert,       632013,     112,     112,     112,   266.3,   246.9,   435.2,   530.1,   663.2,   745.2, 6014.9,  0.00892,      0,      0,       0,       0,       0,       0
likelyquery0,   1898631,     344,     344,     344,   640.0,   594.5,   965.5,  1145.7,  1362.3,  1485.8, 6014.9,  0.00892,      0,      0,       0,       0,       0,       0
total,       2530644,     456,     456,     456,   548.1,   537.8,   934.9,  1118.6,  1335.1,  1485.8, 6014.9,  0.00892,      0,      0,       0,       0,       0,       0
insert,       638546,     114,     114,     114,   273.2,   260.1,   419.0,   503.1,   660.1,   681.5, 6072.2,  0.00883,      0,      0,       0,       0,       0,       0
likelyquery0,   1917783,     334,     334,     334,   654.5,   631.1,   941.6,  1072.4,  1206.7,  1347.6, 6072.2,  0.00883,      0,      0,       0,       0,       0,       0
total,       2556329,     448,     448,     448,   557.5,   566.1,   910.7,  1049.3,  1203.6,  1347.6, 6072.2,  0.00883,      0,      0,       0,       0,       0,       0
insert,       646130,     116,     116,     116,   268.5,   249.0,   443.1,   553.3,   702.4,   772.4, 6137.8,  0.00875,      0,      0,       0,       0,       0,       0
likelyquery0,   1939923,     338,     338,     338,   648.4,   599.9,  1023.6,  1214.1,  1392.9,  1560.1, 6137.8,  0.00875,      0,      0,       0,       0,       0,       0
total,       2586053,     454,     454,     454,   551.4,   540.3,   983.1,  1182.0,  1384.2,  1560.1, 6137.8,  0.00875,      0,      0,       0,       0,       0,       0
insert,       654443,     114,     114,     114,   267.5,   250.9,   427.0,   513.3,   583.8,   653.7, 6210.5,  0.00867,      0,      0,       0,       0,       0,       0
likelyquery0,   1964480,     337,     337,     337,   650.6,   622.5,   961.6,  1112.8,  1252.9,  1401.0, 6210.6,  0.00867,      0,      0,       0,       0,       0,       0
total,       2618923,     451,     451,     451,   553.7,   552.0,   923.8,  1087.5,  1228.4,  1401.0, 6210.6,  0.00867,      0,      0,       0,       0,       0,       0
insert,       662192,     117,     117,     117,   265.4,   246.9,   429.8,   530.5,   644.2,   738.0, 6276.5,  0.00860,      0,      0,       0,       0,       0,       0
likelyquery0,   1986889,     340,     340,     340,   643.2,   604.2,   981.0,  1159.3,  1307.6,  1562.8, 6276.5,  0.00860,      0,      0,       0,       0,       0,       0
total,       2649081,     457,     457,     457,   546.1,   544.4,   935.0,  1137.3,  1289.0,  1562.8, 6276.5,  0.00860,      0,      0,       0,       0,       0,       0
insert,       670232,     121,     121,     121,   261.2,   252.0,   388.6,   463.5,   551.2,   676.6, 6342.8,  0.00856,      0,      0,       0,       0,       0,       0
likelyquery0,   2009753,     345,     345,     345,   632.9,   612.8,   883.6,  1008.2,  1141.1,  1231.9, 6342.8,  0.00856,      0,      0,       0,       0,       0,       0
total,       2679985,     466,     466,     466,   536.2,   553.4,   856.5,   989.6,  1118.4,  1231.9, 6342.8,  0.00856,      0,      0,       0,       0,       0,       0
insert,       676855,     112,     112,     112,   282.1,   261.4,   462.1,   575.2,   694.9,   745.0, 6402.1,  0.00847,      0,      0,       0,       0,       0,       0
likelyquery0,   2028931,     323,     323,     323,   676.5,   630.0,  1055.9,  1252.7,  1432.1,  1575.4, 6402.1,  0.00847,      0,      0,       0,       0,       0,       0
total,       2705786,     435,     435,     435,   575.3,   553.8,  1010.0,  1213.0,  1417.6,  1575.4, 6402.1,  0.00847,      0,      0,       0,       0,       0,       0
insert,       685009,     113,     113,     113,   272.0,   261.3,   406.9,   478.2,   543.8,   612.4, 6474.1,  0.00839,      0,      0,       0,       0,       0,       0
likelyquery0,   2053199,     337,     337,     337,   648.7,   624.7,   932.9,  1072.1,  1196.6,  1405.3, 6474.1,  0.00839,      0,      0,       0,       0,       0,       0
total,       2738208,     450,     450,     450,   553.9,   563.1,   902.4,  1049.2,  1188.7,  1405.3, 6474.1,  0.00839,      0,      0,       0,       0,       0,       0
insert,       695169,     110,     110,     110,   271.1,   254.6,   430.7,   516.3,   607.3,   660.7, 6566.7,  0.00831,      0,      0,       0,       0,       0,       0
likelyquery0,   2084756,     341,     341,     341,   646.1,   608.8,   954.4,  1100.1,  1267.2,  1437.9, 6566.7,  0.00831,      0,      0,       0,       0,       0,       0
total,       2779925,     450,     450,     450,   554.7,   549.4,   924.1,  1078.7,  1257.3,  1437.9, 6566.7,  0.00831,      0,      0,       0,       0,       0,       0
insert,       701595,     119,     119,     119,   265.6,   255.7,   400.8,   493.4,   589.8,   615.0, 6620.7,  0.00825,      0,      0,       0,       0,       0,       0
likelyquery0,   2103168,     341,     341,     341,   642.7,   623.0,   918.0,  1071.8,  1176.1,  1320.7, 6620.7,  0.00825,      0,      0,       0,       0,       0,       0
total,       2804763,     460,     460,     460,   545.2,   562.1,   878.9,  1041.2,  1173.3,  1320.7, 6620.7,  0.00825,      0,      0,       0,       0,       0,       0
insert,       712346,     111,     111,     111,   274.0,   250.9,   456.2,   555.7,   677.1,   771.1, 6717.4,  0.00817,      0,      0,       0,       0,       0,       0
likelyquery0,   2135554,     335,     335,     335,   654.4,   596.5,  1037.3,  1207.9,  1382.7,  1536.4, 6717.4,  0.00817,      0,      0,       0,       0,       0,       0
total,       2847900,     446,     446,     446,   559.6,   536.3,   998.5,  1182.5,  1355.9,  1536.4, 6717.4,  0.00817,      0,      0,       0,       0,       0,       0
insert,       718761,     117,     117,     117,   271.3,   258.7,   417.1,   488.1,   571.7,   594.2, 6772.4,  0.00810,      0,      0,       0,       0,       0,       0
likelyquery0,   2154009,     336,     336,     336,   651.5,   626.7,   949.2,  1076.5,  1217.4,  1345.0, 6772.4,  0.00810,      0,      0,       0,       0,       0,       0
total,       2872770,     452,     452,     452,   553.4,   553.5,   918.7,  1054.6,  1194.5,  1345.0, 6772.4,  0.00810,      0,      0,       0,       0,       0,       0
insert,       727040,     111,     111,     111,   272.5,   256.4,   423.8,   509.7,   686.3,   813.9, 6846.7,  0.00803,      0,      0,       0,       0,       0,       0
likelyquery0,   2179116,     338,     338,     338,   650.3,   614.8,   960.2,  1141.5,  1384.8,  1504.1, 6846.7,  0.00803,      0,      0,       0,       0,       0,       0
total,       2906156,     449,     449,     449,   556.6,   547.0,   928.0,  1107.1,  1356.1,  1504.1, 6846.7,  0.00803,      0,      0,       0,       0,       0,       0
insert,       733218,     110,     110,     110,   272.6,   257.9,   431.1,   510.8,   566.9,   640.2, 6902.9,  0.00795,      0,      0,       0,       0,       0,       0
likelyquery0,   2197929,     334,     334,     334,   656.6,   632.3,   959.3,  1090.8,  1214.1,  1293.7, 6902.9,  0.00795,      0,      0,       0,       0,       0,       0
total,       2931147,     444,     444,     444,   561.7,   563.0,   929.1,  1073.9,  1209.3,  1293.7, 6902.9,  0.00795,      0,      0,       0,       0,       0,       0
insert,       740150,     107,     107,     107,   271.7,   251.2,   443.5,   586.3,   717.2,   771.3, 6967.6,  0.00787,      0,      0,       0,       0,       0,       0
likelyquery0,   2219695,     337,     337,     337,   658.2,   621.7,  1003.8,  1254.4,  1427.3,  1641.9, 6967.6,  0.00787,      0,      0,       0,       0,       0,       0
total,       2959845,     444,     444,     444,   564.9,   554.6,   961.3,  1209.8,  1406.5,  1641.9, 6967.6,  0.00787,      0,      0,       0,       0,       0,       0
insert,       746370,     113,     113,     113,   272.4,   257.6,   432.9,   514.4,   583.3,   625.8, 7022.6,  0.00779,      0,      0,       0,       0,       0,       0
likelyquery0,   2237968,     332,     332,     332,   660.0,   631.1,   968.6,  1113.0,  1251.3,  1356.7, 7022.6,  0.00779,      0,      0,       0,       0,       0,       0
total,       2984338,     445,     445,     445,   561.6,   559.9,   936.4,  1088.7,  1243.4,  1356.7, 7022.6,  0.00779,      0,      0,       0,       0,       0,       0
insert,       753523,     113,     113,     113,   274.2,   257.2,   430.0,   521.3,   595.4,   714.1, 7086.1,  0.00772,      0,      0,       0,       0,       0,       0
likelyquery0,   2259093,     333,     333,     333,   655.0,   627.0,   959.3,  1093.6,  1262.7,  1391.0, 7086.1,  0.00772,      0,      0,       0,       0,       0,       0
total,       3012616,     446,     446,     446,   558.7,   557.7,   927.7,  1073.5,  1238.6,  1391.0, 7086.1,  0.00772,      0,      0,       0,       0,       0,       0
insert,       762183,     120,     120,     120,   265.4,   244.0,   438.1,   520.1,   723.1,   860.8, 7158.3,  0.00767,      0,      0,       0,       0,       0,       0
likelyquery0,   2283709,     341,     341,     341,   642.1,   589.5,   992.2,  1214.6,  1436.7,  1551.0, 7158.3,  0.00767,      0,      0,       0,       0,       0,       0
total,       3045892,     461,     461,     461,   544.1,   531.1,   949.0,  1184.3,  1427.7,  1551.0, 7158.3,  0.00767,      0,      0,       0,       0,       0,       0
insert,       769045,     112,     112,     112,   267.6,   256.4,   409.5,   484.6,   559.3,   623.2, 7219.8,  0.00761,      0,      0,       0,       0,       0,       0
likelyquery0,   2304798,     343,     343,     343,   641.8,   619.1,   923.6,  1059.2,  1157.3,  1245.9, 7219.8,  0.00761,      0,      0,       0,       0,       0,       0
total,       3073843,     454,     454,     454,   549.9,   556.4,   895.2,  1035.6,  1148.4,  1245.9, 7219.8,  0.00761,      0,      0,       0,       0,       0,       0
insert,       774796,     118,     118,     118,   258.1,   235.5,   424.0,   511.8,   619.5,   661.7, 7268.4,  0.00758,      0,      0,       0,       0,       0,       0
likelyquery0,   2321723,     349,     349,     349,   630.7,   578.5,   973.3,  1106.8,  1243.1,  1382.0, 7268.4,  0.00758,      0,      0,       0,       0,       0,       0
total,       3096519,     467,     467,     467,   536.2,   524.1,   938.4,  1084.5,  1236.0,  1382.0, 7268.4,  0.00758,      0,      0,       0,       0,       0,       0
insert,       785631,     114,     114,     114,   271.7,   260.3,   407.4,   503.4,   602.9,   665.7, 7363.5,  0.00751,      0,      0,       0,       0,       0,       0
likelyquery0,   2353618,     335,     335,     335,   652.2,   633.6,   929.1,  1083.7,  1236.7,  1318.8, 7363.6,  0.00751,      0,      0,       0,       0,       0,       0
total,       3139249,     449,     449,     449,   555.7,   567.3,   896.4,  1057.6,  1216.4,  1318.8, 7363.6,  0.00751,      0,      0,       0,       0,       0,       0
insert,       793353,     113,     113,     113,   273.4,   252.5,   453.3,   540.8,   620.1,   670.9, 7432.0,  0.00745,      0,      0,       0,       0,       0,       0
likelyquery0,   2376739,     338,     338,     338,   651.4,   599.1,  1016.8,  1187.9,  1358.6,  1486.2, 7432.0,  0.00745,      0,      0,       0,       0,       0,       0
total,       3170092,     450,     450,     450,   556.8,   540.3,   981.1,  1162.5,  1344.1,  1486.2, 7432.0,  0.00745,      0,      0,       0,       0,       0,       0
insert,       799107,     113,     113,     113,   270.5,   258.6,   414.1,   476.9,   554.9,   593.2, 7483.0,  0.00738,      0,      0,       0,       0,       0,       0
likelyquery0,   2393994,     338,     338,     338,   646.9,   620.7,   940.0,  1068.9,  1193.2,  1312.8, 7483.0,  0.00738,      0,      0,       0,       0,       0,       0
total,       3193101,     451,     451,     451,   552.8,   562.1,   911.7,  1056.9,  1164.2,  1312.8, 7483.0,  0.00738,      0,      0,       0,       0,       0,       0
insert,       808410,     110,     110,     110,   265.6,   248.4,   427.0,   516.6,   608.8,   646.1, 7567.3,  0.00734,      0,      0,       0,       0,       0,       0
likelyquery0,   2423428,     349,     349,     349,   632.5,   591.3,   964.9,  1128.3,  1270.6,  1381.2, 7567.3,  0.00734,      0,      0,       0,       0,       0,       0
total,       3231838,     460,     460,     460,   544.4,   540.4,   927.3,  1104.5,  1261.8,  1381.2, 7567.3,  0.00734,      0,      0,       0,       0,       0,       0
insert,       814805,     112,     112,     112,   273.1,   258.2,   423.0,   523.2,   606.5,   690.3, 7624.3,  0.00728,      0,      0,       0,       0,       0,       0
likelyquery0,   2442724,     339,     339,     339,   647.9,   611.7,   970.0,  1111.8,  1233.6,  1370.0, 7624.3,  0.00728,      0,      0,       0,       0,       0,       0
total,       3257529,     451,     451,     451,   554.6,   547.0,   933.4,  1091.8,  1226.1,  1370.0, 7624.3,  0.00728,      0,      0,       0,       0,       0,       0
insert,       820481,     109,     109,     109,   270.4,   246.8,   452.2,   560.0,   747.5,   880.1, 7676.5,  0.00721,      0,      0,       0,       0,       0,       0
likelyquery0,   2460468,     340,     340,     340,   648.6,   596.6,  1024.6,  1257.7,  1429.9,  1565.9, 7676.5,  0.00721,      0,      0,       0,       0,       0,       0
total,       3280949,     449,     449,     449,   557.0,   538.2,   984.0,  1223.7,  1421.7,  1565.9, 7676.5,  0.00721,      0,      0,       0,       0,       0,       0
insert,       830496,     114,     114,     114,   270.3,   254.0,   421.8,   520.9,   628.1,   761.9, 7764.7,  0.00716,      0,      0,       0,       0,       0,       0
likelyquery0,   2490208,     337,     337,     337,   650.6,   620.6,   958.8,  1113.1,  1254.5,  1461.7, 7764.7,  0.00716,      0,      0,       0,       0,       0,       0
