INFO  11:37:44 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  11:37:44 New Cassandra host /172.31.28.223:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.28.223; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Running [likelyquery0] with 200 threads for 50000000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,      28985705,    7485,    7485,    7485,    26.7,    24.6,    42.2,    58.7,    78.8,    92.3, 4165.7,  0.00116,      0,      0,       0,       0,       0,       0
total,      28993482,    7481,    7481,    7481,    26.7,    24.5,    42.5,    64.1,    71.8,   112.7, 4166.8,  0.00116,      0,      0,       0,       0,       0,       0
total,      29001340,    7689,    7689,    7689,    26.0,    24.4,    40.1,    47.1,    58.4,    73.3, 4167.8,  0.00116,      0,      0,       0,       0,       0,       0
total,      29009081,    7171,    7171,    7171,    27.9,    24.8,    56.3,    65.2,    79.5,    91.0, 4168.9,  0.00116,      0,      0,       0,       0,       0,       0
total,      29016965,    7526,    7526,    7526,    26.6,    24.6,    40.9,    57.7,    68.0,    80.6, 4169.9,  0.00116,      0,      0,       0,       0,       0,       0
total,      29024730,    7455,    7455,    7455,    26.8,    24.6,    40.3,    64.8,    78.9,   113.3, 4171.0,  0.00116,      0,      0,       0,       0,       0,       0
total,      29032582,    7536,    7536,    7536,    26.6,    24.6,    41.0,    62.7,    74.8,    91.3, 4172.0,  0.00116,      0,      0,       0,       0,       0,       0
total,      29040543,    7599,    7599,    7599,    26.3,    24.7,    40.3,    48.2,    60.0,    75.6, 4173.1,  0.00116,      0,      0,       0,       0,       0,       0
total,      29048359,    7554,    7554,    7554,    26.5,    24.8,    40.8,    47.4,    57.1,    72.9, 4174.1,  0.00116,      0,      0,       0,       0,       0,       0
total,      29056194,    7578,    7578,    7578,    26.4,    24.2,    41.3,    66.2,    77.5,   107.9, 4175.1,  0.00116,      0,      0,       0,       0,       0,       0
total,      29064043,    7448,    7448,    7448,    26.7,    24.3,    41.7,    66.7,    76.8,   106.1, 4176.2,  0.00116,      0,      0,       0,       0,       0,       0
total,      29071896,    7552,    7552,    7552,    26.6,    24.8,    41.2,    50.4,    61.6,    72.7, 4177.2,  0.00116,      0,      0,       0,       0,       0,       0
total,      29079767,    7597,    7597,    7597,    26.3,    24.8,    39.4,    47.4,    61.0,    74.2, 4178.3,  0.00116,      0,      0,       0,       0,       0,       0
total,      29087672,    7589,    7589,    7589,    26.3,    24.7,    40.8,    48.4,    62.0,    71.8, 4179.3,  0.00116,      0,      0,       0,       0,       0,       0
total,      29095184,    7226,    7226,    7226,    27.6,    24.7,    55.5,    75.4,    85.8,   103.0, 4180.3,  0.00116,      0,      0,       0,       0,       0,       0
total,      29102660,    7242,    7242,    7242,    27.6,    24.7,    49.6,    80.2,    92.6,   132.1, 4181.4,  0.00116,      0,      0,       0,       0,       0,       0
total,      29110405,    7442,    7442,    7442,    26.8,    24.7,    39.9,    68.1,    86.4,    91.9, 4182.4,  0.00116,      0,      0,       0,       0,       0,       0
total,      29118172,    7499,    7499,    7499,    26.7,    24.6,    40.2,    65.3,    75.8,   140.9, 4183.4,  0.00116,      0,      0,       0,       0,       0,       0
total,      29125835,    7321,    7321,    7321,    27.2,    24.8,    41.9,    69.7,    80.0,   113.6, 4184.5,  0.00116,      0,      0,       0,       0,       0,       0
total,      29133496,    7430,    7430,    7430,    27.0,    24.8,    42.8,    63.7,    78.5,    97.2, 4185.5,  0.00116,      0,      0,       0,       0,       0,       0
total,      29141086,    7044,    7044,    7044,    27.7,    24.8,    58.3,    69.0,    76.8,   150.2, 4186.6,  0.00116,      0,      0,       0,       0,       0,       0
total,      29148934,    7611,    7611,    7611,    27.0,    24.8,    42.5,    59.4,    68.1,    80.7, 4187.6,  0.00116,      0,      0,       0,       0,       0,       0
total,      29156677,    7501,    7501,    7501,    26.6,    24.6,    39.7,    61.3,    70.8,    92.4, 4188.7,  0.00116,      0,      0,       0,       0,       0,       0
total,      29164563,    7570,    7570,    7570,    26.4,    24.6,    42.5,    51.5,    61.0,    91.1, 4189.7,  0.00116,      0,      0,       0,       0,       0,       0
total,      29172384,    7484,    7484,    7484,    26.7,    24.5,    44.3,    54.6,    67.4,    88.8, 4190.8,  0.00116,      0,      0,       0,       0,       0,       0
total,      29180204,    7402,    7402,    7402,    27.0,    24.8,    42.7,    62.0,    71.9,    78.7, 4191.8,  0.00116,      0,      0,       0,       0,       0,       0
total,      29188095,    7609,    7609,    7609,    26.3,    24.6,    40.2,    49.1,    63.3,    73.4, 4192.8,  0.00116,      0,      0,       0,       0,       0,       0
total,      29195981,    7639,    7639,    7639,    26.2,    24.6,    41.2,    48.8,    61.3,    68.2, 4193.9,  0.00116,      0,      0,       0,       0,       0,       0
total,      29203973,    7421,    7421,    7421,    27.0,    24.8,    42.7,    57.2,    66.9,    80.9, 4195.0,  0.00116,      0,      0,       0,       0,       0,       0
total,      29211855,    7546,    7546,    7546,    26.5,    24.4,    42.6,    62.0,    75.5,    86.6, 4196.0,  0.00116,      0,      0,       0,       0,       0,       0
total,      29219696,    7484,    7484,    7484,    26.7,    24.4,    42.4,    68.7,    82.2,    93.6, 4197.0,  0.00116,      0,      0,       0,       0,       0,       0
total,      29227581,    7650,    7650,    7650,    26.2,    24.6,    39.5,    48.4,    62.9,    76.7, 4198.1,  0.00116,      0,      0,       0,       0,       0,       0
total,      29235427,    7593,    7593,    7593,    26.3,    24.7,    40.3,    48.8,    62.5,    66.7, 4199.1,  0.00116,      0,      0,       0,       0,       0,       0
total,      29243096,    7342,    7342,    7342,    27.2,    24.8,    54.5,    64.0,    75.0,    84.9, 4200.2,  0.00116,      0,      0,       0,       0,       0,       0
total,      29250895,    7549,    7549,    7549,    26.5,    24.5,    42.5,    55.6,    67.6,    83.1, 4201.2,  0.00116,      0,      0,       0,       0,       0,       0
total,      29258682,    7249,    7249,    7249,    27.6,    24.8,    52.8,    65.8,    77.7,    98.7, 4202.3,  0.00116,      0,      0,       0,       0,       0,       0
total,      29266416,    7501,    7501,    7501,    26.6,    24.3,    50.8,    60.9,    76.0,    93.0, 4203.3,  0.00116,      0,      0,       0,       0,       0,       0
total,      29274283,    7604,    7604,    7604,    26.3,    24.6,    41.3,    49.3,    60.2,    65.9, 4204.3,  0.00116,      0,      0,       0,       0,       0,       0
total,      29281729,    7184,    7184,    7184,    27.8,    24.6,    67.2,    76.2,    89.6,   127.1, 4205.4,  0.00116,      0,      0,       0,       0,       0,       0
total,      29289472,    7491,    7491,    7491,    26.7,    24.6,    39.5,    63.9,    75.1,    83.4, 4206.4,  0.00116,      0,      0,       0,       0,       0,       0
total,      29297301,    7515,    7515,    7515,    26.6,    24.6,    43.0,    58.2,    64.7,    82.4, 4207.4,  0.00116,      0,      0,       0,       0,       0,       0
total,      29305117,    7568,    7568,    7568,    26.5,    24.5,    47.3,    54.9,    64.3,    77.8, 4208.5,  0.00116,      0,      0,       0,       0,       0,       0
total,      29312792,    7406,    7406,    7406,    27.0,    24.5,    56.5,    64.3,    79.6,   104.2, 4209.5,  0.00116,      0,      0,       0,       0,       0,       0
total,      29320734,    7549,    7549,    7549,    26.5,    24.5,    44.6,    55.6,    64.4,    69.8, 4210.6,  0.00116,      0,      0,       0,       0,       0,       0
total,      29328459,    7287,    7287,    7287,    27.4,    24.9,    45.3,    60.7,    70.9,    82.4, 4211.6,  0.00116,      0,      0,       0,       0,       0,       0
total,      29336333,    7609,    7609,    7609,    26.4,    24.8,    39.2,    47.7,    60.1,    83.7, 4212.7,  0.00116,      0,      0,       0,       0,       0,       0
total,      29344354,    7703,    7703,    7703,    25.9,    24.5,    38.8,    45.2,    57.0,    77.3, 4213.7,  0.00116,      0,      0,       0,       0,       0,       0
total,      29352270,    7593,    7593,    7593,    26.4,    24.5,    41.3,    56.4,    63.2,    68.3, 4214.7,  0.00116,      0,      0,       0,       0,       0,       0
total,      29360065,    7446,    7446,    7446,    26.8,    24.7,    41.9,    67.3,    78.1,   111.4, 4215.8,  0.00115,      0,      0,       0,       0,       0,       0
total,      29368026,    7594,    7594,    7594,    26.3,    24.7,    39.6,    51.1,    66.5,    81.1, 4216.8,  0.00115,      0,      0,       0,       0,       0,       0
total,      29375666,    7324,    7324,    7324,    27.3,    25.0,    42.6,    67.2,    81.8,   114.9, 4217.9,  0.00115,      0,      0,       0,       0,       0,       0
total,      29383287,    7304,    7304,    7304,    27.4,    25.0,    45.1,    59.7,    69.6,    85.7, 4218.9,  0.00115,      0,      0,       0,       0,       0,       0
total,      29391000,    7178,    7178,    7178,    27.9,    24.8,    54.4,    61.2,    76.0,   108.9, 4220.0,  0.00115,      0,      0,       0,       0,       0,       0
total,      29398702,    7403,    7403,    7403,    27.0,    24.7,    51.5,    61.9,    72.8,    93.7, 4221.0,  0.00115,      0,      0,       0,       0,       0,       0
total,      29406455,    7311,    7311,    7311,    27.4,    24.9,    43.6,    60.5,    72.2,    85.3, 4222.1,  0.00115,      0,      0,       0,       0,       0,       0
total,      29414249,    7518,    7518,    7518,    26.6,    24.6,    39.8,    62.1,    72.9,    86.0, 4223.1,  0.00115,      0,      0,       0,       0,       0,       0
total,      29422061,    7553,    7553,    7553,    26.5,    24.8,    40.1,    49.7,    61.3,    69.4, 4224.2,  0.00115,      0,      0,       0,       0,       0,       0
total,      29429934,    7520,    7520,    7520,    26.6,    24.7,    40.2,    56.4,    65.6,    73.3, 4225.2,  0.00115,      0,      0,       0,       0,       0,       0
total,      29437611,    7428,    7428,    7428,    26.9,    24.9,    49.1,    57.0,    67.3,    98.8, 4226.3,  0.00115,      0,      0,       0,       0,       0,       0
total,      29445284,    7352,    7352,    7352,    27.1,    24.7,    52.5,    60.2,    72.3,    81.7, 4227.3,  0.00115,      0,      0,       0,       0,       0,       0
total,      29453096,    7596,    7596,    7596,    26.3,    24.7,    39.8,    48.2,    62.2,    68.9, 4228.3,  0.00115,      0,      0,       0,       0,       0,       0
total,      29460838,    7316,    7316,    7316,    27.3,    24.9,    45.9,    61.2,    68.9,    86.3, 4229.4,  0.00115,      0,      0,       0,       0,       0,       0
total,      29468627,    7407,    7407,    7407,    27.0,    24.7,    43.0,    71.1,    82.4,    87.9, 4230.4,  0.00115,      0,      0,       0,       0,       0,       0
total,      29476462,    7439,    7439,    7439,    26.9,    24.9,    40.1,    60.8,    70.4,    88.7, 4231.5,  0.00115,      0,      0,       0,       0,       0,       0
total,      29484472,    7624,    7624,    7624,    26.2,    24.5,    40.3,    49.3,    58.4,    77.5, 4232.5,  0.00115,      0,      0,       0,       0,       0,       0
total,      29492262,    7439,    7439,    7439,    26.9,    24.9,    41.3,    60.1,    73.3,   111.8, 4233.6,  0.00115,      0,      0,       0,       0,       0,       0
total,      29499914,    7410,    7410,    7410,    26.9,    24.9,    43.2,    58.4,    70.7,    83.2, 4234.6,  0.00115,      0,      0,       0,       0,       0,       0
total,      29507628,    7464,    7464,    7464,    26.9,    24.8,    41.3,    57.7,    71.3,   104.0, 4235.6,  0.00115,      0,      0,       0,       0,       0,       0
total,      29515456,    7585,    7585,    7585,    26.3,    24.7,    41.0,    48.6,    64.0,    70.0, 4236.7,  0.00115,      0,      0,       0,       0,       0,       0
total,      29523259,    7201,    7201,    7201,    27.3,    24.4,    58.4,    66.2,    79.0,    92.1, 4237.8,  0.00115,      0,      0,       0,       0,       0,       0
total,      29531047,    7536,    7536,    7536,    27.0,    24.7,    43.7,    60.2,    73.6,    87.8, 4238.8,  0.00115,      0,      0,       0,       0,       0,       0
total,      29538827,    7513,    7513,    7513,    26.6,    25.0,    41.4,    49.5,    61.8,    78.7, 4239.8,  0.00115,      0,      0,       0,       0,       0,       0
total,      29546639,    7559,    7559,    7559,    26.5,    24.8,    41.8,    49.4,    66.9,    79.2, 4240.9,  0.00115,      0,      0,       0,       0,       0,       0
total,      29554330,    7319,    7319,    7319,    27.3,    24.6,    56.2,    67.5,    83.5,    97.2, 4241.9,  0.00115,      0,      0,       0,       0,       0,       0
total,      29562224,    7616,    7616,    7616,    26.3,    24.6,    38.8,    48.2,    65.7,    84.1, 4243.0,  0.00115,      0,      0,       0,       0,       0,       0
total,      29570081,    7529,    7529,    7529,    26.6,    24.3,    41.9,    67.1,    76.7,    90.8, 4244.0,  0.00115,      0,      0,       0,       0,       0,       0
total,      29577936,    7530,    7530,    7530,    26.5,    24.4,    40.3,    63.1,    74.4,   105.4, 4245.0,  0.00115,      0,      0,       0,       0,       0,       0
total,      29585555,    7143,    7143,    7143,    27.7,    25.1,    53.7,    60.8,    73.2,    83.4, 4246.1,  0.00115,      0,      0,       0,       0,       0,       0
total,      29593596,    7762,    7762,    7762,    26.1,    24.3,    40.4,    47.5,    57.1,    65.5, 4247.1,  0.00115,      0,      0,       0,       0,       0,       0
total,      29601335,    7425,    7425,    7425,    26.9,    24.6,    50.2,    61.8,    73.8,   124.0, 4248.2,  0.00115,      0,      0,       0,       0,       0,       0
total,      29609252,    7644,    7644,    7644,    26.2,    24.5,    41.0,    48.6,    60.0,    84.3, 4249.2,  0.00115,      0,      0,       0,       0,       0,       0
total,      29617267,    7554,    7554,    7554,    26.4,    24.8,    42.4,    49.1,    61.5,    85.1, 4250.3,  0.00115,      0,      0,       0,       0,       0,       0
total,      29624976,    7377,    7377,    7377,    27.2,    24.6,    59.5,    68.5,    76.8,   113.4, 4251.3,  0.00115,      0,      0,       0,       0,       0,       0
total,      29632624,    7417,    7417,    7417,    26.9,    24.4,    54.6,    64.2,    73.3,    85.6, 4252.4,  0.00115,      0,      0,       0,       0,       0,       0
total,      29640458,    7565,    7565,    7565,    26.4,    24.4,    39.6,    60.2,    67.5,    79.2, 4253.4,  0.00115,      0,      0,       0,       0,       0,       0
total,      29648096,    7179,    7179,    7179,    26.9,    24.5,    43.4,    65.6,    74.8,    89.2, 4254.5,  0.00115,      0,      0,       0,       0,       0,       0
total,      29655783,    7456,    7456,    7456,    27.8,    24.6,    59.7,    73.7,    84.7,    89.3, 4255.5,  0.00115,      0,      0,       0,       0,       0,       0
total,      29663494,    7391,    7391,    7391,    27.0,    24.5,    50.9,    66.0,    77.7,   112.6, 4256.5,  0.00115,      0,      0,       0,       0,       0,       0
total,      29671246,    7501,    7501,    7501,    26.7,    25.2,    40.8,    47.0,    60.2,    65.8, 4257.6,  0.00115,      0,      0,       0,       0,       0,       0
total,      29679079,    7497,    7497,    7497,    26.6,    24.7,    44.5,    56.8,    64.2,    76.5, 4258.6,  0.00115,      0,      0,       0,       0,       0,       0
total,      29686879,    7516,    7516,    7516,    26.6,    24.9,    41.3,    49.4,    61.0,    78.6, 4259.6,  0.00115,      0,      0,       0,       0,       0,       0
total,      29694549,    7379,    7379,    7379,    27.1,    24.6,    51.6,    61.4,    71.6,    84.1, 4260.7,  0.00115,      0,      0,       0,       0,       0,       0
total,      29702285,    7407,    7407,    7407,    27.0,    24.9,    44.9,    54.6,    66.9,    75.7, 4261.7,  0.00115,      0,      0,       0,       0,       0,       0
total,      29709917,    7364,    7364,    7364,    27.2,    24.6,    55.5,    64.9,    74.4,   108.2, 4262.8,  0.00115,      0,      0,       0,       0,       0,       0
total,      29717694,    7446,    7446,    7446,    26.9,    24.6,    42.8,    63.4,   100.5,   117.3, 4263.8,  0.00115,      0,      0,       0,       0,       0,       0
total,      29725420,    7503,    7503,    7503,    26.6,    25.0,    40.9,    48.1,    61.3,    70.3, 4264.8,  0.00115,      0,      0,       0,       0,       0,       0
total,      29733309,    7370,    7370,    7370,    27.1,    25.1,    43.1,    51.5,    62.6,    71.6, 4265.9,  0.00115,      0,      0,       0,       0,       0,       0
total,      29740940,    7311,    7311,    7311,    27.4,    24.6,    56.8,    64.9,    79.9,    94.3, 4267.0,  0.00115,      0,      0,       0,       0,       0,       0
total,      29748663,    7342,    7342,    7342,    27.2,    24.8,    41.6,    71.3,    81.7,    90.2, 4268.0,  0.00115,      0,      0,       0,       0,       0,       0
total,      29756455,    7426,    7426,    7426,    26.9,    25.2,    42.6,    50.4,    58.6,    67.5, 4269.1,  0.00115,      0,      0,       0,       0,       0,       0
total,      29764184,    7405,    7405,    7405,    27.0,    24.6,    51.0,    62.7,    73.7,    81.9, 4270.1,  0.00115,      0,      0,       0,       0,       0,       0
total,      29772079,    7575,    7575,    7575,    26.4,    24.7,    43.2,    51.2,    59.8,    84.9, 4271.1,  0.00115,      0,      0,       0,       0,       0,       0
total,      29779912,    7473,    7473,    7473,    26.7,    24.7,    41.3,    59.5,    97.0,   116.2, 4272.2,  0.00115,      0,      0,       0,       0,       0,       0
total,      29787609,    7410,    7410,    7410,    27.0,    24.6,    50.8,    62.4,    76.4,    96.1, 4273.2,  0.00115,      0,      0,       0,       0,       0,       0
total,      29795465,    7379,    7379,    7379,    27.1,    24.4,    52.2,    61.3,    69.6,    76.6, 4274.3,  0.00115,      0,      0,       0,       0,       0,       0
total,      29803012,    7331,    7331,    7331,    27.3,    25.1,    43.7,    53.4,    69.8,    93.3, 4275.3,  0.00114,      0,      0,       0,       0,       0,       0
total,      29810812,    7493,    7493,    7493,    26.7,    24.2,    55.1,    64.6,    78.8,   123.6, 4276.4,  0.00114,      0,      0,       0,       0,       0,       0
total,      29818648,    7577,    7577,    7577,    26.4,    24.8,    39.2,    47.8,    59.4,    71.9, 4277.4,  0.00114,      0,      0,       0,       0,       0,       0
total,      29826504,    7491,    7491,    7491,    26.7,    24.6,    40.4,    64.1,    76.4,   114.7, 4278.4,  0.00114,      0,      0,       0,       0,       0,       0
total,      29834122,    7326,    7326,    7326,    27.3,    24.4,    52.0,    69.7,    80.9,    84.2, 4279.5,  0.00114,      0,      0,       0,       0,       0,       0
total,      29841812,    7446,    7446,    7446,    26.9,    24.8,    44.1,    59.1,    69.8,    75.6, 4280.5,  0.00114,      0,      0,       0,       0,       0,       0
total,      29849446,    7381,    7381,    7381,    27.1,    24.4,    57.0,    66.7,    82.7,   116.1, 4281.6,  0.00114,      0,      0,       0,       0,       0,       0
total,      29857207,    7503,    7503,    7503,    26.6,    24.6,    40.3,    59.3,    74.2,    86.4, 4282.6,  0.00114,      0,      0,       0,       0,       0,       0
total,      29864926,    7340,    7340,    7340,    27.3,    24.6,    56.7,    69.6,    84.7,    96.7, 4283.6,  0.00114,      0,      0,       0,       0,       0,       0
total,      29872615,    7222,    7222,    7222,    27.6,    24.7,    52.6,    65.8,    74.9,    83.7, 4284.7,  0.00114,      0,      0,       0,       0,       0,       0
total,      29880520,    7572,    7572,    7572,    26.5,    24.4,    42.1,    63.3,    75.3,   123.9, 4285.8,  0.00114,      0,      0,       0,       0,       0,       0
total,      29888328,    7543,    7543,    7543,    26.5,    24.5,    40.0,    56.6,    69.3,    86.0, 4286.8,  0.00114,      0,      0,       0,       0,       0,       0
total,      29896186,    7468,    7468,    7468,    26.8,    24.5,    49.9,    58.6,    71.1,    87.8, 4287.8,  0.00114,      0,      0,       0,       0,       0,       0
total,      29904090,    7616,    7616,    7616,    26.2,    24.8,    38.5,    45.7,    57.2,    62.8, 4288.9,  0.00114,      0,      0,       0,       0,       0,       0
total,      29912017,    7627,    7627,    7627,    26.2,    24.5,    41.2,    48.6,    65.9,    81.2, 4289.9,  0.00114,      0,      0,       0,       0,       0,       0
total,      29919610,    7330,    7330,    7330,    27.3,    24.8,    54.8,    64.7,    72.9,    84.8, 4291.0,  0.00114,      0,      0,       0,       0,       0,       0
total,      29927267,    7366,    7366,    7366,    27.1,    24.7,    51.4,    65.9,    76.9,   104.6, 4292.0,  0.00114,      0,      0,       0,       0,       0,       0
total,      29935102,    7389,    7389,    7389,    27.1,    25.1,    42.4,    51.9,    64.3,    76.9, 4293.1,  0.00114,      0,      0,       0,       0,       0,       0
total,      29942871,    7487,    7487,    7487,    26.7,    24.7,    41.3,    60.7,    76.1,    89.5, 4294.1,  0.00114,      0,      0,       0,       0,       0,       0
total,      29950728,    7558,    7558,    7558,    26.5,    24.9,    40.6,    48.5,    61.7,    81.5, 4295.1,  0.00114,      0,      0,       0,       0,       0,       0
total,      29958693,    7601,    7601,    7601,    26.3,    24.6,    39.4,    52.7,    60.5,    69.1, 4296.2,  0.00114,      0,      0,       0,       0,       0,       0
total,      29966442,    7393,    7393,    7393,    27.0,    24.5,    54.5,    63.4,    73.4,    95.5, 4297.2,  0.00114,      0,      0,       0,       0,       0,       0
total,      29974409,    7608,    7608,    7608,    26.3,    24.2,    39.7,    60.8,    70.9,    77.2, 4298.3,  0.00114,      0,      0,       0,       0,       0,       0
total,      29982240,    7371,    7371,    7371,    27.1,    24.8,    43.3,    64.2,    75.1,   131.5, 4299.3,  0.00114,      0,      0,       0,       0,       0,       0
total,      29990276,    7538,    7538,    7538,    26.5,    24.1,    44.9,    58.9,    76.0,   114.5, 4300.4,  0.00114,      0,      0,       0,       0,       0,       0
total,      29997946,    7386,    7386,    7386,    27.1,    24.8,    42.2,    68.9,    80.3,   111.3, 4301.4,  0.00114,      0,      0,       0,       0,       0,       0
total,      30005729,    7543,    7543,    7543,    26.5,    24.3,    48.0,    62.4,    71.4,   105.5, 4302.5,  0.00114,      0,      0,       0,       0,       0,       0
total,      30013478,    7509,    7509,    7509,    26.6,    24.4,    41.3,    67.9,    76.4,   109.4, 4303.5,  0.00114,      0,      0,       0,       0,       0,       0
total,      30021334,    7545,    7545,    7545,    26.5,    24.4,    41.3,    60.6,    72.9,    95.4, 4304.5,  0.00114,      0,      0,       0,       0,       0,       0
total,      30029178,    7590,    7590,    7590,    26.3,    24.3,    44.9,    55.5,    66.6,   109.8, 4305.6,  0.00114,      0,      0,       0,       0,       0,       0
total,      30037060,    7527,    7527,    7527,    26.5,    24.3,    49.7,    57.8,    66.8,    78.8, 4306.6,  0.00114,      0,      0,       0,       0,       0,       0
total,      30044982,    7565,    7565,    7565,    26.5,    24.6,    42.0,    56.2,    66.4,   121.5, 4307.7,  0.00114,      0,      0,       0,       0,       0,       0
total,      30052750,    7183,    7183,    7183,    27.7,    24.6,    53.1,    69.1,    80.5,   146.1, 4308.8,  0.00114,      0,      0,       0,       0,       0,       0
total,      30060504,    7485,    7485,    7485,    26.8,    24.8,    42.8,    56.3,    75.2,   103.5, 4309.8,  0.00114,      0,      0,       0,       0,       0,       0
total,      30068312,    7475,    7475,    7475,    26.7,    24.9,    40.7,    48.1,    60.0,    73.4, 4310.8,  0.00114,      0,      0,       0,       0,       0,       0
total,      30076089,    7450,    7450,    7450,    26.9,    24.8,    42.1,    56.6,    66.9,    99.8, 4311.9,  0.00114,      0,      0,       0,       0,       0,       0
total,      30084005,    7591,    7591,    7591,    26.3,    24.4,    43.5,    55.7,    63.9,    73.2, 4312.9,  0.00114,      0,      0,       0,       0,       0,       0
total,      30091718,    7392,    7392,    7392,    26.8,    24.6,    44.3,    61.7,    70.6,   125.0, 4314.0,  0.00114,      0,      0,       0,       0,       0,       0
total,      30099442,    7473,    7473,    7473,    27.0,    24.4,    51.3,    67.0,    77.2,    96.0, 4315.0,  0.00114,      0,      0,       0,       0,       0,       0
total,      30107214,    7495,    7495,    7495,    26.7,    24.5,    42.7,    61.8,    74.3,   104.4, 4316.0,  0.00114,      0,      0,       0,       0,       0,       0
total,      30115105,    7565,    7565,    7565,    26.4,    24.8,    40.9,    51.7,    62.8,    71.9, 4317.1,  0.00114,      0,      0,       0,       0,       0,       0
total,      30123385,    7331,    7331,    7331,    27.3,    24.4,    56.1,    64.2,    77.8,   143.0, 4318.2,  0.00114,      0,      0,       0,       0,       0,       0
total,      30131314,    7559,    7559,    7559,    26.4,    24.6,    41.3,    49.8,    66.1,    86.9, 4319.3,  0.00114,      0,      0,       0,       0,       0,       0
total,      30138997,    7436,    7436,    7436,    26.9,    24.4,    53.7,    66.8,    85.2,   102.7, 4320.3,  0.00114,      0,      0,       0,       0,       0,       0
total,      30146837,    7545,    7545,    7545,    26.5,    24.8,    40.0,    47.7,    58.0,    99.5, 4321.3,  0.00114,      0,      0,       0,       0,       0,       0
total,      30154555,    7380,    7380,    7380,    27.1,    24.3,    57.3,    69.1,    82.9,    89.0, 4322.4,  0.00114,      0,      0,       0,       0,       0,       0
total,      30162201,    7400,    7400,    7400,    27.0,    24.6,    52.7,    63.1,    72.4,    91.4, 4323.4,  0.00114,      0,      0,       0,       0,       0,       0
total,      30169820,    7317,    7317,    7317,    27.3,    24.6,    57.2,    65.7,    73.1,   101.1, 4324.4,  0.00114,      0,      0,       0,       0,       0,       0
total,      30177383,    7253,    7253,    7253,    27.6,    24.9,    56.0,    66.3,    79.4,    95.1, 4325.5,  0.00114,      0,      0,       0,       0,       0,       0
total,      30185161,    7483,    7483,    7483,    26.7,    24.7,    43.9,    59.6,    69.1,    99.8, 4326.5,  0.00114,      0,      0,       0,       0,       0,       0
total,      30193119,    7484,    7484,    7484,    26.7,    24.3,    44.6,    60.4,    76.2,   116.3, 4327.6,  0.00114,      0,      0,       0,       0,       0,       0
total,      30200910,    7466,    7466,    7466,    26.8,    24.5,    41.7,    67.7,    80.2,    83.7, 4328.6,  0.00114,      0,      0,       0,       0,       0,       0
total,      30208614,    7453,    7453,    7453,    26.8,    24.6,    51.1,    59.5,    68.9,    79.1, 4329.7,  0.00114,      0,      0,       0,       0,       0,       0
total,      30216590,    7480,    7480,    7480,    26.7,    24.5,    43.9,    62.6,    75.4,    86.3, 4330.7,  0.00114,      0,      0,       0,       0,       0,       0
total,      30224489,    7522,    7522,    7522,    26.6,    24.6,    43.1,    57.5,    71.6,    79.5, 4331.8,  0.00114,      0,      0,       0,       0,       0,       0
total,      30232288,    7437,    7437,    7437,    26.9,    24.4,    52.5,    61.2,    75.6,    96.6, 4332.8,  0.00114,      0,      0,       0,       0,       0,       0
total,      30239855,    7315,    7315,    7315,    27.4,    25.0,    55.9,    65.0,    76.0,    87.5, 4333.9,  0.00114,      0,      0,       0,       0,       0,       0
total,      30247811,    7257,    7257,    7257,    27.4,    24.7,    50.9,    62.0,    72.9,    95.9, 4335.0,  0.00114,      0,      0,       0,       0,       0,       0
total,      30255572,    7510,    7510,    7510,    26.7,    24.3,    53.8,    62.1,    78.1,    85.4, 4336.0,  0.00113,      0,      0,       0,       0,       0,       0
total,      30263395,    7459,    7459,    7459,    26.8,    24.5,    51.1,    58.6,    70.9,    89.4, 4337.0,  0.00113,      0,      0,       0,       0,       0,       0
total,      30271242,    7478,    7478,    7478,    26.7,    24.7,    41.2,    58.0,    73.4,   106.2, 4338.1,  0.00113,      0,      0,       0,       0,       0,       0
total,      30278938,    7399,    7399,    7399,    27.0,    24.5,    56.0,    63.8,    73.9,    85.2, 4339.1,  0.00113,      0,      0,       0,       0,       0,       0
total,      30286952,    7494,    7494,    7494,    26.7,    24.6,    38.6,    66.8,    77.9,    90.2, 4340.2,  0.00113,      0,      0,       0,       0,       0,       0
total,      30294857,    7569,    7569,    7569,    26.3,    24.3,    40.3,    62.6,    74.0,    98.2, 4341.3,  0.00113,      0,      0,       0,       0,       0,       0
total,      30302661,    7514,    7514,    7514,    26.7,    24.7,    42.2,    57.5,    71.5,    93.4, 4342.3,  0.00113,      0,      0,       0,       0,       0,       0
total,      30310435,    7515,    7515,    7515,    26.6,    24.6,    42.1,    59.3,    70.1,    94.7, 4343.3,  0.00113,      0,      0,       0,       0,       0,       0
total,      30318269,    7397,    7397,    7397,    27.0,    24.8,    43.8,    56.2,    67.2,    77.6, 4344.4,  0.00113,      0,      0,       0,       0,       0,       0
total,      30326015,    7448,    7448,    7448,    26.8,    24.5,    53.4,    61.0,    72.2,    94.1, 4345.4,  0.00113,      0,      0,       0,       0,       0,       0
