INFO  11:37:44 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  11:37:44 New Cassandra host /172.31.28.223:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.28.223; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Running [likelyquery0] with 200 threads for 50000000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,          5923,    5924,    5924,    5924,    33.9,    32.7,    48.0,    57.5,    70.5,   116.9,    1.0,  0.00000,      0,      0,       0,       0,       0,       0
total,         12079,    5906,    5906,    5906,    33.9,    32.3,    48.5,    55.6,    67.9,    71.4,    2.0,  0.00102,      0,      0,       0,       0,       0,       0
total,         18299,    5758,    5758,    5758,    34.8,    32.1,    54.6,    78.3,    93.0,    98.2,    3.1,  0.00733,      0,      0,       0,       0,       0,       0
total,         24161,    5608,    5608,    5608,    35.6,    33.0,    55.5,    61.6,    77.0,    83.3,    4.2,  0.01100,      0,      0,       0,       0,       0,       0
total,         30349,    5864,    5864,    5864,    34.1,    32.1,    52.6,    59.5,    73.9,   105.0,    5.2,  0.00901,      0,      0,       0,       0,       0,       0
total,         36528,    5925,    5925,    5925,    33.8,    32.1,    47.7,    54.5,    65.6,    77.6,    6.3,  0.00804,      0,      0,       0,       0,       0,       0
total,         42675,    5833,    5833,    5833,    34.3,    32.0,    50.6,    60.3,    69.1,    73.4,    7.3,  0.00689,      0,      0,       0,       0,       0,       0
total,         48889,    5924,    5924,    5924,    33.7,    31.6,    52.7,    63.4,    69.8,    77.4,    8.4,  0.00630,      0,      0,       0,       0,       0,       0
total,         54981,    5845,    5845,    5845,    34.2,    32.3,    48.9,    55.4,    66.6,    79.4,    9.4,  0.00560,      0,      0,       0,       0,       0,       0
total,         61099,    5801,    5801,    5801,    34.5,    31.8,    54.5,    76.2,    89.4,   100.6,   10.5,  0.00509,      0,      0,       0,       0,       0,       0
total,         67283,    5946,    5946,    5946,    33.6,    31.3,    49.1,    69.1,    83.9,   114.4,   11.5,  0.00489,      0,      0,       0,       0,       0,       0
total,         73743,    6148,    6148,    6148,    32.5,    31.1,    44.9,    52.8,    62.0,    68.9,   12.6,  0.00604,      0,      0,       0,       0,       0,       0
total,         79951,    5923,    5923,    5923,    33.8,    30.9,    58.9,    73.8,    80.7,    91.9,   13.6,  0.00561,      0,      0,       0,       0,       0,       0
total,         86210,    6031,    6031,    6031,    33.1,    31.0,    50.6,    63.4,    71.8,    86.7,   14.6,  0.00550,      0,      0,       0,       0,       0,       0
total,         92707,    6091,    6091,    6091,    32.9,    31.0,    47.8,    56.4,    68.8,    86.3,   15.7,  0.00558,      0,      0,       0,       0,       0,       0
total,         99047,    6086,    6086,    6086,    32.8,    30.7,    49.7,    63.4,    74.8,    95.6,   16.8,  0.00555,      0,      0,       0,       0,       0,       0
total,        105516,    6141,    6141,    6141,    32.6,    30.5,    48.2,    63.8,    72.2,   121.1,   17.8,  0.00565,      0,      0,       0,       0,       0,       0
total,        111891,    6073,    6073,    6073,    32.9,    30.5,    56.2,    63.2,    73.3,    89.1,   18.9,  0.00549,      0,      0,       0,       0,       0,       0
total,        118427,    6123,    6123,    6123,    32.6,    30.4,    50.1,    58.3,    71.9,    86.2,   19.9,  0.00544,      0,      0,       0,       0,       0,       0
total,        124535,    5787,    5787,    5787,    33.9,    31.5,    51.5,    68.5,    78.2,    88.1,   21.0,  0.00534,      0,      0,       0,       0,       0,       0
total,        130709,    5998,    5998,    5998,    33.9,    31.9,    51.5,    61.6,    76.2,   105.8,   22.0,  0.00510,      0,      0,       0,       0,       0,       0
total,        137052,    5894,    5894,    5894,    33.4,    30.9,    52.7,    60.8,    72.5,    84.4,   23.1,  0.00488,      0,      0,       0,       0,       0,       0
total,        143530,    6046,    6046,    6046,    33.6,    30.5,    60.6,    68.9,    79.2,    93.4,   24.2,  0.00473,      0,      0,       0,       0,       0,       0
total,        149799,    6037,    6037,    6037,    33.2,    30.8,    56.7,    64.1,    77.8,   107.6,   25.2,  0.00458,      0,      0,       0,       0,       0,       0
total,        156202,    6048,    6048,    6048,    33.0,    30.8,    49.1,    67.6,    79.0,    94.1,   26.3,  0.00484,      0,      0,       0,       0,       0,       0
total,        162564,    6083,    6083,    6083,    32.9,    30.3,    59.9,    66.7,    75.9,    83.7,   27.3,  0.00471,      0,      0,       0,       0,       0,       0
total,        168976,    6091,    6091,    6091,    32.8,    30.6,    48.1,    65.5,    79.5,    87.6,   28.3,  0.00460,      0,      0,       0,       0,       0,       0
total,        175306,    6063,    6063,    6063,    33.0,    30.4,    50.4,    70.3,    82.0,    96.5,   29.4,  0.00447,      0,      0,       0,       0,       0,       0
total,        181761,    6087,    6087,    6087,    32.8,    30.2,    51.5,    72.6,    82.4,   100.9,   30.5,  0.00436,      0,      0,       0,       0,       0,       0
total,        188234,    6179,    6179,    6179,    32.4,    30.6,    47.0,    55.0,    64.0,    69.2,   31.5,  0.00436,      0,      0,       0,       0,       0,       0
total,        194522,    6032,    6032,    6032,    33.1,    30.9,    51.2,    61.7,    73.9,    96.4,   32.5,  0.00422,      0,      0,       0,       0,       0,       0
total,        200753,    6012,    6012,    6012,    33.3,    30.6,    59.7,    67.3,    80.1,    94.5,   33.6,  0.00409,      0,      0,       0,       0,       0,       0
total,        207074,    6056,    6056,    6056,    33.0,    30.9,    51.7,    60.3,    71.4,    78.1,   34.6,  0.00398,      0,      0,       0,       0,       0,       0
total,        213466,    5895,    5895,    5895,    34.0,    31.1,    59.7,    69.3,    82.0,    87.8,   35.7,  0.00389,      0,      0,       0,       0,       0,       0
total,        219767,    5985,    5985,    5985,    33.4,    30.7,    60.7,    67.1,    80.4,    89.3,   36.8,  0.00378,      0,      0,       0,       0,       0,       0
total,        225662,    5603,    5603,    5603,    35.6,    30.8,    49.9,   142.7,   152.3,   163.1,   37.8,  0.00389,      0,      0,       0,       0,       0,       0
total,        232074,    6087,    6087,    6087,    32.8,    30.4,    48.3,    73.1,    82.0,    85.5,   38.9,  0.00380,      0,      0,       0,       0,       0,       0
total,        238454,    6134,    6134,    6134,    32.6,    30.3,    48.5,    67.6,    82.0,    90.9,   39.9,  0.00375,      0,      0,       0,       0,       0,       0
total,        244791,    5984,    5984,    5984,    33.4,    30.6,    60.6,    70.7,    80.4,   107.9,   41.0,  0.00365,      0,      0,       0,       0,       0,       0
total,        251219,    6162,    6162,    6162,    32.4,    30.7,    47.5,    55.6,    65.0,    77.4,   42.0,  0.00362,      0,      0,       0,       0,       0,       0
total,        257713,    6101,    6101,    6101,    32.8,    30.8,    51.6,    59.1,    67.7,    89.0,   43.1,  0.00356,      0,      0,       0,       0,       0,       0
total,        264105,    6019,    6019,    6019,    33.2,    30.6,    50.7,    73.8,    84.9,    95.7,   44.1,  0.00347,      0,      0,       0,       0,       0,       0
total,        270708,    6114,    6114,    6114,    32.8,    30.3,    50.3,    63.5,    77.1,    93.0,   45.2,  0.00341,      0,      0,       0,       0,       0,       0
total,        277141,    6172,    6172,    6172,    32.4,    30.4,    46.7,    61.9,    69.7,   100.2,   46.3,  0.00339,      0,      0,       0,       0,       0,       0
total,        283167,    5732,    5732,    5732,    34.8,    32.3,    53.1,    71.1,    80.3,    86.8,   47.3,  0.00347,      0,      0,       0,       0,       0,       0
total,        289240,    5694,    5694,    5694,    35.1,    32.3,    61.9,    70.9,    81.3,   127.0,   48.4,  0.00358,      0,      0,       0,       0,       0,       0
total,        295755,    6205,    6205,    6205,    32.2,    30.7,    44.8,    53.1,    67.4,    80.3,   49.4,  0.00358,      0,      0,       0,       0,       0,       0
total,        302195,    6166,    6166,    6166,    32.4,    30.5,    48.2,    56.6,    71.3,   102.5,   50.5,  0.00354,      0,      0,       0,       0,       0,       0
total,        308593,    6153,    6153,    6153,    32.5,    30.4,    50.8,    61.5,    74.4,   139.7,   51.5,  0.00350,      0,      0,       0,       0,       0,       0
total,        314953,    6065,    6065,    6065,    33.0,    30.5,    50.5,    67.5,    80.6,   125.8,   52.6,  0.00344,      0,      0,       0,       0,       0,       0
total,        321431,    6201,    6201,    6201,    32.3,    30.5,    46.7,    54.5,    65.7,    73.0,   53.6,  0.00342,      0,      0,       0,       0,       0,       0
total,        327811,    6104,    6104,    6104,    32.7,    30.2,    50.6,    71.3,    88.4,   139.0,   54.6,  0.00337,      0,      0,       0,       0,       0,       0
total,        334216,    6116,    6116,    6116,    32.6,    30.2,    51.8,    65.9,    74.5,   102.1,   55.7,  0.00332,      0,      0,       0,       0,       0,       0
total,        340639,    6157,    6157,    6157,    32.5,    30.9,    44.8,    53.6,    66.9,    78.6,   56.7,  0.00329,      0,      0,       0,       0,       0,       0
total,        347162,    6209,    6209,    6209,    32.2,    30.3,    47.1,    55.2,    72.1,    86.7,   57.8,  0.00327,      0,      0,       0,       0,       0,       0
total,        353523,    6093,    6093,    6093,    32.9,    30.1,    59.7,    67.5,    84.5,   137.3,   58.8,  0.00322,      0,      0,       0,       0,       0,       0
total,        360030,    6081,    6081,    6081,    32.8,    30.4,    52.3,    65.8,    83.7,   137.2,   59.9,  0.00317,      0,      0,       0,       0,       0,       0
total,        366473,    6215,    6215,    6215,    32.2,    30.2,    49.7,    57.3,    67.1,    77.5,   60.9,  0.00316,      0,      0,       0,       0,       0,       0
total,        372942,    6184,    6184,    6184,    32.4,    30.0,    53.2,    62.2,    72.7,   149.1,   62.0,  0.00313,      0,      0,       0,       0,       0,       0
total,        379413,    5929,    5929,    5929,    33.0,    30.1,    57.9,    76.6,    87.1,    98.8,   63.1,  0.00309,      0,      0,       0,       0,       0,       0
total,        385597,    5939,    5939,    5939,    33.4,    31.0,    51.8,    64.8,    79.9,    91.4,   64.1,  0.00305,      0,      0,       0,       0,       0,       0
total,        392122,    6218,    6218,    6218,    33.1,    30.6,    53.0,    68.2,    77.4,    88.3,   65.2,  0.00304,      0,      0,       0,       0,       0,       0
total,        398604,    6216,    6216,    6216,    32.2,    30.1,    50.6,    58.1,    68.8,    77.7,   66.2,  0.00303,      0,      0,       0,       0,       0,       0
total,        404857,    5962,    5962,    5962,    33.6,    30.6,    54.4,    64.2,    78.0,    90.2,   67.3,  0.00299,      0,      0,       0,       0,       0,       0
total,        411499,    6342,    6342,    6342,    31.5,    29.9,    44.9,    52.5,    64.4,    81.2,   68.3,  0.00305,      0,      0,       0,       0,       0,       0
total,        417993,    6242,    6242,    6242,    32.0,    30.4,    45.1,    52.3,    65.7,    68.8,   69.3,  0.00304,      0,      0,       0,       0,       0,       0
total,        424576,    6273,    6273,    6273,    31.9,    29.6,    48.6,    59.6,    75.1,   119.9,   70.4,  0.00305,      0,      0,       0,       0,       0,       0
total,        430920,    6094,    6094,    6094,    32.8,    30.2,    59.7,    67.7,    86.5,    92.4,   71.4,  0.00300,      0,      0,       0,       0,       0,       0
total,        437263,    6062,    6062,    6062,    32.9,    30.1,    56.5,    72.1,    82.7,    92.1,   72.5,  0.00296,      0,      0,       0,       0,       0,       0
total,        443578,    6080,    6080,    6080,    32.9,    30.1,    61.1,    69.2,    84.6,   106.3,   73.5,  0.00292,      0,      0,       0,       0,       0,       0
total,        449856,    5966,    5966,    5966,    33.5,    30.3,    60.7,    69.3,    96.2,   134.2,   74.6,  0.00288,      0,      0,       0,       0,       0,       0
total,        456202,    6101,    6101,    6101,    32.8,    30.2,    50.9,    61.0,    76.7,    99.8,   75.6,  0.00285,      0,      0,       0,       0,       0,       0
total,        462603,    6141,    6141,    6141,    32.6,    29.7,    63.6,    69.9,    82.8,   101.2,   76.7,  0.00282,      0,      0,       0,       0,       0,       0
total,        469210,    6269,    6269,    6269,    31.8,    29.8,    46.7,    59.5,    71.5,    81.7,   77.7,  0.00282,      0,      0,       0,       0,       0,       0
total,        475673,    6203,    6203,    6203,    32.3,    30.0,    50.6,    62.9,    82.5,   106.9,   78.8,  0.00280,      0,      0,       0,       0,       0,       0
total,        482154,    6028,    6028,    6028,    32.9,    30.1,    57.4,    68.3,    82.3,   125.1,   79.8,  0.00276,      0,      0,       0,       0,       0,       0
total,        488588,    6163,    6163,    6163,    32.6,    30.2,    52.8,    64.2,    77.2,    86.8,   80.9,  0.00274,      0,      0,       0,       0,       0,       0
total,        494905,    6067,    6067,    6067,    32.9,    30.2,    49.8,    67.5,    78.0,    90.5,   81.9,  0.00270,      0,      0,       0,       0,       0,       0
total,        501498,    6337,    6337,    6337,    31.6,    29.7,    45.8,    60.6,    70.2,    80.7,   83.0,  0.00273,      0,      0,       0,       0,       0,       0
total,        507820,    6084,    6084,    6084,    32.9,    30.0,    63.4,    70.9,    83.5,   154.1,   84.0,  0.00270,      0,      0,       0,       0,       0,       0
total,        514316,    6233,    6233,    6233,    32.0,    30.0,    48.1,    59.5,    70.9,    78.3,   85.0,  0.00269,      0,      0,       0,       0,       0,       0
total,        520895,    6286,    6286,    6286,    31.8,    30.0,    46.9,    56.8,    67.9,    85.1,   86.1,  0.00269,      0,      0,       0,       0,       0,       0
total,        527392,    6199,    6199,    6199,    32.3,    29.8,    55.9,    64.9,    80.4,    86.8,   87.1,  0.00267,      0,      0,       0,       0,       0,       0
total,        533793,    6150,    6150,    6150,    32.5,    30.0,    55.3,    62.2,    74.7,    99.6,   88.2,  0.00265,      0,      0,       0,       0,       0,       0
total,        540230,    6214,    6214,    6214,    32.2,    29.7,    55.1,    68.5,    79.3,    85.1,   89.2,  0.00263,      0,      0,       0,       0,       0,       0
total,        546789,    6278,    6278,    6278,    31.8,    29.8,    47.2,    59.2,    69.9,    85.4,   90.3,  0.00263,      0,      0,       0,       0,       0,       0
total,        553426,    6329,    6329,    6329,    31.5,    29.6,    49.0,    56.9,    68.5,    74.9,   91.3,  0.00264,      0,      0,       0,       0,       0,       0
total,        559850,    6188,    6188,    6188,    32.3,    30.0,    52.6,    64.3,    72.4,    76.4,   92.3,  0.00262,      0,      0,       0,       0,       0,       0
total,        566434,    6098,    6098,    6098,    32.6,    29.8,    53.1,    68.8,    75.1,    81.4,   93.4,  0.00259,      0,      0,       0,       0,       0,       0
total,        572974,    6265,    6265,    6265,    32.1,    29.8,    48.6,    66.0,    76.2,    81.7,   94.5,  0.00259,      0,      0,       0,       0,       0,       0
total,        579517,    6271,    6271,    6271,    31.9,    29.4,    53.3,    63.9,    73.4,    87.5,   95.5,  0.00258,      0,      0,       0,       0,       0,       0
total,        586219,    6352,    6352,    6352,    31.5,    29.6,    47.1,    53.6,    69.1,    74.3,   96.6,  0.00260,      0,      0,       0,       0,       0,       0
total,        592795,    6291,    6291,    6291,    31.8,    29.7,    48.9,    59.3,    69.2,    83.1,   97.6,  0.00260,      0,      0,       0,       0,       0,       0
total,        599362,    6238,    6238,    6238,    32.1,    29.6,    48.0,    71.0,    83.1,   124.6,   98.7,  0.00258,      0,      0,       0,       0,       0,       0
total,        605793,    6183,    6183,    6183,    32.4,    29.5,    61.8,    70.6,    86.0,    95.2,   99.7,  0.00256,      0,      0,       0,       0,       0,       0
total,        612470,    6372,    6372,    6372,    31.4,    29.5,    47.2,    55.9,    71.5,    78.7,  100.7,  0.00258,      0,      0,       0,       0,       0,       0
total,        619058,    6332,    6332,    6332,    31.6,    29.7,    46.3,    54.1,    61.5,    66.4,  101.8,  0.00258,      0,      0,       0,       0,       0,       0
total,        625628,    6061,    6061,    6061,    33.0,    29.7,    58.4,    68.5,    83.4,   103.4,  102.9,  0.00256,      0,      0,       0,       0,       0,       0
total,        632421,    6456,    6456,    6456,    31.0,    29.2,    45.7,    52.2,    62.8,    74.8,  103.9,  0.00260,      0,      0,       0,       0,       0,       0
total,        639057,    6415,    6415,    6415,    31.1,    29.3,    45.8,    56.3,    71.0,    83.3,  105.0,  0.00263,      0,      0,       0,       0,       0,       0
total,        645777,    6439,    6439,    6439,    31.1,    29.4,    45.9,    53.5,    64.6,    75.2,  106.0,  0.00266,      0,      0,       0,       0,       0,       0
total,        652399,    6376,    6376,    6376,    31.3,    29.5,    45.4,    56.7,    70.8,    82.6,  107.0,  0.00266,      0,      0,       0,       0,       0,       0
total,        658856,    6162,    6162,    6162,    32.4,    29.9,    47.3,    69.4,    82.5,   129.1,  108.1,  0.00264,      0,      0,       0,       0,       0,       0
total,        665421,    6229,    6229,    6229,    32.1,    29.6,    46.7,    67.6,    88.6,   143.0,  109.1,  0.00262,      0,      0,       0,       0,       0,       0
total,        671896,    6196,    6196,    6196,    32.3,    29.6,    57.5,    64.5,    75.6,   115.5,  110.2,  0.00260,      0,      0,       0,       0,       0,       0
total,        678329,    6002,    6002,    6002,    32.9,    30.0,    49.8,    65.2,    74.9,   120.8,  111.3,  0.00258,      0,      0,       0,       0,       0,       0
total,        685051,    6206,    6206,    6206,    32.6,    30.0,    53.5,    67.5,    78.2,   100.8,  112.3,  0.00256,      0,      0,       0,       0,       0,       0
total,        691661,    6271,    6271,    6271,    31.9,    29.6,    46.3,    69.3,    81.8,    91.3,  113.4,  0.00255,      0,      0,       0,       0,       0,       0
total,        698424,    6420,    6420,    6420,    31.2,    29.7,    44.7,    52.2,    65.1,    73.5,  114.4,  0.00257,      0,      0,       0,       0,       0,       0
total,        704977,    6286,    6286,    6286,    31.8,    29.5,    49.1,    66.7,    78.8,    96.0,  115.5,  0.00256,      0,      0,       0,       0,       0,       0
total,        711586,    6305,    6305,    6305,    31.7,    29.4,    48.0,    67.8,    79.8,   131.2,  116.5,  0.00255,      0,      0,       0,       0,       0,       0
total,        718044,    6132,    6132,    6132,    32.6,    29.4,    63.5,    74.2,   104.6,   142.9,  117.6,  0.00252,      0,      0,       0,       0,       0,       0
total,        724621,    6332,    6332,    6332,    31.6,    29.4,    48.7,    61.8,    75.3,    85.5,  118.6,  0.00252,      0,      0,       0,       0,       0,       0
total,        731236,    6395,    6395,    6395,    31.2,    29.5,    45.7,    54.5,    63.3,    72.0,  119.7,  0.00253,      0,      0,       0,       0,       0,       0
total,        738125,    6170,    6170,    6170,    32.4,    29.4,    58.2,    69.5,    86.6,   117.2,  120.8,  0.00251,      0,      0,       0,       0,       0,       0
total,        744739,    6310,    6310,    6310,    31.7,    29.3,    49.2,    65.9,    74.2,    85.2,  121.8,  0.00250,      0,      0,       0,       0,       0,       0
total,        751472,    6457,    6457,    6457,    31.0,    29.1,    45.0,    57.2,    66.9,    83.2,  122.9,  0.00252,      0,      0,       0,       0,       0,       0
total,        758085,    6379,    6379,    6379,    31.4,    29.4,    45.7,    54.4,    64.4,    75.9,  123.9,  0.00252,      0,      0,       0,       0,       0,       0
total,        764712,    6374,    6374,    6374,    31.4,    29.3,    48.8,    57.3,    69.0,    72.9,  124.9,  0.00252,      0,      0,       0,       0,       0,       0
total,        771269,    6344,    6344,    6344,    31.6,    29.2,    48.8,    64.6,    75.8,   102.1,  126.0,  0.00252,      0,      0,       0,       0,       0,       0
total,        777865,    6315,    6315,    6315,    31.7,    29.7,    46.8,    55.0,    68.6,    81.2,  127.0,  0.00251,      0,      0,       0,       0,       0,       0
total,        784398,    6354,    6354,    6354,    31.4,    29.2,    50.8,    62.2,    75.4,    83.4,  128.1,  0.00251,      0,      0,       0,       0,       0,       0
total,        790988,    6121,    6121,    6121,    32.6,    29.4,    63.8,    71.0,    82.4,   105.2,  129.1,  0.00249,      0,      0,       0,       0,       0,       0
total,        797550,    6272,    6272,    6272,    31.9,    29.2,    57.0,    69.6,    83.9,   105.8,  130.2,  0.00247,      0,      0,       0,       0,       0,       0
total,        804095,    6240,    6240,    6240,    32.0,    29.1,    58.8,    70.1,   120.2,   135.8,  131.2,  0.00246,      0,      0,       0,       0,       0,       0
total,        810663,    6213,    6213,    6213,    32.2,    29.4,    58.3,    65.9,    81.1,    93.8,  132.3,  0.00244,      0,      0,       0,       0,       0,       0
total,        817158,    6213,    6213,    6213,    32.2,    29.3,    51.5,    69.4,    80.5,    87.9,  133.3,  0.00242,      0,      0,       0,       0,       0,       0
total,        824008,    6561,    6561,    6561,    30.4,    28.8,    44.6,    51.0,    59.0,    75.9,  134.4,  0.00246,      0,      0,       0,       0,       0,       0
total,        830593,    6312,    6312,    6312,    31.7,    29.2,    57.1,    65.1,    76.9,    90.5,  135.4,  0.00245,      0,      0,       0,       0,       0,       0
total,        837181,    6326,    6326,    6326,    31.6,    28.9,    57.0,    65.8,    74.7,    81.4,  136.5,  0.00244,      0,      0,       0,       0,       0,       0
total,        843752,    6208,    6208,    6208,    32.1,    29.3,    51.0,    70.1,    81.4,   106.6,  137.5,  0.00242,      0,      0,       0,       0,       0,       0
total,        850582,    6514,    6514,    6514,    30.8,    28.8,    47.7,    56.3,    68.5,    73.2,  138.6,  0.00245,      0,      0,       0,       0,       0,       0
total,        857247,    6397,    6397,    6397,    31.3,    28.9,    47.0,    68.2,    78.5,   105.0,  139.6,  0.00245,      0,      0,       0,       0,       0,       0
total,        863954,    6390,    6390,    6390,    31.3,    29.1,    45.7,    67.2,    79.1,    90.2,  140.7,  0.00245,      0,      0,       0,       0,       0,       0
total,        870739,    6472,    6472,    6472,    30.9,    29.1,    45.1,    52.6,    63.5,    89.5,  141.7,  0.00246,      0,      0,       0,       0,       0,       0
total,        877321,    6347,    6347,    6347,    31.5,    29.2,    51.4,    62.3,    74.0,    88.0,  142.7,  0.00245,      0,      0,       0,       0,       0,       0
total,        883957,    6394,    6394,    6394,    31.3,    29.1,    46.0,    65.1,    76.1,    83.5,  143.8,  0.00245,      0,      0,       0,       0,       0,       0
total,        890543,    6271,    6271,    6271,    31.9,    29.2,    49.7,    64.2,    83.5,   130.4,  144.8,  0.00243,      0,      0,       0,       0,       0,       0
total,        897016,    6258,    6258,    6258,    32.0,    29.3,    51.6,    71.1,    87.9,   120.3,  145.9,  0.00242,      0,      0,       0,       0,       0,       0
total,        903442,    6164,    6164,    6164,    32.4,    29.4,    61.9,    69.3,    90.6,   127.9,  146.9,  0.00240,      0,      0,       0,       0,       0,       0
total,        909891,    6168,    6168,    6168,    32.5,    29.6,    63.0,    72.5,    88.7,   109.1,  148.0,  0.00239,      0,      0,       0,       0,       0,       0
total,        916560,    6401,    6401,    6401,    31.2,    29.3,    44.6,    60.8,    72.1,    78.2,  149.0,  0.00238,      0,      0,       0,       0,       0,       0
total,        922835,    6052,    6052,    6052,    32.9,    30.5,    55.5,    67.6,    84.4,   115.3,  150.0,  0.00237,      0,      0,       0,       0,       0,       0
total,        929031,    5961,    5961,    5961,    33.6,    31.3,    49.6,    69.6,    81.3,   138.3,  151.1,  0.00237,      0,      0,       0,       0,       0,       0
total,        935244,    5951,    5951,    5951,    33.6,    31.1,    51.4,    67.6,    79.6,    91.1,  152.1,  0.00236,      0,      0,       0,       0,       0,       0
total,        941561,    6049,    6049,    6049,    33.0,    31.0,    50.1,    59.2,    72.7,    78.2,  153.2,  0.00235,      0,      0,       0,       0,       0,       0
total,        948159,    5758,    5758,    5758,    34.8,    30.6,    66.5,    92.1,   110.4,   152.3,  154.3,  0.00233,      0,      0,       0,       0,       0,       0
total,        954513,    6096,    6096,    6096,    32.8,    30.1,    62.6,    70.4,    82.2,    96.9,  155.3,  0.00232,      0,      0,       0,       0,       0,       0
total,        960879,    6125,    6125,    6125,    32.6,    30.1,    47.9,    77.3,    91.0,   108.3,  156.4,  0.00232,      0,      0,       0,       0,       0,       0
total,        967298,    6128,    6128,    6128,    32.6,    30.7,    47.6,    58.5,    71.0,    76.8,  157.4,  0.00230,      0,      0,       0,       0,       0,       0
total,        973765,    6195,    6195,    6195,    32.3,    30.5,    44.7,    58.2,    69.6,    82.3,  158.5,  0.00229,      0,      0,       0,       0,       0,       0
total,        980279,    6210,    6210,    6210,    32.3,    29.7,    58.5,    66.9,    79.7,    93.2,  159.5,  0.00228,      0,      0,       0,       0,       0,       0
total,        986806,    6269,    6269,    6269,    31.9,    30.1,    46.0,    55.2,    66.9,    78.3,  160.6,  0.00226,      0,      0,       0,       0,       0,       0
total,        993359,    6077,    6077,    6077,    32.9,    30.5,    49.7,    60.6,    75.2,    84.3,  161.6,  0.00225,      0,      0,       0,       0,       0,       0
total,        999655,    6042,    6042,    6042,    33.1,    30.2,    59.8,    69.7,    84.5,    95.7,  162.7,  0.00224,      0,      0,       0,       0,       0,       0
total,       1006045,    6135,    6135,    6135,    32.5,    30.8,    47.3,    56.2,    72.3,    83.1,  163.7,  0.00223,      0,      0,       0,       0,       0,       0
total,       1012196,    5885,    5885,    5885,    34.0,    31.5,    59.1,    67.9,    80.4,    94.3,  164.8,  0.00223,      0,      0,       0,       0,       0,       0
total,       1018531,    6107,    6107,    6107,    32.8,    29.9,    49.8,    73.0,    89.2,   111.6,  165.8,  0.00222,      0,      0,       0,       0,       0,       0
total,       1025271,    6346,    6346,    6346,    31.5,    29.6,    48.1,    56.0,    68.7,    92.7,  166.9,  0.00221,      0,      0,       0,       0,       0,       0
total,       1031705,    6192,    6192,    6192,    32.3,    29.4,    53.3,    76.1,    87.3,   101.2,  167.9,  0.00220,      0,      0,       0,       0,       0,       0
total,       1038048,    6095,    6095,    6095,    32.8,    30.0,    58.7,    68.4,    77.7,    98.1,  169.0,  0.00218,      0,      0,       0,       0,       0,       0
total,       1044743,    6407,    6407,    6407,    31.2,    29.3,    46.8,    58.2,    70.7,    82.3,  170.0,  0.00218,      0,      0,       0,       0,       0,       0
total,       1051533,    6500,    6500,    6500,    30.8,    29.1,    45.0,    54.9,    70.6,    89.1,  171.0,  0.00220,      0,      0,       0,       0,       0,       0
total,       1057911,    6114,    6114,    6114,    32.6,    30.2,    55.1,    66.2,    96.3,   117.2,  172.1,  0.00218,      0,      0,       0,       0,       0,       0
total,       1064144,    5991,    5991,    5991,    33.4,    30.5,    61.8,    70.4,    82.8,    93.1,  173.1,  0.00218,      0,      0,       0,       0,       0,       0
total,       1070594,    6198,    6198,    6198,    32.2,    29.9,    47.5,    66.5,    87.7,    94.5,  174.2,  0.00216,      0,      0,       0,       0,       0,       0
total,       1077128,    6281,    6281,    6281,    31.8,    30.1,    46.6,    53.5,    70.7,    83.7,  175.2,  0.00215,      0,      0,       0,       0,       0,       0
total,       1083520,    6100,    6100,    6100,    32.8,    30.2,    59.6,    67.5,    84.3,    88.4,  176.3,  0.00214,      0,      0,       0,       0,       0,       0
total,       1090065,    6251,    6251,    6251,    32.0,    30.1,    45.5,    61.9,    86.8,   101.7,  177.3,  0.00213,      0,      0,       0,       0,       0,       0
total,       1096564,    6213,    6213,    6213,    32.2,    30.2,    49.2,    62.9,    74.6,    86.7,  178.4,  0.00212,      0,      0,       0,       0,       0,       0
total,       1103171,    6167,    6167,    6167,    32.2,    30.0,    50.0,    59.9,    71.5,    86.1,  179.4,  0.00211,      0,      0,       0,       0,       0,       0
total,       1110029,    6525,    6525,    6525,    30.9,    28.9,    46.6,    55.4,    72.8,    91.3,  180.5,  0.00212,      0,      0,       0,       0,       0,       0
total,       1116792,    6432,    6432,    6432,    31.1,    29.0,    45.9,    63.2,    76.5,    79.6,  181.5,  0.00213,      0,      0,       0,       0,       0,       0
total,       1123293,    6147,    6147,    6147,    32.5,    30.4,    49.9,    64.3,    78.4,    92.9,  182.6,  0.00211,      0,      0,       0,       0,       0,       0
total,       1129695,    6150,    6150,    6150,    32.5,    30.3,    47.7,    64.2,    88.5,   101.2,  183.6,  0.00210,      0,      0,       0,       0,       0,       0
total,       1136094,    6168,    6168,    6168,    32.4,    30.1,    50.4,    66.2,    82.4,    95.6,  184.7,  0.00209,      0,      0,       0,       0,       0,       0
total,       1142832,    6478,    6478,    6478,    30.9,    29.3,    43.7,    52.3,    63.9,    74.7,  185.7,  0.00210,      0,      0,       0,       0,       0,       0
