INFO  15:21:55 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  15:21:55 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [likelyquery0] with 250 threads for 20000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,       1793839,    1815,    1815,    1815,   143.0,   132.4,   204.0,   232.5,   270.4,   285.4, 1054.3,  0.00141,      0,      0,       0,       0,       0,       0
total,       1796059,    1799,    1799,    1799,   139.0,   132.3,   183.0,   214.2,   247.3,   263.9, 1055.5,  0.00141,      0,      0,       0,       0,       0,       0
total,       1798101,    1725,    1725,    1725,   144.4,   138.0,   192.8,   216.5,   237.1,   287.0, 1056.7,  0.00141,      0,      0,       0,       0,       0,       0
total,       1800073,    1663,    1663,    1663,   150.2,   143.3,   199.6,   221.1,   238.8,   241.2, 1057.9,  0.00140,      0,      0,       0,       0,       0,       0
total,       1802145,    1723,    1723,    1723,   145.1,   142.6,   189.0,   218.6,   238.3,   257.1, 1059.1,  0.00140,      0,      0,       0,       0,       0,       0
total,       1804140,    1733,    1733,    1733,   145.0,   135.4,   203.4,   233.8,   278.4,   317.1, 1060.3,  0.00140,      0,      0,       0,       0,       0,       0
total,       1806159,    1721,    1721,    1721,   144.3,   136.2,   203.8,   229.7,   252.8,   255.6, 1061.4,  0.00140,      0,      0,       0,       0,       0,       0
total,       1808316,    1806,    1806,    1806,   139.6,   134.4,   178.1,   207.8,   231.9,   245.5, 1062.6,  0.00140,      0,      0,       0,       0,       0,       0
total,       1810402,    1776,    1776,    1776,   139.8,   134.1,   183.3,   209.0,   229.8,   246.0, 1063.8,  0.00140,      0,      0,       0,       0,       0,       0
total,       1812519,    1810,    1810,    1810,   137.8,   134.3,   171.9,   198.9,   223.7,   242.8, 1065.0,  0.00140,      0,      0,       0,       0,       0,       0
total,       1814550,    1767,    1767,    1767,   142.0,   129.1,   225.2,   254.1,   295.6,   345.9, 1066.1,  0.00140,      0,      0,       0,       0,       0,       0
total,       1816743,    1761,    1761,    1761,   140.7,   134.0,   186.5,   213.4,   250.4,   279.0, 1067.4,  0.00140,      0,      0,       0,       0,       0,       0
total,       1818846,    1793,    1793,    1793,   140.2,   134.3,   194.0,   223.9,   264.4,   277.5, 1068.5,  0.00140,      0,      0,       0,       0,       0,       0
total,       1820867,    1752,    1752,    1752,   137.3,   132.0,   180.0,   208.6,   225.7,   242.9, 1069.7,  0.00140,      0,      0,       0,       0,       0,       0
total,       1823015,    1842,    1842,    1842,   140.7,   134.9,   185.9,   217.5,   249.8,   294.5, 1070.9,  0.00140,      0,      0,       0,       0,       0,       0
total,       1825213,    1819,    1819,    1819,   138.4,   133.7,   177.4,   205.2,   238.7,   257.9, 1072.1,  0.00140,      0,      0,       0,       0,       0,       0
total,       1827311,    1825,    1825,    1825,   136.7,   129.5,   179.2,   207.5,   238.7,   254.2, 1073.2,  0.00140,      0,      0,       0,       0,       0,       0
total,       1829356,    1741,    1741,    1741,   137.6,   132.5,   180.5,   204.6,   230.8,   245.5, 1074.4,  0.00140,      0,      0,       0,       0,       0,       0
total,       1831564,    1839,    1839,    1839,   141.3,   135.5,   184.6,   215.2,   240.3,   268.1, 1075.6,  0.00140,      0,      0,       0,       0,       0,       0
total,       1833678,    1773,    1773,    1773,   140.9,   133.0,   190.1,   211.1,   233.8,   248.6, 1076.8,  0.00140,      0,      0,       0,       0,       0,       0
total,       1835786,    1777,    1777,    1777,   141.1,   133.4,   194.9,   214.0,   244.6,   273.8, 1078.0,  0.00140,      0,      0,       0,       0,       0,       0
total,       1837948,    1816,    1816,    1816,   135.0,   128.7,   178.2,   198.1,   227.6,   261.8, 1079.2,  0.00140,      0,      0,       0,       0,       0,       0
total,       1840070,    1847,    1847,    1847,   138.0,   132.9,   175.7,   200.5,   242.8,   261.6, 1080.3,  0.00140,      0,      0,       0,       0,       0,       0
total,       1842201,    1761,    1761,    1761,   141.3,   131.2,   199.9,   227.4,   260.5,   272.2, 1081.5,  0.00140,      0,      0,       0,       0,       0,       0
total,       1844300,    1770,    1770,    1770,   141.5,   135.4,   184.0,   207.1,   235.1,   241.3, 1082.7,  0.00140,      0,      0,       0,       0,       0,       0
total,       1846296,    1837,    1837,    1837,   136.0,   130.9,   174.4,   199.3,   226.8,   249.5, 1083.8,  0.00140,      0,      0,       0,       0,       0,       0
total,       1848545,    1762,    1762,    1762,   142.3,   130.8,   236.9,   267.8,   297.7,   322.1, 1085.1,  0.00140,      0,      0,       0,       0,       0,       0
total,       1850799,    1768,    1768,    1768,   141.2,   134.0,   191.5,   222.9,   257.3,   295.4, 1086.4,  0.00140,      0,      0,       0,       0,       0,       0
total,       1852863,    1777,    1777,    1777,   140.9,   134.0,   185.0,   211.3,   243.8,   251.0, 1087.5,  0.00140,      0,      0,       0,       0,       0,       0
total,       1854971,    1769,    1769,    1769,   140.6,   130.3,   197.3,   222.4,   263.5,   273.1, 1088.7,  0.00140,      0,      0,       0,       0,       0,       0
total,       1857143,    1854,    1854,    1854,   135.6,   128.0,   186.0,   218.6,   247.0,   252.8, 1089.9,  0.00140,      0,      0,       0,       0,       0,       0
total,       1859276,    1752,    1752,    1752,   142.6,   136.8,   186.0,   213.6,   252.2,   259.3, 1091.1,  0.00140,      0,      0,       0,       0,       0,       0
total,       1861455,    1809,    1809,    1809,   138.0,   133.2,   173.4,   197.9,   231.9,   235.8, 1092.3,  0.00140,      0,      0,       0,       0,       0,       0
total,       1863582,    1797,    1797,    1797,   138.8,   132.5,   184.0,   208.8,   234.3,   245.3, 1093.5,  0.00140,      0,      0,       0,       0,       0,       0
total,       1865662,    1779,    1779,    1779,   139.0,   133.2,   183.3,   205.1,   231.9,   254.7, 1094.7,  0.00140,      0,      0,       0,       0,       0,       0
total,       1867697,    1762,    1762,    1762,   143.7,   130.1,   229.7,   252.7,   303.1,   314.2, 1095.8,  0.00140,      0,      0,       0,       0,       0,       0
total,       1869818,    1765,    1765,    1765,   141.7,   129.7,   211.6,   232.2,   265.3,   273.7, 1097.0,  0.00140,      0,      0,       0,       0,       0,       0
total,       1871930,    1808,    1808,    1808,   138.5,   132.0,   182.6,   212.0,   233.3,   241.9, 1098.2,  0.00140,      0,      0,       0,       0,       0,       0
total,       1874045,    1818,    1818,    1818,   137.1,   131.5,   179.5,   219.1,   258.8,   270.0, 1099.3,  0.00140,      0,      0,       0,       0,       0,       0
total,       1876238,    1751,    1751,    1751,   142.8,   133.6,   195.2,   226.5,   270.3,   289.0, 1100.6,  0.00140,      0,      0,       0,       0,       0,       0
total,       1878392,    1777,    1777,    1777,   140.5,   134.2,   186.2,   211.7,   236.7,   267.5, 1101.8,  0.00140,      0,      0,       0,       0,       0,       0
total,       1880471,    1763,    1763,    1763,   142.3,   135.2,   188.4,   216.3,   240.4,   256.3, 1103.0,  0.00140,      0,      0,       0,       0,       0,       0
total,       1882520,    1748,    1748,    1748,   139.9,   132.6,   189.2,   212.8,   232.2,   246.8, 1104.2,  0.00139,      0,      0,       0,       0,       0,       0
total,       1884667,    1806,    1806,    1806,   141.0,   134.4,   185.7,   215.0,   255.7,   274.2, 1105.3,  0.00139,      0,      0,       0,       0,       0,       0
total,       1886805,    1780,    1780,    1780,   140.3,   132.0,   189.9,   213.8,   233.7,   237.9, 1106.5,  0.00139,      0,      0,       0,       0,       0,       0
total,       1888806,    1736,    1736,    1736,   144.9,   132.8,   201.7,   228.6,   251.7,   306.1, 1107.7,  0.00139,      0,      0,       0,       0,       0,       0
total,       1890857,    1760,    1760,    1760,   140.9,   132.9,   197.0,   224.7,   260.0,   267.0, 1108.9,  0.00139,      0,      0,       0,       0,       0,       0
total,       1892923,    1746,    1746,    1746,   143.6,   135.7,   192.3,   216.3,   243.2,   255.7, 1110.0,  0.00139,      0,      0,       0,       0,       0,       0
total,       1895135,    1817,    1817,    1817,   137.5,   129.4,   183.3,   216.2,   258.1,   328.0, 1111.3,  0.00139,      0,      0,       0,       0,       0,       0
total,       1897408,    1805,    1805,    1805,   139.1,   130.1,   196.1,   220.7,   265.5,   273.8, 1112.5,  0.00139,      0,      0,       0,       0,       0,       0
total,       1899544,    1811,    1811,    1811,   137.2,   130.5,   177.5,   207.9,   234.2,   240.4, 1113.7,  0.00139,      0,      0,       0,       0,       0,       0
total,       1901728,    1864,    1864,    1864,   133.8,   129.4,   170.5,   196.3,   213.9,   232.3, 1114.9,  0.00139,      0,      0,       0,       0,       0,       0
total,       1903893,    1744,    1744,    1744,   143.7,   134.0,   194.2,   232.7,   262.6,   287.5, 1116.1,  0.00139,      0,      0,       0,       0,       0,       0
total,       1906070,    1770,    1770,    1770,   142.0,   131.8,   206.1,   235.4,   272.0,   298.3, 1117.3,  0.00139,      0,      0,       0,       0,       0,       0
total,       1908210,    1845,    1845,    1845,   135.0,   129.5,   172.6,   199.5,   228.4,   276.2, 1118.5,  0.00139,      0,      0,       0,       0,       0,       0
total,       1910302,    1807,    1807,    1807,   137.9,   130.4,   193.2,   226.4,   248.2,   279.0, 1119.7,  0.00139,      0,      0,       0,       0,       0,       0
total,       1912579,    1764,    1764,    1764,   142.2,   128.7,   202.9,   233.3,   260.8,   292.6, 1121.0,  0.00139,      0,      0,       0,       0,       0,       0
total,       1914733,    1799,    1799,    1799,   138.8,   132.7,   182.9,   208.7,   228.5,   235.3, 1122.2,  0.00139,      0,      0,       0,       0,       0,       0
total,       1916731,    1717,    1717,    1717,   144.4,   135.7,   192.4,   221.8,   245.4,   259.0, 1123.3,  0.00139,      0,      0,       0,       0,       0,       0
total,       1918803,    1786,    1786,    1786,   140.6,   130.8,   205.2,   235.0,   252.9,   274.3, 1124.5,  0.00139,      0,      0,       0,       0,       0,       0
total,       1920942,    1775,    1775,    1775,   141.2,   136.9,   180.8,   204.1,   232.8,   250.0, 1125.7,  0.00138,      0,      0,       0,       0,       0,       0
total,       1923026,    1674,    1674,    1674,   149.4,   134.7,   231.2,   262.5,   308.1,   372.2, 1126.9,  0.00138,      0,      0,       0,       0,       0,       0
total,       1925110,    1771,    1771,    1771,   141.1,   135.4,   183.7,   208.5,   238.2,   249.1, 1128.1,  0.00138,      0,      0,       0,       0,       0,       0
total,       1927227,    1823,    1823,    1823,   137.5,   130.8,   186.2,   211.1,   236.9,   258.0, 1129.3,  0.00138,      0,      0,       0,       0,       0,       0
total,       1929461,    1806,    1806,    1806,   138.1,   133.8,   175.1,   200.0,   239.4,   256.4, 1130.5,  0.00138,      0,      0,       0,       0,       0,       0
total,       1931631,    1814,    1814,    1814,   137.3,   132.2,   179.8,   205.2,   228.1,   236.7, 1131.7,  0.00138,      0,      0,       0,       0,       0,       0
total,       1933658,    1727,    1727,    1727,   145.5,   137.3,   195.0,   217.2,   262.2,   279.3, 1132.9,  0.00138,      0,      0,       0,       0,       0,       0
total,       1935839,    1803,    1803,    1803,   137.5,   132.3,   177.6,   202.7,   236.2,   244.4, 1134.1,  0.00138,      0,      0,       0,       0,       0,       0
total,       1937959,    1810,    1810,    1810,   138.5,   132.5,   178.9,   205.6,   244.2,   259.2, 1135.3,  0.00138,      0,      0,       0,       0,       0,       0
total,       1940119,    1792,    1792,    1792,   140.3,   135.5,   178.9,   208.5,   231.9,   235.6, 1136.5,  0.00138,      0,      0,       0,       0,       0,       0
total,       1942114,    1709,    1709,    1709,   145.5,   135.6,   195.5,   219.6,   248.4,   260.1, 1137.6,  0.00138,      0,      0,       0,       0,       0,       0
total,       1944175,    1827,    1827,    1827,   137.4,   131.9,   180.9,   204.5,   228.6,   255.6, 1138.8,  0.00138,      0,      0,       0,       0,       0,       0
total,       1946262,    1746,    1746,    1746,   143.8,   139.5,   182.8,   208.3,   233.0,   269.2, 1139.9,  0.00138,      0,      0,       0,       0,       0,       0
total,       1948348,    1745,    1745,    1745,   141.8,   136.7,   182.8,   211.4,   254.1,   271.2, 1141.1,  0.00138,      0,      0,       0,       0,       0,       0
total,       1950359,    1720,    1720,    1720,   142.5,   134.7,   203.0,   224.4,   247.6,   281.5, 1142.3,  0.00138,      0,      0,       0,       0,       0,       0
total,       1952412,    1793,    1793,    1793,   143.3,   133.7,   200.4,   236.2,   269.7,   272.2, 1143.5,  0.00137,      0,      0,       0,       0,       0,       0
total,       1954564,    1785,    1785,    1785,   140.4,   134.2,   182.7,   214.0,   250.9,   257.3, 1144.7,  0.00137,      0,      0,       0,       0,       0,       0
total,       1956580,    1712,    1712,    1712,   145.6,   134.9,   219.3,   251.6,   281.3,   308.1, 1145.8,  0.00137,      0,      0,       0,       0,       0,       0
total,       1958720,    1802,    1802,    1802,   137.8,   131.0,   184.7,   215.0,   242.5,   274.2, 1147.0,  0.00137,      0,      0,       0,       0,       0,       0
total,       1960777,    1738,    1738,    1738,   144.0,   139.1,   187.5,   217.9,   240.9,   248.2, 1148.2,  0.00137,      0,      0,       0,       0,       0,       0
total,       1962738,    1626,    1626,    1626,   153.8,   143.7,   215.4,   238.5,   273.8,   287.8, 1149.4,  0.00137,      0,      0,       0,       0,       0,       0
total,       1964701,    1760,    1760,    1760,   142.3,   137.9,   181.3,   211.7,   259.6,   277.4, 1150.5,  0.00137,      0,      0,       0,       0,       0,       0
total,       1966824,    1722,    1722,    1722,   145.2,   135.2,   212.1,   243.0,   295.1,   311.3, 1151.8,  0.00137,      0,      0,       0,       0,       0,       0
total,       1968993,    1769,    1769,    1769,   141.4,   137.1,   178.8,   207.9,   247.6,   265.7, 1153.0,  0.00137,      0,      0,       0,       0,       0,       0
total,       1971037,    1717,    1717,    1717,   146.3,   140.0,   197.2,   224.6,   241.0,   276.1, 1154.2,  0.00137,      0,      0,       0,       0,       0,       0
total,       1973122,    1790,    1790,    1790,   139.3,   135.9,   174.2,   202.2,   235.6,   237.8, 1155.3,  0.00136,      0,      0,       0,       0,       0,       0
total,       1975151,    1713,    1713,    1713,   145.3,   141.8,   185.0,   213.2,   233.8,   240.1, 1156.5,  0.00136,      0,      0,       0,       0,       0,       0
total,       1977202,    1702,    1702,    1702,   147.7,   142.5,   194.6,   224.8,   258.0,   263.0, 1157.7,  0.00136,      0,      0,       0,       0,       0,       0
total,       1979209,    1801,    1801,    1801,   138.5,   133.6,   177.2,   202.9,   247.2,   262.2, 1158.9,  0.00136,      0,      0,       0,       0,       0,       0
total,       1981285,    1739,    1739,    1739,   143.7,   139.0,   186.8,   213.7,   245.7,   254.4, 1160.0,  0.00136,      0,      0,       0,       0,       0,       0
total,       1983308,    1741,    1741,    1741,   144.2,   137.4,   190.1,   218.0,   235.2,   248.9, 1161.2,  0.00136,      0,      0,       0,       0,       0,       0
total,       1985314,    1591,    1591,    1591,   150.0,   142.2,   210.0,   235.6,   264.8,   267.3, 1162.5,  0.00136,      0,      0,       0,       0,       0,       0
total,       1987430,    1781,    1781,    1781,   146.1,   138.4,   208.0,   232.3,   280.1,   303.8, 1163.7,  0.00136,      0,      0,       0,       0,       0,       0
total,       1989550,    1770,    1770,    1770,   141.9,   137.7,   180.5,   207.5,   243.5,   271.9, 1164.9,  0.00136,      0,      0,       0,       0,       0,       0
total,       1991630,    1717,    1717,    1717,   145.4,   136.6,   207.0,   229.8,   254.2,   259.0, 1166.1,  0.00136,      0,      0,       0,       0,       0,       0
total,       1993673,    1712,    1712,    1712,   143.9,   141.0,   181.1,   204.3,   237.2,   249.4, 1167.3,  0.00136,      0,      0,       0,       0,       0,       0
total,       1995758,    1763,    1763,    1763,   143.7,   139.8,   183.3,   207.1,   229.1,   256.0, 1168.4,  0.00135,      0,      0,       0,       0,       0,       0
total,       1997648,    1648,    1648,    1648,   151.5,   140.2,   210.3,   232.4,   263.9,   293.9, 1169.6,  0.00135,      0,      0,       0,       0,       0,       0
total,       1999707,    1694,    1694,    1694,   143.8,   135.9,   190.6,   216.0,   250.3,   266.9, 1170.8,  0.00135,      0,      0,       0,       0,       0,       0
total,       2001787,    1794,    1794,    1794,   143.0,   137.9,   185.9,   214.9,   235.8,   239.4, 1172.0,  0.00135,      0,      0,       0,       0,       0,       0
total,       2003862,    1704,    1704,    1704,   146.5,   142.2,   188.7,   212.1,   237.8,   247.6, 1173.2,  0.00135,      0,      0,       0,       0,       0,       0
total,       2005891,    1728,    1728,    1728,   145.6,   140.7,   188.6,   207.1,   245.5,   259.9, 1174.4,  0.00135,      0,      0,       0,       0,       0,       0
total,       2007991,    1782,    1782,    1782,   140.0,   136.2,   179.3,   209.1,   235.0,   249.8, 1175.5,  0.00135,      0,      0,       0,       0,       0,       0
total,       2010083,    1756,    1756,    1756,   142.3,   137.6,   184.9,   211.8,   241.1,   251.1, 1176.7,  0.00135,      0,      0,       0,       0,       0,       0
total,       2012090,    1738,    1738,    1738,   144.2,   137.4,   195.4,   224.2,   265.0,   276.0, 1177.9,  0.00135,      0,      0,       0,       0,       0,       0
total,       2014094,    1675,    1675,    1675,   148.6,   141.4,   204.1,   229.0,   265.6,   272.4, 1179.1,  0.00134,      0,      0,       0,       0,       0,       0
total,       2016175,    1756,    1756,    1756,   142.6,   137.0,   182.5,   210.3,   234.4,   246.4, 1180.3,  0.00134,      0,      0,       0,       0,       0,       0
total,       2018281,    1735,    1735,    1735,   144.6,   138.0,   192.1,   215.8,   243.5,   257.1, 1181.5,  0.00134,      0,      0,       0,       0,       0,       0
total,       2020379,    1802,    1802,    1802,   138.9,   134.4,   175.4,   196.2,   225.1,   236.9, 1182.6,  0.00134,      0,      0,       0,       0,       0,       0
total,       2022472,    1783,    1783,    1783,   139.3,   134.7,   177.5,   210.2,   239.4,   271.2, 1183.8,  0.00134,      0,      0,       0,       0,       0,       0
total,       2024539,    1699,    1699,    1699,   147.3,   143.2,   191.2,   214.1,   242.1,   252.6, 1185.0,  0.00134,      0,      0,       0,       0,       0,       0
total,       2026550,    1724,    1724,    1724,   143.7,   139.7,   183.2,   213.1,   237.1,   267.8, 1186.2,  0.00134,      0,      0,       0,       0,       0,       0
total,       2028631,    1743,    1743,    1743,   141.8,   138.1,   181.8,   204.7,   236.4,   247.4, 1187.4,  0.00134,      0,      0,       0,       0,       0,       0
total,       2030753,    1803,    1803,    1803,   141.3,   136.8,   181.3,   206.5,   227.9,   270.4, 1188.6,  0.00134,      0,      0,       0,       0,       0,       0
total,       2032796,    1701,    1701,    1701,   146.1,   143.3,   187.5,   211.3,   248.3,   265.1, 1189.8,  0.00134,      0,      0,       0,       0,       0,       0
total,       2034923,    1782,    1782,    1782,   141.3,   137.3,   178.2,   207.3,   229.9,   239.7, 1191.0,  0.00133,      0,      0,       0,       0,       0,       0
total,       2036982,    1769,    1769,    1769,   141.2,   136.1,   183.1,   204.8,   234.2,   242.6, 1192.1,  0.00133,      0,      0,       0,       0,       0,       0
total,       2039069,    1737,    1737,    1737,   143.6,   139.2,   185.4,   214.4,   239.9,   249.4, 1193.3,  0.00133,      0,      0,       0,       0,       0,       0
total,       2041033,    1689,    1689,    1689,   147.7,   141.9,   194.7,   225.0,   285.1,   289.3, 1194.5,  0.00133,      0,      0,       0,       0,       0,       0
total,       2043094,    1745,    1745,    1745,   141.4,   136.4,   182.9,   206.0,   229.6,   246.4, 1195.7,  0.00133,      0,      0,       0,       0,       0,       0
total,       2045217,    1800,    1800,    1800,   141.9,   137.0,   182.5,   209.3,   238.8,   248.7, 1196.8,  0.00133,      0,      0,       0,       0,       0,       0
total,       2047354,    1750,    1750,    1750,   141.9,   134.5,   191.8,   219.7,   250.8,   276.9, 1198.1,  0.00133,      0,      0,       0,       0,       0,       0
total,       2049345,    1698,    1698,    1698,   146.4,   141.9,   186.2,   210.2,   243.2,   246.1, 1199.2,  0.00133,      0,      0,       0,       0,       0,       0
total,       2051419,    1807,    1807,    1807,   139.2,   135.1,   175.1,   201.7,   235.6,   305.1, 1200.4,  0.00133,      0,      0,       0,       0,       0,       0
total,       2053554,    1762,    1762,    1762,   142.2,   136.0,   188.5,   211.7,   239.7,   249.1, 1201.6,  0.00133,      0,      0,       0,       0,       0,       0
total,       2055560,    1743,    1743,    1743,   143.5,   137.3,   187.5,   210.9,   239.0,   313.5, 1202.8,  0.00132,      0,      0,       0,       0,       0,       0
total,       2057611,    1757,    1757,    1757,   141.4,   135.7,   186.8,   213.1,   252.9,   268.6, 1203.9,  0.00132,      0,      0,       0,       0,       0,       0
total,       2059747,    1757,    1757,    1757,   142.9,   130.6,   200.8,   232.2,   258.6,   270.0, 1205.1,  0.00132,      0,      0,       0,       0,       0,       0
total,       2061801,    1758,    1758,    1758,   142.0,   133.0,   193.3,   220.1,   244.4,   245.6, 1206.3,  0.00132,      0,      0,       0,       0,       0,       0
total,       2063865,    1769,    1769,    1769,   139.3,   135.2,   176.6,   200.7,   220.3,   221.4, 1207.5,  0.00132,      0,      0,       0,       0,       0,       0
total,       2065927,    1796,    1796,    1796,   142.0,   129.6,   221.9,   246.7,   273.7,   321.5, 1208.6,  0.00132,      0,      0,       0,       0,       0,       0
total,       2068108,    1802,    1802,    1802,   138.2,   132.7,   183.5,   209.4,   232.9,   241.4, 1209.8,  0.00132,      0,      0,       0,       0,       0,       0
total,       2070245,    1756,    1756,    1756,   143.0,   136.4,   190.8,   215.9,   248.2,   265.4, 1211.0,  0.00132,      0,      0,       0,       0,       0,       0
total,       2072391,    1793,    1793,    1793,   137.2,   132.9,   174.8,   200.5,   224.4,   237.0, 1212.2,  0.00132,      0,      0,       0,       0,       0,       0
total,       2074484,    1802,    1802,    1802,   140.1,   132.7,   189.0,   212.7,   241.1,   263.9, 1213.4,  0.00132,      0,      0,       0,       0,       0,       0
total,       2076616,    1783,    1783,    1783,   139.8,   131.1,   192.8,   221.9,   264.6,   277.2, 1214.6,  0.00132,      0,      0,       0,       0,       0,       0
total,       2078694,    1781,    1781,    1781,   140.6,   134.3,   184.0,   212.9,   233.2,   261.7, 1215.8,  0.00132,      0,      0,       0,       0,       0,       0
total,       2080733,    1737,    1737,    1737,   139.4,   134.1,   177.6,   208.0,   245.7,   269.1, 1216.9,  0.00132,      0,      0,       0,       0,       0,       0
total,       2082796,    1795,    1795,    1795,   143.7,   139.3,   186.9,   209.5,   225.0,   235.5, 1218.1,  0.00132,      0,      0,       0,       0,       0,       0
total,       2084842,    1790,    1790,    1790,   140.1,   135.6,   180.0,   202.5,   222.8,   228.6, 1219.2,  0.00131,      0,      0,       0,       0,       0,       0
total,       2086962,    1757,    1757,    1757,   140.8,   138.3,   177.0,   199.5,   235.6,   249.5, 1220.4,  0.00131,      0,      0,       0,       0,       0,       0
total,       2089042,    1752,    1752,    1752,   144.8,   139.6,   189.9,   218.4,   250.8,   284.7, 1221.6,  0.00131,      0,      0,       0,       0,       0,       0
total,       2091264,    1803,    1803,    1803,   138.6,   132.7,   184.7,   209.6,   250.2,   273.7, 1222.9,  0.00131,      0,      0,       0,       0,       0,       0
total,       2093346,    1776,    1776,    1776,   139.7,   136.3,   175.2,   197.9,   235.3,   252.6, 1224.0,  0.00131,      0,      0,       0,       0,       0,       0
total,       2095432,    1759,    1759,    1759,   141.4,   138.4,   179.5,   205.8,   242.6,   245.8, 1225.2,  0.00131,      0,      0,       0,       0,       0,       0
total,       2097560,    1812,    1812,    1812,   139.8,   134.0,   181.4,   215.0,   248.3,   257.2, 1226.4,  0.00131,      0,      0,       0,       0,       0,       0
total,       2099703,    1749,    1749,    1749,   142.3,   134.3,   190.3,   221.5,   240.3,   260.8, 1227.6,  0.00131,      0,      0,       0,       0,       0,       0
total,       2101792,    1770,    1770,    1770,   140.6,   135.0,   187.2,   214.4,   272.6,   288.3, 1228.8,  0.00131,      0,      0,       0,       0,       0,       0
total,       2103837,    1809,    1809,    1809,   139.1,   134.0,   179.7,   199.3,   249.3,   258.3, 1229.9,  0.00131,      0,      0,       0,       0,       0,       0
total,       2105955,    1708,    1708,    1708,   146.6,   139.7,   195.4,   220.0,   247.3,   249.3, 1231.2,  0.00131,      0,      0,       0,       0,       0,       0
total,       2108039,    1714,    1714,    1714,   145.7,   138.1,   196.3,   224.5,   248.8,   268.1, 1232.4,  0.00131,      0,      0,       0,       0,       0,       0
total,       2110043,    1710,    1710,    1710,   144.8,   137.4,   191.5,   220.4,   240.2,   244.6, 1233.6,  0.00130,      0,      0,       0,       0,       0,       0
total,       2112223,    1863,    1863,    1863,   135.3,   131.7,   172.7,   195.7,   234.6,   255.3, 1234.7,  0.00131,      0,      0,       0,       0,       0,       0
total,       2114309,    1756,    1756,    1756,   142.0,   139.8,   180.0,   203.3,   229.7,   246.2, 1235.9,  0.00130,      0,      0,       0,       0,       0,       0
total,       2116355,    1747,    1747,    1747,   143.4,   137.6,   186.7,   210.5,   228.0,   236.7, 1237.1,  0.00130,      0,      0,       0,       0,       0,       0
total,       2118306,    1750,    1750,    1750,   142.6,   134.9,   196.2,   220.5,   246.1,   279.6, 1238.2,  0.00130,      0,      0,       0,       0,       0,       0
total,       2120421,    1723,    1723,    1723,   145.5,   141.2,   186.8,   220.1,   252.5,   291.1, 1239.4,  0.00130,      0,      0,       0,       0,       0,       0
total,       2122558,    1760,    1760,    1760,   141.7,   137.3,   179.8,   208.0,   238.9,   250.2, 1240.6,  0.00130,      0,      0,       0,       0,       0,       0
total,       2124586,    1739,    1739,    1739,   143.9,   134.6,   203.9,   230.3,   256.5,   266.1, 1241.8,  0.00130,      0,      0,       0,       0,       0,       0
total,       2126668,    1771,    1771,    1771,   141.2,   137.5,   179.3,   210.9,   237.1,   288.6, 1243.0,  0.00130,      0,      0,       0,       0,       0,       0
total,       2128824,    1753,    1753,    1753,   142.6,   138.8,   183.0,   211.4,   252.1,   252.7, 1244.2,  0.00130,      0,      0,       0,       0,       0,       0
total,       2130880,    1757,    1757,    1757,   141.9,   136.8,   183.5,   206.8,   240.7,   268.1, 1245.4,  0.00130,      0,      0,       0,       0,       0,       0
total,       2132845,    1716,    1716,    1716,   143.7,   138.0,   189.1,   219.8,   257.6,   267.1, 1246.5,  0.00129,      0,      0,       0,       0,       0,       0
total,       2135022,    1806,    1806,    1806,   139.9,   133.1,   183.4,   213.7,   240.5,   254.0, 1247.7,  0.00129,      0,      0,       0,       0,       0,       0
total,       2137183,    1689,    1689,    1689,   148.2,   136.8,   227.3,   259.6,   288.3,   317.9, 1249.0,  0.00129,      0,      0,       0,       0,       0,       0
total,       2139169,    1698,    1698,    1698,   148.1,   141.5,   198.8,   224.1,   247.7,   256.1, 1250.2,  0.00129,      0,      0,       0,       0,       0,       0
total,       2141170,    1722,    1722,    1722,   143.7,   138.6,   186.0,   211.6,   252.2,   272.2, 1251.3,  0.00129,      0,      0,       0,       0,       0,       0
total,       2143273,    1754,    1754,    1754,   143.2,   134.4,   193.6,   219.8,   272.7,   279.7, 1252.5,  0.00129,      0,      0,       0,       0,       0,       0
total,       2145301,    1710,    1710,    1710,   146.0,   140.9,   196.2,   235.4,   259.2,   310.2, 1253.7,  0.00129,      0,      0,       0,       0,       0,       0
total,       2147289,    1670,    1670,    1670,   147.7,   143.1,   190.3,   217.9,   247.7,   252.5, 1254.9,  0.00129,      0,      0,       0,       0,       0,       0
total,       2149444,    1787,    1787,    1787,   142.0,   138.4,   179.3,   213.7,   252.3,   265.1, 1256.1,  0.00129,      0,      0,       0,       0,       0,       0
total,       2151523,    1719,    1719,    1719,   144.6,   139.8,   186.7,   218.7,   243.9,   267.7, 1257.3,  0.00129,      0,      0,       0,       0,       0,       0
