INFO  15:21:55 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  15:21:55 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [likelyquery0] with 250 threads for 20000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,      15154975,    1737,    1737,    1737,   135.6,   131.2,   170.9,   198.0,   218.4,   233.9, 8732.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15157068,    1827,    1827,    1827,   146.1,   134.0,   205.7,   229.3,   267.5,   277.0, 8733.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15159207,    1773,    1773,    1773,   140.5,   132.4,   194.9,   220.0,   267.5,   302.5, 8735.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15161299,    1824,    1824,    1824,   136.4,   129.9,   185.0,   207.7,   246.6,   265.2, 8736.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15163487,    1794,    1794,    1794,   140.0,   132.4,   185.6,   216.9,   248.7,   268.4, 8737.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15165689,    1776,    1776,    1776,   139.8,   135.6,   176.5,   212.4,   247.9,   262.6, 8738.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15167852,    1811,    1811,    1811,   139.1,   134.2,   177.4,   206.6,   234.7,   247.5, 8739.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15170052,    1856,    1856,    1856,   134.4,   128.1,   179.7,   202.5,   238.1,   246.5, 8741.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15172121,    1681,    1681,    1681,   148.6,   134.7,   212.1,   250.3,   297.7,   316.4, 8742.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15174179,    1734,    1734,    1734,   144.0,   138.5,   183.9,   215.5,   249.0,   262.0, 8743.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15176359,    1794,    1794,    1794,   138.8,   133.0,   181.1,   215.5,   251.5,   290.6, 8744.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15178558,    1812,    1812,    1812,   138.7,   135.5,   175.9,   203.5,   225.3,   239.0, 8746.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15180706,    1802,    1802,    1802,   139.2,   134.2,   175.4,   207.5,   259.4,   275.7, 8747.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15182855,    1822,    1822,    1822,   134.1,   129.2,   171.3,   197.1,   233.5,   256.1, 8748.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15185073,    1864,    1864,    1864,   137.0,   132.6,   173.6,   205.3,   244.1,   256.2, 8749.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15187245,    1749,    1749,    1749,   141.6,   134.4,   196.4,   228.8,   259.1,   267.0, 8750.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15189385,    1821,    1821,    1821,   138.7,   136.1,   172.3,   194.9,   226.0,   258.2, 8751.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15191576,    1839,    1839,    1839,   135.4,   130.8,   172.3,   200.5,   247.6,   262.8, 8753.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15193680,    1751,    1751,    1751,   142.8,   136.7,   193.8,   218.0,   253.0,   286.4, 8754.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15195726,    1750,    1750,    1750,   142.5,   136.4,   189.1,   216.6,   240.2,   253.7, 8755.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15197850,    1808,    1808,    1808,   138.6,   128.8,   200.9,   227.7,   266.7,   320.9, 8756.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15200009,    1792,    1792,    1792,   139.5,   134.4,   181.9,   203.7,   232.4,   258.8, 8757.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15202102,    1754,    1754,    1754,   141.9,   136.9,   184.5,   217.5,   249.1,   254.4, 8759.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15204219,    1822,    1822,    1822,   137.2,   134.1,   169.7,   199.6,   236.2,   244.0, 8760.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15206357,    1786,    1786,    1786,   140.7,   135.4,   181.6,   215.8,   247.3,   274.7, 8761.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15208512,    1799,    1799,    1799,   138.6,   132.6,   185.3,   212.1,   241.2,   249.4, 8762.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15210528,    1727,    1727,    1727,   140.9,   133.9,   185.8,   210.8,   236.2,   254.6, 8763.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15212679,    1842,    1842,    1842,   139.5,   134.8,   181.5,   213.1,   255.0,   259.1, 8765.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15214739,    1709,    1709,    1709,   146.0,   137.2,   200.1,   229.2,   255.1,   273.4, 8766.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15216804,    1720,    1720,    1720,   145.3,   140.3,   187.8,   214.2,   262.2,   286.3, 8767.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15218847,    1688,    1688,    1688,   148.0,   143.3,   190.4,   220.5,   273.9,   304.8, 8768.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15220797,    1674,    1674,    1674,   146.6,   138.0,   199.2,   228.5,   290.2,   294.0, 8769.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15222769,    1657,    1657,    1657,   153.6,   143.0,   220.5,   248.0,   300.7,   313.4, 8770.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15224778,    1609,    1609,    1609,   155.0,   144.1,   212.6,   251.4,   273.2,   280.3, 8772.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15226816,    1649,    1649,    1649,   151.7,   142.6,   217.0,   240.2,   295.3,   325.0, 8773.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15228813,    1648,    1648,    1648,   151.9,   144.0,   200.7,   238.8,   264.8,   269.5, 8774.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15230906,    1752,    1752,    1752,   141.9,   135.9,   184.6,   210.6,   229.1,   246.9, 8775.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15232984,    1644,    1644,    1644,   152.4,   140.9,   212.7,   248.7,   292.5,   326.5, 8777.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15234965,    1695,    1695,    1695,   147.0,   143.3,   186.7,   213.8,   245.7,   288.4, 8778.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15236806,    1576,    1576,    1576,   159.6,   145.1,   225.0,   254.7,   284.1,   287.2, 8779.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15238822,    1725,    1725,    1725,   145.1,   135.4,   210.6,   242.8,   274.9,   292.9, 8780.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15240897,    1667,    1667,    1667,   149.6,   147.1,   188.8,   212.2,   261.3,   300.2, 8781.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15242905,    1606,    1606,    1606,   155.8,   149.0,   203.7,   230.4,   258.7,   272.1, 8783.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15244884,    1638,    1638,    1638,   153.3,   150.2,   195.8,   219.0,   249.7,   254.6, 8784.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15246899,    1631,    1631,    1631,   153.2,   139.9,   217.1,   248.6,   290.8,   317.1, 8785.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15248910,    1661,    1661,    1661,   149.9,   146.1,   188.4,   216.8,   252.8,   260.2, 8786.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15250876,    1669,    1669,    1669,   147.0,   140.7,   194.2,   217.3,   247.7,   248.0, 8787.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15252935,    1745,    1745,    1745,   145.6,   136.7,   196.5,   229.2,   288.0,   297.8, 8789.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15254941,    1674,    1674,    1674,   149.1,   144.4,   189.2,   221.6,   255.6,   313.1, 8790.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15256830,    1636,    1636,    1636,   152.9,   146.5,   198.2,   233.6,   277.3,   282.4, 8791.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15258785,    1651,    1651,    1651,   151.7,   150.2,   189.0,   205.8,   236.9,   238.7, 8792.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15260807,    1722,    1722,    1722,   145.7,   141.9,   183.7,   207.1,   234.1,   240.8, 8793.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15262782,    1623,    1623,    1623,   153.4,   147.7,   200.6,   227.0,   257.9,   271.8, 8795.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15264851,    1639,    1639,    1639,   152.4,   145.8,   209.0,   236.4,   273.8,   280.8, 8796.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15266755,    1589,    1589,    1589,   156.2,   146.9,   229.0,   251.7,   302.7,   310.8, 8797.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15268730,    1673,    1673,    1673,   150.3,   147.1,   187.9,   216.2,   278.2,   291.3, 8798.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15270573,    1540,    1540,    1540,   163.9,   157.2,   220.4,   249.1,   297.5,   314.7, 8799.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15272540,    1672,    1672,    1672,   147.5,   142.4,   189.1,   213.9,   254.6,   269.3, 8801.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15274497,    1666,    1666,    1666,   148.9,   145.2,   186.0,   212.6,   243.3,   260.0, 8802.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15276503,    1732,    1732,    1732,   146.2,   141.7,   186.3,   210.3,   248.5,   263.8, 8803.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15278488,    1618,    1618,    1618,   155.5,   142.4,   233.5,   266.1,   312.8,   315.1, 8804.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15280540,    1677,    1677,    1677,   148.5,   139.2,   220.0,   244.8,   285.4,   333.2, 8805.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15282519,    1695,    1695,    1695,   148.1,   142.0,   195.0,   224.5,   274.9,   295.9, 8807.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15284460,    1625,    1625,    1625,   153.4,   143.2,   212.9,   240.0,   265.1,   265.9, 8808.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15286425,    1658,    1658,    1658,   147.1,   143.0,   186.1,   214.9,   256.4,   275.0, 8809.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15288462,    1707,    1707,    1707,   150.1,   144.9,   192.1,   222.7,   256.8,   280.5, 8810.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15290488,    1674,    1674,    1674,   148.8,   142.9,   189.6,   219.8,   254.0,   267.4, 8811.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15292489,    1605,    1605,    1605,   156.3,   146.4,   216.0,   242.7,   274.1,   283.2, 8813.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15294452,    1641,    1641,    1641,   152.3,   139.1,   218.4,   246.4,   272.3,   272.6, 8814.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15296364,    1631,    1631,    1631,   150.9,   145.7,   192.7,   215.8,   276.1,   289.5, 8815.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15298361,    1699,    1699,    1699,   145.7,   138.8,   189.6,   217.1,   254.4,   255.7, 8816.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15300440,    1731,    1731,    1731,   148.1,   145.4,   183.7,   211.5,   235.6,   242.1, 8817.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15302372,    1613,    1613,    1613,   154.1,   148.1,   200.0,   228.7,   265.2,   278.6, 8819.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15304365,    1656,    1656,    1656,   151.3,   147.4,   192.5,   220.1,   254.1,   254.5, 8820.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15306378,    1572,    1572,    1572,   158.1,   148.4,   218.4,   254.9,   273.6,   284.4, 8821.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15308318,    1659,    1659,    1659,   152.1,   148.2,   195.7,   221.8,   259.3,   272.1, 8822.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15310337,    1698,    1698,    1698,   146.2,   143.2,   182.5,   210.3,   243.1,   269.5, 8823.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15312224,    1617,    1617,    1617,   153.4,   145.1,   214.0,   237.9,   276.3,   285.7, 8825.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15314178,    1611,    1611,    1611,   150.9,   145.8,   191.2,   220.4,   245.3,   245.6, 8826.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15316164,    1697,    1697,    1697,   153.0,   149.2,   199.0,   229.9,   253.4,   301.0, 8827.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15318185,    1665,    1665,    1665,   149.4,   142.6,   198.6,   225.3,   265.2,   272.7, 8828.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15320226,    1639,    1639,    1639,   153.3,   148.1,   200.7,   230.5,   263.3,   290.0, 8829.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15322296,    1686,    1686,    1686,   148.4,   142.6,   197.0,   224.1,   260.5,   263.7, 8831.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15324263,    1693,    1693,    1693,   148.9,   137.2,   213.2,   241.0,   272.5,   273.2, 8832.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15326311,    1750,    1750,    1750,   141.1,   135.4,   178.6,   203.2,   237.0,   250.3, 8833.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15328340,    1726,    1726,    1726,   145.7,   142.5,   182.7,   204.8,   249.7,   260.7, 8834.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15330301,    1611,    1611,    1611,   154.5,   148.1,   202.4,   226.0,   253.8,   257.3, 8835.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15332338,    1652,    1652,    1652,   152.5,   147.1,   197.8,   225.4,   254.3,   258.6, 8837.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15334347,    1684,    1684,    1684,   147.8,   141.6,   192.8,   213.8,   241.6,   280.2, 8838.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15336307,    1648,    1648,    1648,   151.3,   144.4,   199.8,   232.9,   272.9,   280.9, 8839.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15338270,    1655,    1655,    1655,   152.2,   148.2,   194.0,   217.8,   238.9,   253.7, 8840.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15340266,    1737,    1737,    1737,   142.8,   136.6,   185.1,   217.9,   259.7,   265.9, 8841.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15342271,    1667,    1667,    1667,   150.3,   146.2,   191.6,   220.2,   251.9,   272.1, 8842.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15344338,    1715,    1715,    1715,   145.9,   141.6,   186.7,   215.3,   261.4,   271.2, 8844.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15346304,    1645,    1645,    1645,   151.9,   147.7,   196.3,   224.1,   265.7,   270.2, 8845.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15348220,    1628,    1628,    1628,   153.2,   149.1,   197.7,   228.5,   266.2,   283.4, 8846.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15350121,    1632,    1632,    1632,   151.4,   143.7,   196.9,   223.4,   257.8,   270.5, 8847.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15352297,    1763,    1763,    1763,   143.7,   138.4,   182.6,   208.3,   236.8,   254.6, 8848.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15354238,    1594,    1594,    1594,   156.0,   146.7,   210.4,   239.8,   265.4,   268.8, 8850.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15356162,    1572,    1572,    1572,   159.7,   150.4,   220.1,   249.9,   308.2,   309.7, 8851.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15358111,    1631,    1631,    1631,   153.0,   145.4,   202.0,   235.8,   281.9,   286.7, 8852.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15360091,    1681,    1681,    1681,   149.5,   141.1,   200.9,   228.8,   259.4,   260.5, 8853.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15362123,    1693,    1693,    1693,   147.6,   143.6,   188.7,   217.2,   264.8,   277.6, 8854.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15364128,    1652,    1652,    1652,   143.4,   138.8,   184.9,   222.5,   245.7,   269.3, 8856.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15366247,    1806,    1806,    1806,   145.7,   136.5,   205.2,   233.2,   255.5,   276.6, 8857.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15368368,    1762,    1762,    1762,   141.4,   133.1,   192.0,   215.2,   233.7,   250.1, 8858.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15370443,    1768,    1768,    1768,   141.8,   137.2,   179.7,   211.0,   240.7,   261.5, 8859.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15372526,    1803,    1803,    1803,   138.6,   133.7,   178.8,   203.0,   224.8,   267.8, 8860.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15374703,    1733,    1733,    1733,   144.3,   134.0,   204.4,   232.0,   258.9,   277.0, 8862.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15376768,    1745,    1745,    1745,   143.4,   135.6,   189.6,   218.4,   245.6,   301.7, 8863.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15378947,    1846,    1846,    1846,   134.7,   129.6,   174.5,   199.7,   241.2,   268.7, 8864.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15381066,    1770,    1770,    1770,   141.4,   137.7,   180.1,   206.1,   230.8,   233.4, 8865.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15383123,    1771,    1771,    1771,   140.6,   135.2,   184.4,   208.7,   231.5,   237.9, 8866.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15385297,    1847,    1847,    1847,   135.6,   130.4,   175.5,   197.6,   225.2,   253.9, 8868.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15387461,    1751,    1751,    1751,   143.6,   136.9,   186.3,   220.1,   256.0,   274.3, 8869.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15389532,    1777,    1777,    1777,   140.7,   136.3,   180.6,   203.1,   241.0,   265.5, 8870.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15391632,    1784,    1784,    1784,   140.1,   132.8,   193.9,   218.0,   241.3,   251.0, 8871.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15393805,    1818,    1818,    1818,   137.5,   130.8,   182.5,   210.2,   254.8,   265.1, 8872.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15395810,    1697,    1697,    1697,   147.1,   142.7,   189.2,   217.3,   266.7,   282.5, 8873.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15397957,    1834,    1834,    1834,   136.1,   130.9,   173.7,   202.6,   227.4,   239.8, 8875.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15400095,    1807,    1807,    1807,   138.2,   133.1,   175.4,   202.9,   221.5,   242.9, 8876.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15402043,    1776,    1776,    1776,   140.7,   135.6,   182.3,   200.8,   239.0,   242.7, 8877.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15404157,    1732,    1732,    1732,   144.5,   136.7,   200.5,   224.7,   245.8,   264.1, 8878.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15406140,    1695,    1695,    1695,   148.2,   134.4,   208.0,   236.6,   273.0,   291.1, 8879.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15408303,    1823,    1823,    1823,   136.0,   132.8,   171.9,   192.9,   220.1,   233.5, 8881.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15410436,    1755,    1755,    1755,   143.4,   139.7,   183.6,   205.3,   226.0,   279.2, 8882.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15412484,    1738,    1738,    1738,   144.3,   137.9,   193.7,   217.3,   252.3,   262.5, 8883.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15414557,    1779,    1779,    1779,   139.8,   133.1,   188.5,   213.5,   267.7,   271.9, 8884.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15416663,    1771,    1771,    1771,   140.9,   137.3,   178.4,   209.4,   230.9,   235.6, 8885.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15418759,    1749,    1749,    1749,   143.0,   137.0,   185.2,   209.3,   226.7,   235.0, 8886.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15420801,    1768,    1768,    1768,   141.5,   136.2,   181.7,   206.6,   228.4,   242.6, 8888.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15422929,    1758,    1758,    1758,   141.5,   135.2,   180.7,   207.1,   233.5,   257.0, 8889.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15424904,    1725,    1725,    1725,   145.5,   131.3,   240.1,   267.0,   306.8,   329.1, 8890.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15427023,    1742,    1742,    1742,   143.9,   138.2,   184.8,   216.1,   243.7,   248.7, 8891.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15429081,    1770,    1770,    1770,   140.4,   135.2,   178.9,   205.8,   232.1,   244.8, 8892.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15431241,    1812,    1812,    1812,   137.9,   135.2,   172.3,   195.9,   228.0,   243.3, 8894.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15433319,    1748,    1748,    1748,   143.9,   137.3,   185.9,   215.0,   260.9,   280.3, 8895.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15435370,    1728,    1728,    1728,   143.1,   137.2,   184.8,   202.6,   228.5,   259.0, 8896.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15437422,    1796,    1796,    1796,   140.1,   133.5,   188.1,   219.1,   249.1,   264.1, 8897.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15439558,    1747,    1747,    1747,   143.5,   136.7,   189.8,   219.9,   251.0,   264.6, 8898.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15441559,    1717,    1717,    1717,   143.8,   138.6,   187.4,   208.2,   239.6,   262.6, 8899.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15443675,    1792,    1792,    1792,   141.2,   134.4,   183.6,   208.5,   240.5,   267.7, 8901.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15445831,    1714,    1714,    1714,   146.0,   140.2,   190.5,   214.2,   245.2,   262.4, 8902.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15447781,    1674,    1674,    1674,   145.4,   139.5,   187.1,   220.2,   266.9,   293.0, 8903.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15449945,    1821,    1821,    1821,   141.3,   135.1,   184.6,   208.9,   240.4,   274.1, 8904.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15451965,    1720,    1720,    1720,   145.0,   139.2,   189.0,   213.3,   240.7,   255.7, 8905.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15454043,    1720,    1720,    1720,   141.1,   135.2,   183.2,   205.4,   245.8,   253.2, 8907.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15456148,    1794,    1794,    1794,   143.1,   139.7,   181.9,   206.9,   226.4,   254.2, 8908.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15458131,    1708,    1708,    1708,   146.9,   139.5,   193.6,   219.4,   256.3,   261.9, 8909.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15460214,    1802,    1802,    1802,   137.6,   132.7,   175.5,   202.2,   231.9,   252.9, 8910.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15462413,    1786,    1786,    1786,   141.1,   136.9,   178.4,   205.2,   238.8,   240.6, 8911.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15464421,    1721,    1721,    1721,   145.0,   136.9,   199.1,   221.0,   253.9,   275.5, 8913.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15466536,    1783,    1783,    1783,   139.8,   132.9,   189.4,   213.3,   247.4,   259.5, 8914.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15468761,    1751,    1751,    1751,   143.0,   135.7,   191.2,   231.3,   250.4,   275.7, 8915.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15470705,    1678,    1678,    1678,   145.5,   134.8,   202.2,   226.9,   251.1,   262.1, 8916.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15472809,    1826,    1826,    1826,   140.0,   132.7,   188.0,   211.0,   249.3,   270.9, 8917.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15474830,    1733,    1733,    1733,   143.3,   139.0,   181.2,   206.1,   229.4,   276.7, 8918.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15476963,    1839,    1839,    1839,   136.5,   132.1,   174.3,   197.9,   224.7,   256.2, 8920.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15479088,    1757,    1757,    1757,   142.6,   139.4,   182.3,   207.4,   243.6,   248.1, 8921.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15481102,    1733,    1733,    1733,   144.5,   137.5,   195.6,   219.0,   247.4,   259.5, 8922.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15483186,    1752,    1752,    1752,   141.8,   133.4,   200.5,   222.1,   250.3,   257.7, 8923.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15485301,    1757,    1757,    1757,   142.9,   137.8,   184.2,   212.7,   239.4,   244.1, 8924.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15487294,    1704,    1704,    1704,   145.5,   140.2,   193.7,   215.1,   238.6,   260.5, 8926.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15489331,    1725,    1725,    1725,   146.1,   136.5,   205.5,   228.1,   257.9,   315.5, 8927.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15491407,    1783,    1783,    1783,   141.0,   134.6,   183.5,   214.4,   230.6,   244.4, 8928.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15493500,    1775,    1775,    1775,   140.9,   135.0,   184.9,   211.5,   266.7,   291.8, 8929.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15495556,    1711,    1711,    1711,   144.3,   142.0,   180.3,   205.3,   227.3,   242.6, 8930.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15497650,    1777,    1777,    1777,   141.7,   132.9,   200.4,   222.8,   259.9,   274.1, 8931.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15499682,    1722,    1722,    1722,   145.3,   135.9,   213.7,   245.4,   267.8,   287.5, 8933.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15501758,    1757,    1757,    1757,   141.9,   138.4,   178.9,   211.9,   233.1,   250.3, 8934.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15503868,    1708,    1708,    1708,   146.6,   143.8,   180.4,   210.8,   257.7,   265.5, 8935.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15506014,    1809,    1809,    1809,   137.8,   132.6,   174.2,   202.9,   232.5,   241.2, 8936.7,  0.00035,      0,      0,       0,       0,       0,       0
